id,smarts,entry_id,mechanism_id
259,[C&D2&v4&H2&0*&R&z0:1]-[C&D3&v4&H1&0*&R&z1:2]-[O&D2&v2&H0&0*&R:3]>>([C&D2&v4&H1&0*&!R&z0:1]=[C&D2&v4&H1&0*&!R&z0:2].[O&D1&v2&H1&0*&!R:3]),[196],[1]
260,[C&D3&v4&H0&0*&!R&z2:1]-[O&D1&v2&H1&0*&!R:2].[O&D1&v2&H1&0*&!R:3].[P&D4&v5&H0&0*&!R:4](-[O&D1&v2&H1&0*&!R:5])-[O&D2&v2&H0&0*&!R:6]~[*:7]~[*:8]~[*:9]~[O&D1&v2&H1&0*&!R:10]>>[*:7](~[O&D1&v2&H1&0*&!R:6])~[*:8]~[*:9]~[O&D1&v2&H1&0*&!R:10].[O&D2&v2&H0&0*&!R:3]-[C&D3&v4&H0&0*&!R&z2:1].[P&D4&v5&H0&0*&!R:4](-[O&D1&v2&H1&0*&!R:2])-[O&D1&v2&H1&0*&!R:5],[197],[1]
261,[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[*:4]~[O&D1&v2&H1&0*&!R:5].[O&D2&v2&H0&0*&!R:6]-[C&D3&v4&H0&0*&!R&z2:7].[P&D4&v5&H0&0*&!R:8](-[O&D1&v2&H1&0*&!R:9])-[O&D1&v2&H1&0*&!R:10]>>[C&D3&v4&H0&0*&!R&z2:7]-[O&D1&v2&H1&0*&!R:9].[O&D1&v2&H1&0*&!R:6].[P&D4&v5&H0&0*&!R:8](-[O&D1&v2&H1&0*&!R:10])-[O&D2&v2&H0&0*&!R:2]~[*:1]~[*:3]~[*:4]~[O&D1&v2&H1&0*&!R:5],[197],[1]
262,[C&D3&v4&H0&0*&!R&z3:1]-[O&D1&v2&H1&0*&!R:2].[P&D4&v5&H0&0*&!R:3](=[O&D1&v2&H0&0*&!R:4])(-[O&D1&v2&H1&0*&!R:5])-[O&D2&v2&H0&0*&!R:6].[S&D1&v2&H1&0*&!R:7]>>[C&D3&v4&H0&0*&!R&z3:1]-[S&D2&v2&H0&0*&!R:7].[O&D1&v2&H1&0*&!R:6].[P&D4&v5&H0&0*&!R:3](=[O&D1&v2&H0&0*&!R:4])(-[O&D1&v2&H1&0*&!R:2])-[O&D1&v2&H1&0*&!R:5],[198],[1]
263,[C&D3&v4&H0&0*&!R&z3:1]-[S&D2&v2&H0&0*&!R:2].[O&D1&v2&H1&0*&!R:3].[P&D4&v5&H0&0*&!R:4](=[O&D1&v2&H0&0*&!R:5])(-[O&D1&v2&H1&0*&!R:6])-[O&D1&v2&H1&0*&!R:7]>>[C&D3&v4&H0&0*&!R&z3:1]-[O&D1&v2&H1&0*&!R:6].[P&D4&v5&H0&0*&!R:4](=[O&D1&v2&H0&0*&!R:5])(-[O&D1&v2&H1&0*&!R:7])-[O&D2&v2&H0&0*&!R:3].[S&D1&v2&H1&0*&!R:2],[198],[1]
264,[*:1](~[O&D1&v2&H0&0*&!R:2])~[*:3]~[*:4](~[O&D1&v2&H0&0*&!R:5])~[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:7]-[O&D1&v2&H1&0*&!R:8].[C&D3&v4&H0&0*&!R&z2:9](=[O&D1&v2&H0&0*&!R:10])-[O&D1&v2&H1&0*&!R:11].[N&D1&v3&H2&0*&!R:12]>>[*:1](~[O&D1&v2&H0&0*&!R:2])~[*:3]~[*:4](~[O&D1&v2&H0&0*&!R:5])~[O&D1&v2&H1&0*&!R:6].[C&D3&v4&H0&0*&!R&z2:9](=[O&D1&v2&H0&0*&!R:10])-[N&D2&v3&H1&0*&!R:12].[P&D4&v5&H0&0*&!R:7](-[O&D1&v2&H1&0*&!R:8])-[O&D1&v2&H1&0*&!R:11],[199],[1]
265,[*:1](~[O&D1&v2&H0&0*&!R:2])~[*:3]~[*:4](~[O&D1&v2&H0&0*&!R:5])~[O&D1&v2&H1&0*&!R:6].[C&D3&v4&H0&0*&!R&z2:7](=[O&D1&v2&H0&0*&!R:8])-[N&D2&v3&H1&0*&!R:9].[P&D4&v5&H0&0*&!R:10](-[O&D1&v2&H1&0*&!R:11])-[O&D1&v2&H1&0*&!R:12]>>[*:1](~[O&D1&v2&H0&0*&!R:2])~[*:3]~[*:4](~[O&D1&v2&H0&0*&!R:5])~[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:10]-[O&D1&v2&H1&0*&!R:11].[C&D3&v4&H0&0*&!R&z2:7](=[O&D1&v2&H0&0*&!R:8])-[O&D1&v2&H1&0*&!R:12].[N&D1&v3&H2&0*&!R:9],[199],[1]
266,[C&D3&v4&H0&0*&!R&z2:1](=[O&D1&v2&H0&0*&!R:2])-[O&D1&v2&H1&0*&!R:3].[N&D0&v3&H3&0*&!R:4].[P&D4&v5&H0&0*&!R:5](=[O&D1&v2&H0&0*&!R:6])-[O&D2&v2&H0&0*&!R:7]~[*:8](~[O&D1&v2&H1&0*&!R:9])~[*:10]~[*:11](~[O&D1&v2&H1&0*&!R:12])~[O&D1&v2&H1&0*&!R:13]>>[*:8](~[O&D1&v2&H1&0*&!R:7])(~[O&D1&v2&H1&0*&!R:9])~[*:10]~[*:11](~[O&D1&v2&H1&0*&!R:12])~[O&D1&v2&H1&0*&!R:13].[N&D1&v3&H2&0*&!R:4]-[C&D3&v4&H0&0*&!R&z2:1]=[O&D1&v2&H0&0*&!R:2].[P&D4&v5&H0&0*&!R:5](=[O&D1&v2&H0&0*&!R:6])-[O&D1&v2&H1&0*&!R:3],[200],[1]
267,[*:1](~[O&D1&v2&H1&0*&!R:2])(~[O&D1&v2&H1&0*&!R:3])~[*:4]~[*:5](~[O&D1&v2&H1&0*&!R:6])~[O&D1&v2&H1&0*&!R:7].[N&D1&v3&H2&0*&!R:8]-[C&D3&v4&H0&0*&!R&z2:9]=[O&D1&v2&H0&0*&!R:10].[P&D4&v5&H0&0*&!R:11](=[O&D1&v2&H0&0*&!R:12])-[O&D1&v2&H1&0*&!R:13]>>[C&D3&v4&H0&0*&!R&z2:9](=[O&D1&v2&H0&0*&!R:10])-[O&D1&v2&H1&0*&!R:13].[N&D0&v3&H3&0*&!R:8].[P&D4&v5&H0&0*&!R:11](=[O&D1&v2&H0&0*&!R:12])-[O&D2&v2&H0&0*&!R:2]~[*:1](~[O&D1&v2&H1&0*&!R:3])~[*:4]~[*:5](~[O&D1&v2&H1&0*&!R:6])~[O&D1&v2&H1&0*&!R:7],[200],[1]
268,[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&0*&!R:5])~[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:7]-[O&D1&v2&H1&0*&!R:8].[C&D2&v4&H2&0*&!R&z0:9]-[C&D3&v4&H0&0*&!R&z2:10]=[O&D1&v2&H0&0*&!R:11].[O&D1&v2&H0&0*&!R:12]=[C&D3&v4&H0&0*&!R&z3:13](-[O&D1&v2&H1&0*&!R:14])-[O&D1&v2&H1&0*&!R:15]>>[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&0*&!R:5])~[O&D1&v2&H1&0*&!R:6].[C&D3&v4&H1&0*&!R&z0:9](-[C&D3&v4&H0&0*&!R&z2:13](=[O&D1&v2&H0&0*&!R:14])-[O&D1&v2&H1&0*&!R:15])-[C&D3&v4&H0&0*&!R&z2:10]=[O&D1&v2&H0&0*&!R:11].[P&D4&v5&H0&0*&!R:7](-[O&D1&v2&H1&0*&!R:8])-[O&D1&v2&H1&0*&!R:12],[201],[1]
269,[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&0*&!R:5])~[O&D1&v2&H1&0*&!R:6].[C&D3&v4&H1&0*&!R&z0:7](-[C&D3&v4&H0&0*&!R&z2:8](=[O&D1&v2&H0&0*&!R:9])-[O&D1&v2&H1&0*&!R:10])-[C&D3&v4&H0&0*&!R&z2:11]=[O&D1&v2&H0&0*&!R:12].[P&D4&v5&H0&0*&!R:13](-[O&D1&v2&H1&0*&!R:14])-[O&D1&v2&H1&0*&!R:15]>>[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&0*&!R:5])~[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:13]-[O&D1&v2&H1&0*&!R:14].[C&D2&v4&H2&0*&!R&z0:7]-[C&D3&v4&H0&0*&!R&z2:11]=[O&D1&v2&H0&0*&!R:12].[O&D1&v2&H0&0*&!R:15]=[C&D3&v4&H0&0*&!R&z3:8](-[O&D1&v2&H1&0*&!R:9])-[O&D1&v2&H1&0*&!R:10],[201],[1]
270,[O&D1&v2&H1&0*&!R:1].[P&D4&v5&H0&0*&!R:2](=[O&D1&v2&H0&0*&!R:3])(-[O&D1&v2&H1&0*&!R:4])-[O&D2&v2&H0&0*&!R:5]~[*:6](~[O&D1&v2&H0&0*&!R:7])~[*:8]~[*:9]~[O&D1&v2&H1&0*&!R:10].[P&D4&v5&H0&0*&!R:11]-[O&D1&v2&H1&0*&!R:12]>>[O&D1&v2&H0&0*&!R:7]~[*:6](~[O&D1&v2&H1&0*&!R:5])~[*:8]~[*:9]~[O&D1&v2&H1&0*&!R:10].[P&D4&v5&H0&0*&!R:2](=[O&D1&v2&H0&0*&!R:3])(-[O&D1&v2&H1&0*&!R:12])-[O&D1&v2&H1&0*&!R:4].[P&D4&v5&H0&0*&!R:11]-[O&D2&v2&H0&0*&!R:1],[202],[1]
271,[O&D1&v2&H0&0*&!R:1]~[*:2](~[O&D1&v2&H1&0*&!R:3])~[*:4]~[*:5]~[O&D1&v2&H1&0*&!R:6].[P&D4&v5&H0&0*&!R:7](=[O&D1&v2&H0&0*&!R:8])(-[O&D1&v2&H1&0*&!R:9])-[O&D1&v2&H1&0*&!R:10].[P&D4&v5&H0&0*&!R:11]-[O&D2&v2&H0&0*&!R:12]>>[O&D1&v2&H1&0*&!R:12].[P&D4&v5&H0&0*&!R:7](=[O&D1&v2&H0&0*&!R:8])(-[O&D1&v2&H1&0*&!R:10])-[O&D2&v2&H0&0*&!R:3]~[*:2](~[O&D1&v2&H0&0*&!R:1])~[*:4]~[*:5]~[O&D1&v2&H1&0*&!R:6].[P&D4&v5&H0&0*&!R:11]-[O&D1&v2&H1&0*&!R:9],[202],[1]
272,[O&D0&v2&H2&0*&!R:1].[O&D2&v2&H0&0*&!R:2]-[C&D3&v4&H1&0*&R&z2:3]-[O&D2&v2&H0&0*&R:4]>>[C&D3&v4&H1&0*&R&z2:3](-[O&D1&v2&H1&0*&!R:1])-[O&D2&v2&H0&0*&R:4].[O&D1&v2&H1&0*&!R:2],"[203, 774, 819]","[2, 1, 1]"
273,[C&D3&v4&H1&0*&R&z2:1](-[O&D1&v2&H1&0*&!R:2])-[O&D2&v2&H0&0*&R:3].[O&D1&v2&H1&0*&!R:4]>>[O&D0&v2&H2&0*&!R:2].[O&D2&v2&H0&0*&!R:4]-[C&D3&v4&H1&0*&R&z2:1]-[O&D2&v2&H0&0*&R:3],"[203, 774, 819]","[2, 1, 1]"
274,([C&D2&v4&H2&0*&!R&z1:1]-[O&D1&v2&H1&0*&!R:2].[c&D3&v4&H0&0*&R&z0:3]1:[c&D2&v4&H1&0*&R&z1:4]:[n&D2&v3&H1&0*&R:5]:[c&D3&v4&H0&0*&R&z1:6](-[C&D2&v4&H2&0*&!R&z0:7]-[c&D3&v4&H0&0*&R&z1:8]2:[n&D2&v3&H1&0*&R:9]:[c&D3&v4&H0&0*&R&z1:10]:[c&D3&v4&H0&0*&R&z0:11]:[c&D3&v4&H0&0*&R&z0:12]:2):[c&D3&v4&H0&0*&R&z0:13]:1)>>[O&D0&v2&H2&0*&!R:2].[c&D3&v4&H0&0*&R&z0:12]1:[c&D3&v4&H0&0*&R&z1:8](:[n&D2&v3&H1&0*&R:9]:[c&D3&v4&H0&0*&R&z1:10]:[c&D3&v4&H0&0*&R&z0:11]:1)-[C&D2&v4&H2&0*&R&z0:7]-[c&D3&v4&H0&0*&R&z1:4]1:[n&D2&v3&H1&0*&R:5]:[c&D3&v4&H0&0*&R&z1:6](-[C&D2&v4&H2&0*&R&z0:1]):[c&D3&v4&H0&0*&R&z0:13]:[c&D3&v4&H0&0*&R&z0:3]:1,[204],[1]
275,[O&D0&v2&H2&0*&!R:1].[c&D3&v4&H0&0*&R&z0:2]1:[c&D3&v4&H0&0*&R&z1:3](:[n&D2&v3&H1&0*&R:4]:[c&D3&v4&H0&0*&R&z1:5]:[c&D3&v4&H0&0*&R&z0:6]:1)-[C&D2&v4&H2&0*&R&z0:7]-[c&D3&v4&H0&0*&R&z1:8]1:[n&D2&v3&H1&0*&R:9]:[c&D3&v4&H0&0*&R&z1:10](-[C&D2&v4&H2&0*&R&z0:11]):[c&D3&v4&H0&0*&R&z0:12]:[c&D3&v4&H0&0*&R&z0:13]:1>>([C&D2&v4&H2&0*&!R&z1:11]-[O&D1&v2&H1&0*&!R:1].[c&D3&v4&H0&0*&R&z0:13]1:[c&D2&v4&H1&0*&R&z1:8]:[n&D2&v3&H1&0*&R:9]:[c&D3&v4&H0&0*&R&z1:10](-[C&D2&v4&H2&0*&!R&z0:7]-[c&D3&v4&H0&0*&R&z1:3]2:[n&D2&v3&H1&0*&R:4]:[c&D3&v4&H0&0*&R&z1:5]:[c&D3&v4&H0&0*&R&z0:6]:[c&D3&v4&H0&0*&R&z0:2]:2):[c&D3&v4&H0&0*&R&z0:12]:1),[204],[1]
276,[O&D1&v2&H0&0*&!R:1]=[P&D4&v5&H0&0*&!R:2]-[O&D1&v2&H1&0*&!R:3].[O&D2&v2&H0&0*&!R:4]-[C&D3&v4&H1&0*&R&z2:5]-[O&D2&v2&H0&0*&R:6]>>[O&D1&v2&H0&0*&!R:1]=[P&D4&v5&H0&0*&!R:2]-[O&D2&v2&H0&0*&!R:3]-[C&D3&v4&H1&0*&R&z2:5]-[O&D2&v2&H0&0*&R:6].[O&D1&v2&H1&0*&!R:4],[205],[1]
277,[O&D1&v2&H0&0*&!R:1]=[P&D4&v5&H0&0*&!R:2]-[O&D2&v2&H0&0*&!R:3]-[C&D3&v4&H1&0*&R&z2:4]-[O&D2&v2&H0&0*&R:5].[O&D1&v2&H1&0*&!R:6]>>[O&D1&v2&H0&0*&!R:1]=[P&D4&v5&H0&0*&!R:2]-[O&D1&v2&H1&0*&!R:3].[O&D2&v2&H0&0*&!R:6]-[C&D3&v4&H1&0*&R&z2:4]-[O&D2&v2&H0&0*&R:5],[205],[1]
278,[*:1](~[O&D1&v2&H1&0*&!R:2])~[O&D1&v2&H1&0*&!R:3].[*:4](~[O&D1&v2&H1&0*&!R:5])~[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:7](-[O&D1&v2&H1&0*&!R:8])-[O&D2&v2&H0&0*&!R:9]-[P&D4&v5&H0&0*&!R:10]-[O&D1&v2&H1&0*&!R:11].[C&D1&v4&H3&0*&!R&z0:12]-[C&D3&v4&H0&0*&!R&z1:13](=[O&D1&v2&H0&0*&!R:14])~[*:15]~[O&D1&v2&H1&0*&!R:16]>>[*:4](~[O&D1&v2&H1&0*&!R:5])~[O&D1&v2&H1&0*&!R:6].[C&D1&v4&H2&0*&!R&z0:12]=[C&D3&v4&H0&0*&!R&z1:13](-[O&D2&v2&H0&0*&!R:14]-[P&D4&v5&H0&0*&!R:7](-[O&D1&v2&H1&0*&!R:8])-[O&D1&v2&H1&0*&!R:9])~[*:15]~[O&D1&v2&H1&0*&!R:16].[P&D4&v5&H0&0*&!R:10](-[O&D1&v2&H1&0*&!R:11])-[O&D2&v2&H0&0*&!R:3]~[*:1]~[O&D1&v2&H1&0*&!R:2],[207],[1]
279,[*:1](~[O&D1&v2&H1&0*&!R:2])~[O&D1&v2&H1&0*&!R:3].[C&D1&v4&H2&0*&!R&z0:4]=[C&D3&v4&H0&0*&!R&z1:5](-[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:7](-[O&D1&v2&H1&0*&!R:8])-[O&D1&v2&H1&0*&!R:9])~[*:10]~[O&D1&v2&H1&0*&!R:11].[P&D4&v5&H0&0*&!R:12](-[O&D1&v2&H1&0*&!R:13])-[O&D2&v2&H0&0*&!R:14]~[*:15]~[O&D1&v2&H1&0*&!R:16]>>[*:15](~[O&D1&v2&H1&0*&!R:16])~[O&D1&v2&H1&0*&!R:14].[*:1](~[O&D1&v2&H1&0*&!R:2])~[O&D2&v2&H0&0*&!R:3]-[P&D4&v5&H0&0*&!R:7](-[O&D1&v2&H1&0*&!R:8])-[O&D2&v2&H0&0*&!R:9]-[P&D4&v5&H0&0*&!R:12]-[O&D1&v2&H1&0*&!R:13].[C&D1&v4&H3&0*&!R&z0:4]-[C&D3&v4&H0&0*&!R&z1:5](=[O&D1&v2&H0&0*&!R:6])~[*:10]~[O&D1&v2&H1&0*&!R:11],[207],[1]
280,[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[*:4]~[O&D2&v2&H0&0*&!R:5]-[P&D4&v5&H0&0*&!R:6]-[O&D1&v2&H1&0*&!R:7].[O&D1&v2&H1&0*&!R:8]>>[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[*:4]~[O&D1&v2&H1&0*&!R:5].[O&D2&v2&H0&0*&!R:8]-[P&D4&v5&H0&0*&!R:6]-[O&D1&v2&H1&0*&!R:7],[209],[1]
281,[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[*:4]~[O&D1&v2&H1&0*&!R:5].[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:7]-[O&D1&v2&H1&0*&!R:8]>>[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[*:4]~[O&D2&v2&H0&0*&!R:5]-[P&D4&v5&H0&0*&!R:7]-[O&D1&v2&H1&0*&!R:8].[O&D1&v2&H1&0*&!R:6],[209],[1]
282,[C&D3&v4&H0&0*&!R&z1:1](=[O&D1&v2&H0&0*&!R:2])-[C&D3&v4&H0&0*&!R&z2:3]-[O&D1&v2&H1&0*&!R:4]>>[C&D2&v4&H1&0*&!R&z1:1]=[O&D1&v2&H0&0*&!R:2].[O&D1&v2&H0&0*&!R:4]=[C&D2&v4&H0&0*&!R&z2:3],[215],[1]
283,[C&D2&v4&H1&0*&!R&z1:1]=[O&D1&v2&H0&0*&!R:2].[O&D1&v2&H0&0*&!R:3]=[C&D2&v4&H0&0*&!R&z2:4]>>[C&D3&v4&H0&0*&!R&z1:1](=[O&D1&v2&H0&0*&!R:2])-[C&D3&v4&H0&0*&!R&z2:4]-[O&D1&v2&H1&0*&!R:3],[215],[1]
284,[C&D2&v4&H0&0*&!R&z2:1]=[O&D1&v2&H0&0*&!R:2].[O&D0&v2&H2&0*&!R:3]>>[C&D3&v4&H0&0*&!R&z3:1](-[O&D1&v2&H1&0*&!R:2])-[O&D1&v2&H1&0*&!R:3],[216],[1]
285,[C&D3&v4&H0&0*&!R&z3:1](-[O&D1&v2&H1&0*&!R:2])-[O&D1&v2&H1&0*&!R:3]>>[C&D2&v4&H0&0*&!R&z2:1]=[O&D1&v2&H0&0*&!R:2].[O&D0&v2&H2&0*&!R:3],[216],[1]
286,[C&D4&v4&H0&0*&!R&z1:1](-[O&D1&v2&H1&0*&!R:2])-[C&D2&v4&H0&0*&!R&z1:3]>>[C&D1&v4&H1&0*&!R&z1:3].[C&D3&v4&H0&0*&!R&z1:1]=[O&D1&v2&H0&0*&!R:2],[217],[1]
287,[C&D1&v4&H1&0*&!R&z1:1].[C&D3&v4&H0&0*&!R&z1:2]=[O&D1&v2&H0&0*&!R:3]>>[C&D4&v4&H0&0*&!R&z1:2](-[O&D1&v2&H1&0*&!R:3])-[C&D2&v4&H0&0*&!R&z1:1],[217],[1]
288,[O&D0&v2&H2&0*&!R:1].[O&D2&v2&H0&0*&!R:2]-[C&D3&v4&H0&0*&!R&z3:3]=[O&D1&v2&H0&0*&!R:4]>>[C&D3&v4&H0&0*&!R&z3:3](=[O&D1&v2&H0&0*&!R:4])-[O&D1&v2&H1&0*&!R:1].[O&D1&v2&H1&0*&!R:2],"[218, 407, 518, 520, 528, 529, 556, 631]","[1, 1, 1, 1, 1, 1, 1, 1]"
289,[C&D3&v4&H0&0*&!R&z3:1](=[O&D1&v2&H0&0*&!R:2])-[O&D1&v2&H1&0*&!R:3].[O&D1&v2&H1&0*&!R:4]>>[O&D0&v2&H2&0*&!R:3].[O&D2&v2&H0&0*&!R:4]-[C&D3&v4&H0&0*&!R&z3:1]=[O&D1&v2&H0&0*&!R:2],"[218, 407, 518, 520, 528, 529, 556, 631]","[1, 1, 1, 1, 1, 1, 1, 1]"
290,([O&D1&v2&H0&0*&!R:1]=[C&D2&v4&H1&0*&!R&z1:2].[O&D1&v2&H1&0*&!R:3]).[O&D1&v2&H0&0*&!R:4]=[C&D3&v4&H0&0*&!R&z1:5]-[C&D3&v4&H1&0*&!R&z1:6]-[O&D1&v2&H1&0*&!R:7]>>[O&D1&v2&H0&0*&!R:7]=[C&D2&v4&H1&0*&!R&z1:6].[O&D2&v2&H0&0*&R:3]-[C&D4&v4&H0&0*&R&z2:5](-[O&D1&v2&H1&0*&!R:4])-[C&D3&v4&H1&0*&R&z1:2]-[O&D1&v2&H1&0*&!R:1],[219],[1]
291,[O&D1&v2&H0&0*&!R:1]=[C&D2&v4&H1&0*&!R&z1:2].[O&D2&v2&H0&0*&R:3]-[C&D4&v4&H0&0*&R&z2:4](-[O&D1&v2&H1&0*&!R:5])-[C&D3&v4&H1&0*&R&z1:6]-[O&D1&v2&H1&0*&!R:7]>>([O&D1&v2&H0&0*&!R:7]=[C&D2&v4&H1&0*&!R&z1:6].[O&D1&v2&H1&0*&!R:3]).[O&D1&v2&H0&0*&!R:5]=[C&D3&v4&H0&0*&!R&z1:4]-[C&D3&v4&H1&0*&!R&z1:2]-[O&D1&v2&H1&0*&!R:1],[219],[1]
292,[C&D3&v4&H0&0*&!R&z2:1](-[O&D1&v2&H1&0*&!R:2])-[C&D3&v4&H0&0*&!R&z1:3]=[O&D1&v2&H0&0*&!R:4]>>[O&D1&v2&H0&0*&!R:2]=[C&D2&v4&H0&0*&!R&z2:1].[O&D1&v2&H0&0*&!R:4]=[C&D2&v4&H1&0*&!R&z1:3],"[220, 220, 220]","[2, 3, 1]"
293,[O&D1&v2&H0&0*&!R:1]=[C&D2&v4&H0&0*&!R&z2:2].[O&D1&v2&H0&0*&!R:3]=[C&D2&v4&H1&0*&!R&z1:4]>>[C&D3&v4&H0&0*&!R&z2:2](-[O&D1&v2&H1&0*&!R:1])-[C&D3&v4&H0&0*&!R&z1:4]=[O&D1&v2&H0&0*&!R:3],"[220, 220, 220]","[2, 3, 1]"
294,[O&D1&v2&H0&0*&!R:1]=[C&D3&v4&H0&0*&!R&z1:2]-[C&D3&v4&H1&0*&!R&z1:3]-[O&D1&v2&H1&0*&!R:4]>>[O&D1&v2&H0&0*&!R:1]=[C&D2&v4&H1&0*&!R&z1:2].[O&D1&v2&H0&0*&!R:4]=[C&D2&v4&H1&0*&!R&z1:3],[221],[1]
295,[O&D1&v2&H0&0*&!R:1]=[C&D2&v4&H1&0*&!R&z1:2].[O&D1&v2&H0&0*&!R:3]=[C&D2&v4&H1&0*&!R&z1:4]>>[O&D1&v2&H0&0*&!R:1]=[C&D3&v4&H0&0*&!R&z1:2]-[C&D3&v4&H1&0*&!R&z1:4]-[O&D1&v2&H1&0*&!R:3],[221],[1]
296,([O&D1&v2&H0&0*&!R:1]=[C&D2&v4&H1&0*&!R&z1:2].[O&D1&v2&H1&0*&!R:3]).[O&D1&v2&H0&0*&!R:4]=[C&D3&v4&H0&0*&!R&z1:5](-[C&D2&v4&H2&0*&!R&z1:6])~[*:7]~[*:8]~[*:9]~[O&D1&v2&H1&0*&!R:10]>>[O&D2&v2&H0&0*&R:3]-[C&D4&v4&H0&0*&R&z2:5](-[O&D1&v2&H1&0*&!R:4])(~[*:7]~[*:8]~[*:9]~[O&D1&v2&H1&0*&!R:10])-[C&D3&v4&H1&0*&R&z1:6]-[C&D3&v4&H1&0*&R&z1:2]-[O&D1&v2&H1&0*&!R:1],[222],[1]
297,[O&D2&v2&H0&0*&R:1]-[C&D4&v4&H0&0*&R&z2:2](-[O&D1&v2&H1&0*&!R:3])(~[*:4]~[*:5]~[*:6]~[O&D1&v2&H1&0*&!R:7])-[C&D3&v4&H1&0*&R&z1:8]-[C&D3&v4&H1&0*&R&z1:9]-[O&D1&v2&H1&0*&!R:10]>>([O&D1&v2&H0&0*&!R:10]=[C&D2&v4&H1&0*&!R&z1:9].[O&D1&v2&H1&0*&!R:1]).[O&D1&v2&H0&0*&!R:3]=[C&D3&v4&H0&0*&!R&z1:2](-[C&D2&v4&H2&0*&!R&z1:8])~[*:4]~[*:5]~[*:6]~[O&D1&v2&H1&0*&!R:7],[222],[1]
298,[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&0*&!R:5])~[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:7](-[O&D1&v2&H1&0*&!R:8])-[O&D1&v2&H1&0*&!R:9].[C&D1&v4&H3&0*&!R&z0:10]-[C&D3&v4&H0&0*&!R&z1:11]=[O&D1&v2&H0&0*&!R:12].[O&D1&v2&H0&0*&!R:13]=[C&D3&v4&H0&0*&!R&z3:14](-[O&D1&v2&H1&0*&!R:15])-[O&D1&v2&H1&0*&!R:16]>>[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&0*&!R:5])~[O&D1&v2&H1&0*&!R:6].[O&D1&v2&H0&0*&!R:15]=[C&D3&v4&H0&0*&!R&z2:14](-[O&D1&v2&H1&0*&!R:16])-[C&D2&v4&H2&0*&!R&z0:10]-[C&D3&v4&H0&0*&!R&z1:11]=[O&D1&v2&H0&0*&!R:12].[P&D4&v5&H0&0*&!R:7](-[O&D1&v2&H1&0*&!R:9])(-[O&D1&v2&H1&0*&!R:13])-[O&D1&v2&H1&0*&!R:8],[223],[2]
299,[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&0*&!R:5])~[O&D1&v2&H1&0*&!R:6].[O&D1&v2&H0&0*&!R:7]=[C&D3&v4&H0&0*&!R&z2:8](-[O&D1&v2&H1&0*&!R:9])-[C&D2&v4&H2&0*&!R&z0:10]-[C&D3&v4&H0&0*&!R&z1:11]=[O&D1&v2&H0&0*&!R:12].[P&D4&v5&H0&0*&!R:13](-[O&D1&v2&H1&0*&!R:14])(-[O&D1&v2&H1&0*&!R:15])-[O&D1&v2&H1&0*&!R:16]>>[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&0*&!R:5])~[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:13](-[O&D1&v2&H1&0*&!R:16])-[O&D1&v2&H1&0*&!R:14].[C&D1&v4&H3&0*&!R&z0:10]-[C&D3&v4&H0&0*&!R&z1:11]=[O&D1&v2&H0&0*&!R:12].[O&D1&v2&H0&0*&!R:15]=[C&D3&v4&H0&0*&!R&z3:8](-[O&D1&v2&H1&0*&!R:7])-[O&D1&v2&H1&0*&!R:9],[223],[2]
