id,smarts,levin_id
1727,[#7;a:5]:[c:4]1:[c:3]:[cH;D2;+0:2]:[cH;D2;+0:1]:[o;H0;D2;+0:6]:1>>C-C(-C)(-O)-[CH;D3;+0:1]1-[CH2;D2;+0:2]-[c:3]:[c:4](:[#7;a:5])-[O;H0;D2;+0:6]-1,972815d26dd6ecf8d55fdddd7f316e4b
1728,[#7;a:1]:[c:2]:[c;H0;D3;+0:3](-[O;H0;D2;+0]-[C;H3;D1;+0]):[c;H0;D3;+0:4](:[c:5])-[O;H0;D2;+0]-[C;H3;D1;+0]>>[#7;a:1]:[c:2]:[cH;D2;+0:3]:[cH;D2;+0:4]:[c:5],9c985ffb5e3ac99fc5340d869cb513c6
1729,[OH;D1;+0:2]-[CH;D3;+0:10]1-[C:6]-[C:7]-[N;H0;D3;+0:8]2-[CH2;D2;+0:1]-[c:3]:[c:4]-[N;H0;D2;+0:5]=[C;H0;D3;+0:9]-1-2>>O=[C;H0;D3;+0:1](-[OH;D1;+0:2])-[c:3]:[c:4]-[NH2;D1;+0:5].[C:6]1-[C:7]-[N;H0;D2;+0:8]=[CH;D2;+0:9]-[CH2;D2;+0:10]-1,beae5ccb92d089e2ff1ccbc44825eefd
1730,[#7;a:1]:[c;H0;D3;+0:2]1:[c:3]:[cH;D2;+0:4]:[cH;D2;+0:5]:[n;H0;D2;+0:6]:[c;H0;D3;+0]:1-[C;H3;D1;+0]>>[#7;a:1]:[cH;D2;+0:2]:[c:3]-[CH2;D2;+0:4]-[CH2;D2;+0:5]-[NH2;D1;+0:6],1e866ab7402695be888cb58e9e48996c
1731,[#7;a:1]:[c;H0;D3;+0:2](:[c:3])-[CH;D3;+0](-[C;H3;D1;+0])-[NH;D2;+0:5]-[C:4]>>[#7;a:1]:[cH;D2;+0:2]:[c:3].[C:4]-[NH2;D1;+0:5],68b9c4c2e30dbed82ce03de6293f2a27
1732,[C:1]-[N;H0;D2;+0:2]=[C;H0;D3;+0](-[C;H3;D1;+0])-[c;H0;D3;+0:8](:[c:9]):[#7;a:7]:[c:6]:[c:5]:[c;H0;D3;+0:4](:[c:3])-[O;H0;D2;+0]-[C;H3;D1;+0]>>[C:1]-[NH2;D1;+0:2].[c:3]:[cH;D2;+0:4]:[c:5]:[c:6]:[#7;a:7]:[cH;D2;+0:8]:[c:9],d319247d8931c2ce691edc3689adaaee
1733,[#7;a:1]:[c:2]1:[c:3]:[cH;D2;+0:4]:[cH;D2;+0:5]:[n;H0;D2;+0:6]:[c;H0;D3;+0:7]:1-[C;D1;H3:8]>>[#7;a:1]:[c:2]1:[c:3]-[CH2;D2;+0:4]-[CH2;D2;+0:5]-[N;H0;D2;+0:6]=[C;H0;D3;+0:7]-1-[C;D1;H3:8],dc75f3dc9dec4a84218ee6147abb6e0b
1734,[#7;a:1]:[c:2]-[CH;D3;+0:3](-[C;D1;H3:4])-[NH;D2;+0:5]-[C:6]>>[#7;a:1]:[c:2]-[C;H0;D3;+0:3](-[C;D1;H3:4])=[N;H0;D2;+0:5]-[C:6],a213910ccbaf3faad92e03da8d39f3ea
1735,[#7;a:13]:[c;H0;D3;+0:12]1:[c:11]-[C:10]-[n;H0;D3;+0:9]2:[c;H0;D3;+0:14]-1:[cH;D2;+0:15]:[c;H0;D3;+0:16]1:[c;H0;D3;+0:6](:[c;H0;D3;+0:7]:2=[O;D1;H0:8])-[CH2;D2;+0:5]-[#8:4]-[C;H0;D3;+0:3](=[O;H0;D1;+0:2])-[C;H0;D4;+0:17]-1(-[OH;D1;+0:1])-[CH2;D2;+0:18]-[CH3;D1;+0:19]>>O-[CH]1-[CH](-O)-[CH](-C-[OH;D1;+0:1])-O-[CH](-[O;H0;D2;+0:2]-[CH;D3;+0:3]2-[#8:4]-[CH;D2;+0:5]=[C;H0;D3;+0:6]3-[C;H0;D3;+0:7](=[O;D1;H0:8])-[N;H0;D3;+0:9]4-[C:10]-[c:11]:[c;H0;D3;+0:12](:[#7;a:13])-[CH;D3;+0:14]-4-[CH2;D2;+0:15]-[CH;D3;+0:16]-3-[CH;D3;+0:17]-2-[CH;D2;+0:18]=[CH2;D1;+0:19])-[CH]-1-O,5969cfdf9466d4d46af0a15b10b01e0b
1736,[#7:1]-[CH;D3;+0:2](-[C:3])-[CH;D3;+0:4](-[OH;D1;+0:5])-[c:6]>>[#7:1]-[CH;D3;+0:2](-[C:3])-[C;H0;D3;+0:4](=[O;H0;D1;+0:5])-[c:6],1b846ca6ebf9ba8d6af0c076d6a5ade6
1737,[#7:1]-[CH;D3;+0:2](-[C:3])-[CH;D3;+0:4](-[OH;D1;+0:5])-[c:6]>>[#7:1]-[CH;D3;+0:2](-[C:3])-[C;H0;D3;+0:4](=[O;H0;D1;+0:5])-[c:6],ba20ce0eaa9497812f3aa29a215deebd
1738,[C:7]=[C:6]1-[C:8](=[O;D1;H0:9])-[#8:10]-[CH2;D2;+0:11]-[CH;D2;+0:1]=[C;H0;D3;+0:2]-1-[C:3]-[C:4]=[C;D1;H2:5]>>O=C-[CH2;D2;+0:1]-[CH;D3;+0:2](-[C:3]-[C:4]=[C;D1;H2:5])-[C:6](=[C:7])-[C:8](=[O;D1;H0:9])-[#8:10]-[CH3;D1;+0:11],e0575946f73de7f7a8efcd5de4cc2d6d
1739,[C;D1;H3:4]-[CH;D3;+0:3]1-[C:5]-[C:6]-[c;H0;D3;+0:7]2:[c;H0;D3;+0:2]-1:[cH;D2;+0:1]:[n;H0;D2;+0]:[cH;D2;+0:10]:[c;H0;D3;+0:8]:2-[C;D1;H3:9]>>O-[CH2;D2;+0:1][CH;D2;+0:2]=[C;H0;D3;+0:3]([C;D1;H3:4])-[C:5]-[C:6]-[CH;D2;+0:7]=[C;H0;D3;+0:8](-[C;D1;H3:9])-[CH3;D1;+0:10],622f8deec2325dc9b474aa4b066cf472
1740,[C:10]-[CH;D3;+0:9]1-[C:8]-[C:7]-[CH;D3;+0:6]2-[C:5]-[C:4]-[CH;D3;+0:2](-[C;D1;H3:3])-[CH2;D2;+0:1]-[N;H0;D3;+0]-1-2>>O-[CH2;D2;+0:1]-[CH;D3;+0:2](-[C;D1;H3:3])-[C:4]-[C:5]-[CH2;D2;+0:6]-[C:7]-[C:8]-[CH2;D2;+0:9]-[C:10],033a8ed5f3b7c9d0ccd47341595f921d
1741,[C:5]-[C;H0;D3;+0:4](-[C:3]-[C:2]-[CH3;D1;+0:1])=[N;H0;D2;+0]-[CH2;D2;+0:7]-[C:6]>>O-[C;H0;D3;+0:1](=O)-[C:2]-[C:3]-[CH2;D2;+0:4]-[C:5].[C:6]-[CH3;D1;+0:7],14b1dca1b2ce88ed74b2791854b012e7
1742,[#7:1]-[CH;D3;+0:2](-[C:3])-[CH;D3;+0:4](-[OH;D1;+0:5])-[c:6]>>[#7:1]-[CH;D3;+0:2](-[C:3])-[C;H0;D3;+0:4](=[O;H0;D1;+0:5])-[c:6],af526cff986497413b9fe16b0791f62a
1743,[#7:1]-[CH;D3;+0:2](-[C:3])-[CH;D3;+0:4](-[OH;D1;+0:5])-[c:6]>>[#7:1]-[CH;D3;+0:2](-[C:3])-[C;H0;D3;+0:4](=[O;H0;D1;+0:5])-[c:6],952dfc20428ef3922a3f510800f095d5
1744,[#7:1]-[C:2]-[CH;D3;+0:3](-[OH;D1;+0:4])-[c:5]>>[#7:1]-[C:2]-[C;H0;D3;+0:3](=[O;H0;D1;+0:4])-[c:5],9f45b87e9f9dab9ad73cfd03f386ef7a
1745,[#8:2]-[P;H0;D4;+0:1](-[#8:3])(-[#8:4])=[O;H0;D1;+0]>>S=[P;H0;D4;+0:1](-[#8:2])(-[#8:3])-[#8:4],7e0a42e668d8cc1588d066357c15507f
1746,[#8:1]-[C:2]-[CH2;D2;+0:3]-[C;H0;D3;+0:4](=[O;H0;D1;+0:5])-[C:6]=[O;D1;H0:7]>>[#8:1]-[C:2]-[CH;D2;+0:3]=[C;H0;D3;+0:4](-[OH;D1;+0:5])-[C:6]=[O;D1;H0:7],9209adfb9a1573e2419e18cc93f25bf3
1747,[CH3;D1;+0:1]-[C;H0;D3;+0:9]1=[CH;D2;+0:10]-[C;H0;D3;+0:11](=[O;H0;D1;+0:12])-[c:5](:[c:4]:[cH;D2;+0:2]:[c:3]):[c:6]-[C;H0;D3;+0:7]-1=[O;H0;D1;+0:8]>>O-[C;H0;D3;+0:1](=O)-[c;H0;D3;+0:2](:[c:3]):[c:4]:[c:5]1:[c:6]:[c;H0;D3;+0:7](-[OH;D1;+0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[c;H0;D3;+0:11]:1-[OH;D1;+0:12],981560a626245a6b36cee0bdc1e3f467
1748,[C:1][CH;D2;+0:2]=[N;H0;D2;+0:3][O;D1;H1:4]>>[C:1]-[CH2;D2;+0:2]-[NH;D2;+0:3]-[O;D1;H1:4],a7f5db4fe7983f27d3af9b523674cc37
1749,[C:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3]>>[C:1][CH;D2;+0:2]=N[OH;D1;+0:3],3d5baf5cfe3b82b937a0d69913c9ee4c
1750,[C:1]=[N+;H0;D3:2]([O-;H0;D1:3])-[O;H1;D1;+0]>>[C:1]=[N;H0;D2;+0:2][OH;D1;+0:3],b531bfcbbbdc507dccb0c3fb1b08101e
1751,[C:5]-[S;H0;D2;+0:6][C;H0;D3;+0:3](-[C:4])=[N;H0;D2;+0:1][OH;D1;+0:2]>>O[N+;H0;D3:1](-[O-;H0;D1:2])=[CH;D2;+0:3][C:4].[C:5]-[SH;D1;+0:6],e031addde1f0a17edb41fa1b1c159704
1752,[O;H0;D1;+0]=[C;H0;D3;+0](-[O;H1;D1;+0])-[C;H2;D2;+0]-[c;H0;D3;+0:4]1:[c:5]:[#7;a:1]:[c:2]:[c:3]:1>>[#7;a:1]1:[c:2]:[c:3]:[cH;D2;+0:4]:[c:5]:1,713fe8adf1550fa38afa0c9aa8d6d7d1
1753,[C:3]-[CH;D2;+0:2]=[N;H0;D2;+0:4]-[OH;D1;+0:1]>>O=C(-[OH;D1;+0:1])-[CH;D3;+0:2](-[C:3])-[NH2;D1;+0:4],a32bdbb352c2527f8e35d971cb085f0b
1754,[N;D1;H2:3]-[CH;D3;+0:2](-[CH2;D2;+0:1]-[S;H0;D4;+0](=[O;H0;D1;+0])(=[O;H0;D1;+0])-[O;H1;D1;+0])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6]>>[CH2;D1;+0:1]=[C;H0;D3;+0:2](-[N;D1;H2:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6],cee031bc9c94bcc6a442c82f79b291e6
1755,[C:1][C:2](-[C;D1;H3:3])=[C:4][CH2;D2;+0:5]-[C;H2;D2;+0][C;H0;D3;+0](-[C;H3;D1;+0])=[C;H1;D2;+0][C;H2;D2;+0]-[O;H0;D2;+0:11]-[P;H0;D4;+0:9](=[O;H0;D1;+0:12])(-[OH;D1;+0:10])-[#8:8]-[#15:7]-[OH;D1;+0:6]>>[C:1][C:2](-[C;D1;H3:3])=[C:4][CH2;D2;+0:5]-[O;H0;D2;+0:6]-[#15:7]-[#8:8]-[P;H0;D4;+0:9](=[O;H0;D1;+0:10])(-[OH;D1;+0:11])-[OH;D1;+0:12],71332436d60acdfa4bb10b62295564c4
1756,[NH2;D1;+0:1]-[c;H0;D3;+0:2]1:[cH;D2;+0:3]:[c;H0;D3;+0:4]2:[n;H0;D2;+0:9]:[c;H0;D3;+0:10]3:[cH;D2;+0:11]:[cH;D2;+0:12]:[cH;D2;+0:13]:[cH;D2;+0:14]:[c;H0;D3;+0:15]:3:[o;H0;D2;+0:16]:[c;H0;D3;+0:5]-2:[cH;D2;+0:6]:[c;H0;D3;+0:7]:1=[O;D1;H0:8]>>[NH;D1;+0:1]=[C;H0;D3;+0:2]1-[CH;D2;+0:3]=[CH;D2;+0:4]-[CH;D2;+0:5]=[CH;D2;+0:6]-[C;H0;D3;+0:7]-1=[O;D1;H0:8].[NH;D1;+0:9]=[C;H0;D3;+0:10]1-[CH;D2;+0:11]=[CH;D2;+0:12]-[CH;D2;+0:13]=[CH;D2;+0:14]-[C;H0;D3;+0:15]-1=[O;H0;D1;+0:16],e8521e075b393d2e9b486e09bdda3ac6
1757,[O;D1;H0:5]=[C:4](-[O;D1;H1:6])[CH;D2;+0:1]=[CH;D2;+0:2][c:3]>>O-[CH;D3;+0:1](-[CH2;D2;+0:2]-[c:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6],2db5bffc0be5ca2af0dac90e92f78315
1758,[C;H3;D1;+0]-[C;H0;D3;+0:8]1=[C:7]-[C:5](=[O;D1;H0:6])-[C:4]=[C:3]-[C:2]-1=[O;D1;H0:1]>>[O;D1;H0:1]=[C:2]1-[C:3]=[C:4]-[C:5](=[O;D1;H0:6])-[C:7]=[CH;D2;+0:8]-1,554544848d3f644d00a09de26a7eabba
1759,[C:1]-[CH;D3;+0:2](-[OH;D1;+0:3])-[CH2;D2;+0:4]-[C;H0;D3;+0:5](=[O;H0;D1;+0:6])-[CH2;D2;+0:7]-[CH2;D2;+0:8]-[c:9]>>[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[OH;D1;+0:6])[CH;D2;+0:7]=[CH;D2;+0:8][c:9],a4ab4a01dd1abc952d8589bbce7af8fc
1760,[C:1]-[CH;D3;+0:2](-[OH;D1;+0:3])-[CH2;D2;+0:4]-[C;H0;D3;+0:5](=[O;H0;D1;+0:6])-[CH2;D2;+0:7]-[CH2;D2;+0:8]-[c:9]>>[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[OH;D1;+0:6])[CH;D2;+0:7]=[CH;D2;+0:8][c:9],1a9a525e573d957eb3d8dbdf32595b88
1761,[C;H3;D1;+0]-[O;H0;D2;+0]-[c;H0;D3;+0:2](:[c:1]):[c:3]>>[c:1]:[cH;D2;+0:2]:[c:3],faff7dbbd37a446d0d4ce166bf3d727d
1762,[C:1]-[NH;D2;+0:2]-[C;H0;D3;+0:6]1=[C:5]-[CH;D3;+0:4](-[OH;D1;+0:3])-[CH;D3;+0:9](-[OH;D1;+0:10])-[C:8]=[C:7]-1>>[C:1]-[NH2;D1;+0:2].[O;H0;D1;+0:3]=[C;H0;D3;+0:4]1-[C:5]=[CH;D2;+0:6]-[C:7]=[C:8]-[C;H0;D3;+0:9]-1=[O;H0;D1;+0:10],1d5fea26542c838fb67cc877ebe271de
1763,[C:4][C:3](-[C:5])=[C:2][CH;D2;+0:1]=[N+;H0;D3:10]1[C:11]-[C:12]-[c;H0;D3;+0:13]2:[cH;D2;+0:14]:[c;H0;D3;+0:15](-[O;D1;H1:16]):[c;H0;D3;+0:7](-[O;D1;H1:6]):[cH;D2;+0:8]:[c;H0;D3;+0:9]:2-1>>O=[CH;D2;+0:1][C:2]=[C:3]([C:4])-[C:5].[O;D1;H1:6]-[CH;D3;+0:7]1-[CH;D2;+0:8]=[C;H0;D3;+0:9]2-[NH;D2;+0:10]-[C:11]-[C:12]-[C;H0;D3;+0:13]-2=[CH;D2;+0:14]-[CH;D3;+0:15]-1-[O;D1;H1:16],c8ca98eb4984f962ec0fd91e06aef149
1764,[C:1]=[#7:2]-[CH;D3;+0:3]1-[CH;D3;+0:12](-[O;D1;H1:13])-[C;H0;D3;+0:10](=[O;H0;D1;+0:11])-[CH;D3;+0:8](-[O;D1;H1:9])-[CH;D3;+0:6](-[O;D1;H1:7])-[CH;D3;+0:4]-1-[O;D1;H1:5]>>[C:1]=[#7:2]-[CH;D3;+0:3]1-[CH;D3;+0:4](-[O;D1;H1:5])-[CH;D3;+0:6](-[O;D1;H1:7])-[CH;D3;+0:8](-[O;D1;H1:9])-[CH;D3;+0:10](-[OH;D1;+0:11])-[CH;D3;+0:12]-1-[O;D1;H1:13],c1c0c4e674553c0f053255a30d00e8e1
1765,[C:1]-[CH;D3;+0:2](-[O;H1;D1;+0])-[C:3](=[O;D1;H0:4])-[O;D1;H1:5]>>[C:1]-[CH2;D2;+0:2]-[C:3](=[O;D1;H0:4])-[O;D1;H1:5],3457c518c57b78bf84570b72bf04541c
1766,[#15:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3]>>[#15:1]-[CH2;D2;+0:2]-[OH;D1;+0:3],5556b161d2c794185ab0ee6f346331fd
1767,[#15:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[O;H1;D1;+0]>>[#15:1]-[CH;D2;+0:2]=[O;D1;H0:3],5626b944debe5726418b73665b7af833
1768,[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[NH;D2;+0:11]-[C:10]-[C;H0;D3;+0:8](=[O;D1;H0:9])-[NH;D2;+0:12]-[C:13]-[C:14](=[O;D1;H0:15])-[O;D1;H1:16].[C:4]-[PH;D3;+0:5](=[O;D1;H0:6])-[O;D1;H1:7]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[P+;H0;D3:5](=[O;D1;H0:6])-[O;D1;H1:7].O-[C;H0;D3;+0:8](=[O;D1;H0:9])-[C:10]-[NH2;D1;+0:11].[NH2;D1;+0:12]-[C:13]-[C:14](=[O;D1;H0:15])-[O;D1;H1:16],64d9d2e5c0dec9a2a1d4558f2a6059b7
1769,[C:2]-[CH2;D2;+0:1]-[C;H0;D3;+0:4](=[O;H0;D1;+0:3])-[C:5](=[O;D1;H0:6])-[O;D1;H1:7]>>O-C(=O)-[C;H0;D4;+0:1](-[C:2])(-[OH;D1;+0:3])-[CH2;D2;+0:4]-[C:5](=[O;D1;H0:6])-[O;D1;H1:7],df43fbaf67c5cd8b37eac626ec945938
1770,[C:4]-[CH2;D2;+0:3]-[N;H0;D3;+0](-[OH;D1;+0:5])-[C;H0;D3;+0:1](-[C;H3;D1;+0])=[O;D1;H0:2]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C;H0;D3;+0:3](-[C:4])=[O;H0;D1;+0:5],6cf783a2c39b10d5c2d9b7668c238ced
1771,[#8:1]-[C:2]-[CH;D3;+0:3](-[OH;D1;+0:4])-[C:5]=[O;D1;H0:6]>>[#8:1]-[C:2]-[C;H0;D3;+0:3](=[O;H0;D1;+0:4])-[C:5]=[O;D1;H0:6],78b0f07ea2d11cf45bd2a97e54902f38
1772,[C:2]-[CH;D3;+0:1](-[C:3])-[N;H2;D1;+0]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3],9a182abd3b298bfa9815b9ad158211ef
1773,[C:1]-[N;H0;D3;+0:2](-[C;H3;D1;+0])-[C;H3;D1;+0]>>[C:1]-[NH2;D1;+0:2],0e23029c58e54d9703e6ba2e3cb40f7a
1774,[C:1]-[CH;D3;+0:2](-[OH;D1;+0:3])-[O;H0;D2;+0:5]-[C:4]>>[C:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3].[C:4]-[OH;D1;+0:5],d124c0604d8698b5c61f2f06666e1c45
1775,[C;H3;D1;+0]-[O;H0;D2;+0:1]-[c:2].[C;H3;D1;+0]-[O;H0;D2;+0:3]-[c:4].[C;H3;D1;+0]-[O;H0;D2;+0:5]-[c:6]>>[OH;D1;+0:1]-[c:2].[OH;D1;+0:3]-[c:4].[OH;D1;+0:5]-[c:6],04db1aad065555483a2edd3a5f8b09c4
1776,[O;H1;D1;+0]-[c;H0;D3;+0:2](:[c:1]):[c:3].[O;H1;D1;+0]-[c;H0;D3;+0:5](:[c:4]):[c:6].[O;H1;D1;+0]-[c;H0;D3;+0:8](:[c:7]):[c:9]>>[c:1]:[cH;D2;+0:2]:[c:3].[c:4]:[cH;D2;+0:5]:[c:6].[c:7]:[cH;D2;+0:8]:[c:9],a34ff0344d01d74ff3c298e2001f5487
1777,[C:1][C:2](-[C:3])=[C:4][O;H0;D2;+0:5]-[CH;D3;+0]1-[C;H1;D2;+0]=[C;H0;D3;+0](-[C;H3;D1;+0])-[C;H0;D3;+0](=[O;H0;D1;+0])-[O;H0;D2;+0]-1>>[C:1][C:2](-[C:3])=[C:4][OH;D1;+0:5],d86575ec70e03c15b4e3c1aebc3e6f02
1778,[C:2]-[C;H0;D3;+0:1](-[C:3])=[O;H0;D1;+0:4]>>O-C-C(=O)-[C;H0;D4;+0:1](-[C:2])(-[C:3])-[OH;D1;+0:4],fdae5429954a9336043e900fa67965ad
1779,[C:1]=[C:2]-[C:3]-[CH;D3;+0:4](-[O;H1;D1;+0])-[C:5](=[C:6])-[C:7]=[O;D1;H0:8]>>[C:1]=[C:2]-[C:3]-[CH2;D2;+0:4]-[C:5](=[C:6])-[C:7]=[O;D1;H0:8],82b3aab4d352688cac1b6c9c4f80346d
1780,[C:1]-[C:2]1=[C:4]-[CH;D3;+0:5](-[c:6])-[O;H0;D2;+0]-[CH2;D2;+0:3]-1>>[C:1][C:2](-[CH3;D1;+0:3])=[C:4][CH2;D2;+0:5]-[c:6],430114f9662dc68b0794511cafc6682a
1781,[#8:1]-[C:2](-[C:3]=[C:4])-[C;H0;D3;+0:5]1=[CH;D2;+0:6]-[C;H0;D3;+0:7](=[O;H0;D1;+0:8])-[CH;D2;+0:9]=[CH;D2;+0:10]-[C;H0;D3;+0:11]-1=[O;H0;D1;+0:12]>>[#8:1]-[C:2](-[C:3]=[C:4])-[c;H0;D3;+0:5]1:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[OH;D1;+0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[c;H0;D3;+0:11]:1-[OH;D1;+0:12],4d53d4e0514aea0ac2718472cc45fc98
1782,[#7:3]=[C:2]-[CH2;D2;+0:1]-[C:4]=[C:5]>>O-C(=O)-[CH;D3;+0:1](-[C:2]=[#7:3])-[C:4]=[C:5],9ca5dd9197f7f60b775ad32621d9e732
1783,[C:1]-[CH2;D2;+0:2]-[NH;D2;+0:3]-[C:4]>>[C:1]-[CH;D2;+0:2]=[N;H0;D2;+0:3]-[C:4],82bcffdb110d40af7f8ed53f397738ec
1784,[O;D1;H0:1]=[C;H0;D2;+0:2]=[O;H0;D1;+0:3]>>[O;D1;H0:1]=[CH;D2;+0:2]-[OH;D1;+0:3],e014d92e89bfffa50c4ae104663c0633
1785,[C:4]-[CH;D3;+0:3](-[O;D1;H1:5])-[C;H0;D3;+0:1](-[O;D1;H1:2])=[O;H0;D1;+0:6]>>O-[CH]1-[CH;D3;+0:1](-[O;D1;H1:2])-[C;H0;D4;+0:3](-[C:4])(-[O;D1;H1:5])-[O;H0;D2;+0:6]-[CH]-1-C-O-P(-O)(-O)=O,9cf52b59c2f2a4486f924721fd3576a7
1786,[O;H1;D1;+0]-[CH;D3;+0:2](-[c:1])-[c:3]>>[c:1]-[CH2;D2;+0:2]-[c:3],d5d4df51beff411bbd1f1f07cb8c331e
1787,[O;D1;H0:1]=[C;H0;D3;+0:2](-[c:3])-[O;H0;D2;+0]-[c;H0;D3;+0:4](:[c:5]):[c:6]>>[O;D1;H0:1]=[C;H0;D3;+0:2](-[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6],90061fd8d6adf41561a250a06202fb5f
1788,[Cl;D1;H0:1]-[C;H0;D3;+0:2]1=[C;H0;D3;+0:3](-[Cl;D1;H0:4])-[CH;D3;+0:5](-[O;H1;D1;+0])-[CH;D3;+0:6](-[O;H1;D1;+0])-[C;H0;D3;+0:7](-[Cl;D1;H0:8])=[C;H0;D3;+0:9]-1-[Cl;D1;H0:10]>>[Cl;D1;H0:1]-[c;H0;D3;+0:2]1:[c;H0;D3;+0:3](-[Cl;D1;H0:4]):[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[Cl;D1;H0:8]):[c;H0;D3;+0:9]:1-[Cl;D1;H0:10],29be10f0775fadc8f822472459152e7b
1789,[Cl;D1;H0:1]-[c;H0;D3;+0:2]1:[c;H0;D3;+0:3](-[Cl;D1;H0:4]):[c;H0;D3;+0:5](-[Cl;D1;H0:6]):[c;H0;D3;+0:7](-[Cl;D1;H0:8]):[c;H0;D3;+0:9](-[O;D1;H1:10]):[c;H0;D3;+0:11]:1-[O;D1;H1:12]>>[Cl;D1;H0:1]-[C;H0;D3;+0:2]1=[C;H0;D3;+0:3](-[Cl;D1;H0:4])-[C;H0;D3;+0:5](-[Cl;D1;H0:6])=[C;H0;D3;+0:7](-[Cl;D1;H0:8])-[CH;D3;+0:9](-[O;D1;H1:10])-[CH;D3;+0:11]-1-[O;D1;H1:12],510802c7408ffc81adf468c230c4b4b3
1790,[Cl;D1;H0:1]-[CH;D3;+0:2](-[C:3](=[O;D1;H0:4])-[O;D1;H1:5])-[C;H0;D3;+0:6](=[O;H0;D1;+0])[C:7]=[C:8][C:9](=[O;D1;H0:10])-[OH;D1;+0:11]>>[Cl;D1;H0:1][C;H0;D3;+0:2](-[C:3](=[O;D1;H0:4])-[O;D1;H1:5])=[C;H0;D3;+0:6]1[C:7]=[C:8]-[C:9](=[O;D1;H0:10])-[O;H0;D2;+0:11]-1,613dc20334fa4ddc0b5c1de78767cc0d
1791,[O;D1;H0:2]=[C;H0;D2;+0:1]=[O;H0;D1;+0:3]>>Cl-C(-C-[C;H0;D3;+0:1](=[O;D1;H0:2])-[OH;D1;+0:3])-C(=O)-C(-Cl)-C(-O)=O,a852c9cf7375e894f5f0d4e06dac9d75
1792,[Cl;D1;H0:4]-[CH;D3;+0:3](-[Cl;D1;H0:5])-[C;H0;D3;+0:1](=[O;H0;D1;+0])-[OH;D1;+0:2]>>Cl-[CH;D3;+0:1]1-[O;H0;D2;+0:2]-[C;H0;D4;+0:3]-1(-[Cl;D1;H0:4])-[Cl;D1;H0:5],e80a022f87fc10cd13c6f00a6c448849
1793,[O;H0;D1;+0]=[CH;D2;+0:1]-[C;H0;D3;+0:3](=[O;H0;D1;+0])-[OH;D1;+0:2]>>Cl-[CH;D3;+0:1]1-[O;H0;D2;+0:2]-[C;H0;D4;+0:3]-1(-Cl)-Cl,0bc6fe4d385b79d2ab27ad0a921d2244
1794,[O;H0;D1;+0]=[CH;D2;+0:1]-[OH;D1;+0:2]>>Cl-[CH;D3;+0:1]1-[O;H0;D2;+0:2]-C-1(-Cl)-Cl,1f1fec0121642cd2b2b32c2a4c148f0f
1795,[C:2]-[CH2;D2;+0:1]-[S;H1;D1;+0]>>O=[CH;D2;+0:1]-[C:2],4baa81b997281084a28e3763bc1786e5
1796,[O;D1;H0:2]=[C;H0;D2;+0:1]=[O;H0;D1;+0:3]>>Cl-C(-Cl)(-Cl)-[C;H0;D3;+0:1](=[O;D1;H0:2])-[OH;D1;+0:3],adeeb2c11315fa80f7f20f9443dd4c7c
1797,[O;H1;D1;+0]-[CH;D3;+0:5]1-[CH;D2;+0:4]=[CH;D2;+0:3]-[c:2]:[c:1]-[CH;D3;+0:6]-1-[O;H1;D1;+0]>>[c:1]1:[c:2]:[cH;D2;+0:3]:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:1,b8730e1ed8b8eebc32da1ff4f51c0abe
1798,[O;H1;D1;+0]-[CH;D3;+0:3](-[c:4])-[CH;D3;+0:2](-[O;H1;D1;+0])-[c:1]>>[c:1]:[cH;D2;+0:2]:[cH;D2;+0:3]:[c:4],3f7852a158829df3d600458c10477bae
1799,[O;D1;H1:1]-[c;H0;D3;+0:2](:[c:3]):[c;H0;D3;+0:4](-[O;D1;H1:5]):[c:6]>>[O;D1;H1:1]-[CH;D3;+0:2](-[c:3])-[CH;D3;+0:4](-[O;D1;H1:5])-[c:6],386a5d12b56b2163b801eadebb162472
