id,smarts,levin_id
4622,[C;H3;D1;+0]-[S;H0;D2;+0:3]-[C:2]#[N;D1;H0:1]>>[N;D1;H0:1]#[C:2]-[SH;D1;+0:3],443ba802f56cb812135182eba19b44a3
4623,[O;H1;D1;+0]-[c;H0;D3;+0:2](:[c:1]):[c;H0;D3;+0:3](-[O;H1;D1;+0]):[c;H0;D3;+0:8](:[c:9])-[c;H0;D3;+0:6](:[c:7]):[c:5]-[OH;D1;+0:4]>>[c:1]:[cH;D2;+0:2]:[c;H0;D3;+0:3]1:[o;H0;D2;+0:4]:[c:5]:[c;H0;D3;+0:6](:[c:7]):[c;H0;D3;+0:8]:1:[c:9],ef163df8029d55d080c2fdb9504215fd
4624,[O;H1;D1;+0]-[c;H0;D3;+0:3](:[c;H0;D3;+0:2](-[O;H1;D1;+0]):[c:1]):[c;H0;D3;+0:8](:[c:9])-[c;H0;D3;+0:6](:[c:7]):[c:5]-[OH;D1;+0:4]>>[c:1]:[cH;D2;+0:2]:[c;H0;D3;+0:3]1:[o;H0;D2;+0:4]:[c:5]:[c;H0;D3;+0:6](:[c:7]):[c;H0;D3;+0:8]:1:[c:9],efcaf8d37383725f60bb3f7c9e8c8f8e
4625,[#7:5]-[c:4]:[nH;D2;+0:3]:[c;H0;D3;+0:1](:[#7;a:2])=[O;H0;D1;+0]>>N-[c;H0;D3;+0:1](:[#7;a:2]):[n;H0;D2;+0:3]:[c:4]-[#7:5],b1a590a328cf2025410ba800636d8e4c
4626,[C;H3;D1;+0]-[CH;D3;+0:2](-[C:3]=[O;D1;H0:4])-[C;H0;D3;+0:1](=[O;H0;D1;+0])-[O;H1;D1;+0]>>[CH2;D1;+0:1]=[CH;D2;+0:2]-[C:3]=[O;D1;H0:4],61ee36d38aaf999e2aed7bfc36b457fa
4627,[C:1][C:2](-[C;D1;H3:3])=[C:4][CH;D2;+0:5]=[CH;D2;+0:6][C:7](-[C;D1;H3:8])=[C:9][C:10]=[C:11][C:12]=[C:13](-[C;D1;H3:14])[CH;D2;+0:15]=[CH;D2;+0:16][C:17]=[C:18](-[C;D1;H3:19])[CH;D2;+0:20]=[CH;D2;+0:21][C:22]=[C:23]>>[C:1][C:2](-[C;D1;H3:3])=[C:4][CH2;D2;+0:5]-[CH2;D2;+0:6][C:7](-[C;D1;H3:8])=[C:9][C:10]=[C:11][C:12]=[C:13]([C;D1;H3:14])-[CH2;D2;+0:15]-[CH2;D2;+0:16][C:17]=[C:18]([C;D1;H3:19])-[CH2;D2;+0:20]-[CH2;D2;+0:21]-[C:22]=[C:23],8738611c806057bb0b5011fdb0a9ae4a
4628,[C:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[CH;D3;+0:5](-[N;D1;H2:4])-[CH;D3;+0:6](-[O;D1;H1:7])-[OH;D1;+0:8]>>[C:1]-[CH;D2;+0:2]=[O;D1;H0:3].[N;D1;H2:4]-[CH2;D2;+0:5]-[C;H0;D3;+0:6](-[O;D1;H1:7])=[O;H0;D1;+0:8],c565b808f73eaf7b197ee2b6681364bc
4629,[C:1]-[CH;D3;+0:2]([CH;D2;+0:3]=[CH;D2;+0:4][C:5]=[C:6][C:7])-[O;H0;D2;+0]-[O;H1;D1;+0]>>[C:1][CH;D2;+0:2]=[CH;D2;+0:3][CH2;D2;+0:4][C:5]=[C:6][C:7],190b527960e8d4e721f248d6b1c18931
4630,[C:1][C:2]=[C:3][CH;D3;+0:4]1-[C;H0;D3;+0:5](-[C;D1;H3:6])=[CH;D2;+0:7]-[C:8]-[CH2;D2;+0:9]-[C;H0;D4;+0:10]-1(-[C;D1;H3:11])-[C;D1;H3:12]>>[C:1][C:2]=[C:3][CH;D2;+0:4]=[C;H0;D3;+0:5]([C;D1;H3:6])-[CH2;D2;+0:7]-[C:8]-[CH;D2;+0:9]=[C;H0;D3;+0:10](-[C;D1;H3:11])-[C;D1;H3:12],1b2654a9aee054eb6624fb8628b02240
4631,[C;D1;H3:1]-[CH;D3;+0:2](-[CH2;D2;+0:3]-[C;H0;D3;+0:4](-[O;D1;H1:5])=[O;H0;D1;+0])-[C;H0;D3;+0:7](=[O;H0;D1;+0:6])-[C:8]-[C:9](=[O;D1;H0:10])-[O;D1;H1:11]>>[C;D1;H3:1]-[c;H0;D3;+0:2]1:[cH;D2;+0:3]:[c;H0;D3;+0:4](-[O;D1;H1:5]):[o;H0;D2;+0:6]:[c;H0;D3;+0:7]:1-[C:8]-[C:9](=[O;D1;H0:10])-[O;D1;H1:11],ad2f3c85e6f974cd1b9cc8729e84a033
4632,[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[C;D1;H3:3])-[CH2;D2;+0:4]-[O;H0;D2;+0]-1>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4],867cc7b9f9cff8ed19c95b7744bd6ff4
4633,[N;D1;H2:1]-[CH;D3;+0:2](-[CH;D2;+0:3]=[O;H0;D1;+0:4])-[CH;D3;+0:5](-[O;D1;H1:6])-[OH;D1;+0:7]>>[N;D1;H2:1]-[CH;D3;+0:2](-[CH2;D2;+0:3]-[OH;D1;+0:4])-[C;H0;D3;+0:5](-[O;D1;H1:6])=[O;H0;D1;+0:7],9f0c772e7ef7a3bfb2dcf55c6ca69328
4634,[#8:1]-[PH;D4;+0:2](=[O;D1;H0:3])(=[O;H0;D1;+0:4])-[#8:5]-[PH;D4;+0:6](=[O;D1;H0:7])(=[O;H0;D1;+0:8])-[#8:9]-[CH;D3;+0:10]1-[#8:11]-[CH;D3;+0:12](-[C;D1;H3:13])-[CH;D3;+0:14](-[OH;D1;+0:15])-[CH;D3;+0:16](-[O;D1;H1:17])-[C;H0;D3;+0:18]-1=[O;H0;D1;+0:19]>>[#8:1]-[P;H0;D4;+0:2](=[O;D1;H0:3])(-[OH;D1;+0:4])-[#8:5]-[P;H0;D4;+0:6](=[O;D1;H0:7])(-[OH;D1;+0:8])-[#8:9]-[CH;D3;+0:10]1-[#8:11]-[CH;D3;+0:12](-[C;D1;H3:13])-[C;H0;D3;+0:14](=[O;H0;D1;+0:15])-[CH;D3;+0:16](-[O;D1;H1:17])-[CH;D3;+0:18]-1-[OH;D1;+0:19],3fa59e8564bf50bb3deb853916fd8cc7
4635,[C:1]=[C:2]-[CH;D3;+0:3](-[O;H1;D1;+0])-[CH2;D2;+0:4]-[C:5]=[O;D1;H0:6]>>[C:1]=[C:2][CH;D2;+0:3]=[CH;D2;+0:4][C:5]=[O;D1;H0:6],47a5bca252fd00c27d5a8f87398ceb65
4636,[Cl;D1;H0:1]-[C;H0;D3;+0:2](=[CH;D2;+0:3][C;H0;D3;+0:4](-[O;D1;H1:5])=[O;H0;D1;+0])[CH;D2;+0:10]=[C;H0;D3;+0:8]([Cl;D1;H0:9])-[C;H0;D3;+0:6](-[O;D1;H1:7])=[O;H0;D1;+0]>>[Cl;D1;H0:1]-[c;H0;D3;+0:2]1:[cH;D2;+0:3]:[c;H0;D3;+0:4](-[O;D1;H1:5]):[c;H0;D3;+0:6](-[O;D1;H1:7]):[c;H0;D3;+0:8](-[Cl;D1;H0:9]):[cH;D2;+0:10]:1,340548fcf161cde6c2ca0c731d12630f
4637,[O;D1;H1:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0])-[c:3]:[o;H0;D2;+0:4]:[c;H0;D3;+0:5](=[O;H0;D1;+0:6]):[c:7]>>[O;D1;H1:1]-[c;H0;D3;+0:2](:[c:3]-[OH;D1;+0:4]):[c;H0;D3;+0:5](-[OH;D1;+0:6]):[c:7],da4732945a144490385605a9760aebab
4638,[C;D1;H3:4]-[C;H0;D4;+0:3]1(-[CH3;D1;+0:2])-[CH;D3;+0:9]2-[C:8]=[C:7]-[C:6]-[CH;D3;+0:5]-1-[CH2;D2;+0:1]-2>>O-P(-O)(=O)-O-P(-O)(=O)-O-[CH2;D2;+0:1][CH;D2;+0:2]=[C;H0;D3;+0:3]([C;D1;H3:4])-[CH2;D2;+0:5]-[C:6]-[C:7]=[C:8]-[CH3;D1;+0:9],2befd419e1b2a6a7598097773e9d018c
4639,[C:1][C:2]=[C:3][CH2;D2;+0:4]-[C;H0;D3;+0:5](=[O;H0;D1;+0:6])-[C:7](=[O;D1;H0:8])-[O;D1;H1:9]>>[C:1][C:2]=[C:3][CH;D2;+0:4]=[C;H0;D3;+0:5]([OH;D1;+0:6])-[C:7](=[O;D1;H0:8])-[O;D1;H1:9],fd125cf7df84bab78ef7173a198526a2
4640,[C:1]=[C:2][C:3]-[O;H0;D2;+0:4]-[P;H0;D4;+0](=[O;H0;D1;+0])(-[O;H1;D1;+0])-[O;H1;D1;+0]>>[C:1]=[C:2][C:3]-[OH;D1;+0:4],145800d71e22749948820ea8ee551ba4
4641,[C;D1;H3:1]-[C:2]1=[C:3]-[CH;D3;+0:4](-[c:5])-[CH;D3;+0:8](-[C;H0;D3;+0:9](-[C;D1;H3:10])=[CH2;D1;+0:11])-[C:7]-[C:6]-1>>[C;D1;H3:1][C:2](=[C:3][CH2;D2;+0:4]-[c:5])-[C:6]-[C:7]-[CH;D2;+0:8]=[C;H0;D3;+0:9](-[C;D1;H3:10])-[CH3;D1;+0:11],5decfe87c924dd8d4e70c5ba35442d2b
4642,[NH2;D1;+0:9]-[C;H0;D3;+0:2](=[O;D1;H0:1])-[NH;D2;+0:3]-[C;H0;D3;+0:4](=[O;D1;H0:5])-[NH;D2;+0:6]-[C;H0;D3;+0:7](=[O;D1;H0:8])-[O;H1;D1;+0]>>[O;D1;H0:1]=[c;H0;D3;+0:2]1:[nH;D2;+0:3]:[c;H0;D3;+0:4](=[O;D1;H0:5]):[nH;D2;+0:6]:[c;H0;D3;+0:7](=[O;D1;H0:8]):[nH;D2;+0:9]:1,5a70e8d13c3b10fe9a047aad7851a8cd
4643,[CH3;D1;+0:1]-[CH;D3;+0:2]1-[#8:3]-[C:4]=[C:5]-[C:6]-1=[O;D1;H0:7]>>[CH2;D1;+0:1]=[C;H0;D3;+0:2]1-[#8:3]-[C:4]=[C:5]-[C:6]-1=[O;D1;H0:7],94609c306c9ee6f526cb07bd1ce2595f
4644,[C:1]-[CH;D3;+0:2](-[C;H0;D3;+0:3](=[O;H0;D1;+0])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6])-[CH;D3;+0:7](-[O;D1;H1:8])-[OH;D1;+0:9]>>[C:1][C;H0;D3;+0:2](=[CH;D2;+0:3][C:4](=[O;D1;H0:5])-[O;D1;H1:6])-[C;H0;D3;+0:7](-[O;D1;H1:8])=[O;H0;D1;+0:9],e06daa71361aa255d8f18144a7236041
4645,[C;H3;D1;+0]-[N;H0;D3;+0:1](-[C;H3;D1;+0])-[C:2]-[C:3](=[O;D1;H0:4])-[O;D1;H1:5]>>[NH2;D1;+0:1]-[C:2]-[C:3](=[O;D1;H0:4])-[O;D1;H1:5],5d5230b788584eed9f9a3af8681c6ae1
4646,[C;D1;H2:1]=[C:2]-[CH2;D2;+0:3]-[C;H0;D3;+0:4](=[O;H0;D1;+0:5])-[C:6](=[O;D1;H0:7])-[O;D1;H1:8]>>[C;D1;H2:1]=[C:2][CH;D2;+0:3]=[C;H0;D3;+0:4]([OH;D1;+0:5])-[C:6](=[O;D1;H0:7])-[O;D1;H1:8],520cb905687005139ea614133f388069
4647,[C:1]-[CH;D3;+0:2](-[#8:3]-[#15:4]-[OH;D1;+0:5])-[CH;D3;+0:6](-[C:7])-[O;H1;D1;+0]>>[C:1]-[CH;D3;+0:2]1-[#8:3]-[#15:4]-[O;H0;D2;+0:5]-[CH;D3;+0:6]-1-[C:7],64267337a3ca71c5fe025e98eae8e9e8
4648,[C;H3;D1;+0]-[O;H0;D2;+0:1]-[C;H0;D3;+0:2](=[S;H0;D1;+0:3])-[c:4]>>[O;H0;D1;+0:1]=[C;H0;D3;+0:2](-[SH;D1;+0:3])-[c:4],62690be274a35982508b39651c3cab04
4649,[#8:2]-[CH;D3;+0:1](-[C:3])-[O;H0;D2;+0:5]-[C:4]>>O-P(-O)(=O)-O-[CH;D3;+0:1](-[#8:2])-[C:3].[C:4]-[OH;D1;+0:5],c6701bce5311b4995fb6d6c2e1b02f8b
4650,[C:1]=[C:2][C:3]-[CH2;D2;+0:4]-[CH;D3;+0:7]1-[C:6](=[CH2;D1;+0:5])-[C:8]-[C:9]-[CH;D3;+0:10](-[OH;D1;+0:11])-[C;H0;D4;+0:12]-1(-[C;D1;H3:13])-[C;D1;H3:14]>>[C:1]=[C:2][C:3]-[CH2;D2;+0:4][CH;D2;+0:5]=[C:6]([CH3;D1;+0:7])-[C:8]-[C:9]-[CH;D3;+0:10]1-[O;H0;D2;+0:11]-[C;H0;D4;+0:12]-1(-[C;D1;H3:13])-[C;D1;H3:14],155b0dbea518cfc6b3f559d75397a785
4651,[O;H0;D1;+0:4]=[CH;D2;+0:3]-[CH2;D2;+0:2]-[c:1]>>[c:1]-[CH;D3;+0:2]1-[CH2;D2;+0:3]-[O;H0;D2;+0:4]-1,823be5b70a89dde0baa1e372217305c2
4652,[#8:1]-[C:2]-[CH;D3;+0:3](-[OH;D1;+0:4])-[CH;D3;+0:5](-[C:6])-[O;D1;H1:7]>>[#8:1]-[C:2]-[C;H0;D3;+0:3](=[O;H0;D1;+0:4])-[CH;D3;+0:5](-[C:6])-[O;D1;H1:7],787c2709759b22632c3eccefd0f1718a
4653,[C:1][C:2]=[C:3][CH;D3;+0:4](-[OH;D1;+0:8])-[CH;D3;+0:5]1-[C:6]-[O;H0;D2;+0:7]-1>>[C:1][C:2]=[C:3][CH;D2;+0:4]=[CH;D2;+0:5][C:6]-[O;H0;D2;+0:7]-[OH;D1;+0:8],a80257d26e8ea0b1ac4a3b876f3cca52
4654,[C;D1;H3:2]-[CH2;D2;+0:1]-[CH;D2;+0:3]=[O;H0;D1;+0:4]>>O-[CH;D3;+0:1](-[C;D1;H3:2])-[CH2;D2;+0:3]-[OH;D1;+0:4],54aec861b2e66ff0c70ddecf84f5805e
4655,[CH3;D1;+0:1]-[C;H0;D4;+0:2](-[O;H1;D1;+0])(-[C:3]-[C:4]=[O;D1;H0:5])-[C:6](=[O;D1;H0:7])-[O;D1;H1:8]>>[CH2;D1;+0:1]=[C;H0;D3;+0:2](-[C:3]-[C:4]=[O;D1;H0:5])-[C:6](=[O;D1;H0:7])-[O;D1;H1:8],4a62e268d4059f4b9467f55aea8f83fb
4656,[NH2;D1;+0:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0])-[c:3]1:[c:4]:[#7;a:5]:[c:6]2:[#7;a:7]:[c:8]:[nH;D2;+0:9]:[c;H0;D3;+0:10](=[NH;D1;+0:11]):[c:12]:1:2>>[N;H0;D1;+0:1]#[C;H0;D2;+0:2]-[c:3]1:[c:4]:[#7;a:5]:[c:6]2:[#7;a:7]:[c:8]:[n;H0;D2;+0:9]:[c;H0;D3;+0:10](-[NH2;D1;+0:11]):[c:12]:1:2,c19f8cd7d9b1932d4dfdab9adccd8a66
4657,[C:4]-[C;H0;D3;+0:3](=[NH;D1;+0:5])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:6]-[CH;D3;+0:7](-[CH2;D2;+0:8]-[CH2;D2;+0:9]-[C:10]-[PH;D4;+0:11](=[O;D1;H0:12])(-[O;D1;H1:13])=[O;H0;D1;+0:14])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[CH;D3;+0:3](-[C:4])-[NH2;D1;+0:5].[NH2;D1;+0:6]-[CH;D3;+0:7]([CH;D2;+0:8]=[CH;D2;+0:9][C:10]-[P;H0;D4;+0:11](=[O;D1;H0:12])(-[O;D1;H1:13])-[OH;D1;+0:14])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17],8e8e4961639f61406b7864a63f7dcda6
4658,[C;D1;H3:1]-[N;H0;D3;+0:2]1-[CH2;D2;+0:9]-[c:8]:[c;H0;D3;+0:6](:[c:7])-[c;H0;D3;+0:4](:[c:5]):[c:3]-1>>[C;D1;H3:1]-[n+;H0;D3:2]1:[c:3]:[c;H0;D3;+0:4](:[c:5]):[c;H0;D3;+0:6](:[c:7]):[c:8]:[cH;D2;+0:9]:1,22209af44e98986336c5abfcc04a8e98
4659,[C;D1;H3:4]-[C:5](=[O;D1;H0:6])-[CH2;D2;+0:7]-[CH;D3;+0:8](-[c:9])-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>O-C(=O)-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[C;D1;H3:4]-[C:5](=[O;D1;H0:6])[CH;D2;+0:7]=[CH;D2;+0:8][c:9],e047afbea13781e459e05cbc91a9adce
4660,[C:4]-[CH;D3;+0:5](-[CH2;D2;+0:6]-[C:7](-[C;D1;H3:8])=[O;D1;H0:9])-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>O-C(=O)-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[C:4][CH;D2;+0:5]=[CH;D2;+0:6][C:7](-[C;D1;H3:8])=[O;D1;H0:9],176834da4502ee47856a6d86782591d9
4661,[#8:1]-[C:2](=[O;D1;H0:3])-[CH;D3;+0:4](-[c:5])-[C;H0;D4;+0:7](-[C;D1;H3:6])(-[OH;D1;+0:8])-[C:9]-[C:10]=[O;D1;H0:11]>>[#8:1]-[C:2](=[O;D1;H0:3])-[CH2;D2;+0:4]-[c:5].[C;D1;H3:6]-[C;H0;D3;+0:7](=[O;H0;D1;+0:8])-[C:9]-[C:10]=[O;D1;H0:11],e5aeb452c41bb18d698d11a6c453f9ac
4662,[C;D1;H3:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[CH;D3;+0:7](-[c:8])-[CH2;D2;+0:6]-[C:5]=[O;D1;H0:4]>>O-C(=O)-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[O;D1;H0:4]=[C:5][CH;D2;+0:6]=[CH;D2;+0:7][c:8],ea579fa7e970135adee7bceaaf5f88b0
4663,[#7:1]-[C:2](=[O;D1;H0:3])-[C:4]1-[C:5]-[C;H0;D4;+0:6]2(-[C;H0;D4;+0](-[C;H3;D1;+0])(-[C;H3;D1;+0])-[C;H1;D2;+0]=[C;H2;D1;+0])-[c:7]:[c:8]-[NH;D2;+0:9]-[CH;D3;+0:10]-2-[N;H0;D3;+0:11]-1-[C:12]=[O;D1;H0:13]>>[#7:1]-[C:2](=[O;D1;H0:3])-[C:4](-[C:5]-[c;H0;D3;+0:6]1:[c:7]:[c:8]:[nH;D2;+0:9]:[cH;D2;+0:10]:1)-[NH;D2;+0:11]-[C:12]=[O;D1;H0:13],e5bf0aec44fd6eb2427d1de0f526e05a
4664,[#16:8]-[CH;D2;+0:7]=[CH;D2;+0:6]-[CH;D3;+0:1](-[C:2]-[C:3](=[O;D1;H0:4])-[O;D1;H1:5])-[C:9](=[O;D1;H0:10])-[O;D1;H1:11]>>O-[C;H0;D4;+0:1](-[C:2]-[C:3](=[O;D1;H0:4])-[O;D1;H1:5])(-[CH2;D2;+0:6]-[CH2;D2;+0:7]-[#16:8])-[C:9](=[O;D1;H0:10])-[O;D1;H1:11],489b8dd0a52ce018c86d50a651ea5845
4665,[#16:9]-[CH;D2;+0:8]=[CH;D2;+0:7]-[C:6]-[CH;D3;+0:1](-[C:2]-[C:3](=[O;D1;H0:4])-[O;D1;H1:5])-[C:10](=[O;D1;H0:11])-[O;D1;H1:12]>>O-[C;H0;D4;+0:1](-[C:2]-[C:3](=[O;D1;H0:4])-[O;D1;H1:5])(-[C:6]-[CH2;D2;+0:7]-[CH2;D2;+0:8]-[#16:9])-[C:10](=[O;D1;H0:11])-[O;D1;H1:12],f5e8a982eaee4473daba670bb0dceead
4666,[C:15]-[CH;D3;+0:14]1-[CH;D3;+0:12](-[C:13])-[C;H0;D4;+0:10](-[C:11])(-[CH3;D1;+0:6])-[C:9]-[C:8]-[CH;D3;+0:7]-1-[C;H0;D4;+0:3]1(-[CH3;D1;+0:1])-[C:4]-[CH2;D2;+0:5]-[C;H0;D3;+0:16](=[O;H0;D1;+0:2])-[C:17]-[CH2;D2;+0:18]-1>>O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH;D3;+0:3]1-[C:4]-[C;H0;D4;+0:5](-[CH3;D1;+0:6])(-[CH;D3;+0:7]2-[C:8]-[C:9]-[CH;D3;+0:10](-[C:11])-[CH;D3;+0:12](-[C:13])-[CH;D3;+0:14]-2-[C:15])-[CH2;D2;+0:16]-[C:17]-[CH;D3;+0:18]-1-O,6abb5f92d385f47f3ddf5e2a32ecb978
4667,[#7;a:1]:[c:2]-[CH;D2;+0:3]=[C;H0;D3;+0:4]1-[N;H0;D2;+0:5]=[C;H0;D3;+0:6](-[C:7]=[C:8])-[C;H0;D3;+0:9](-[C:10]=[C;D1;H2:11])=[C;H0;D3;+0:12]-1-[C;D1;H3:13]>>[#7;a:1]:[c:2]-[CH2;D2;+0:3]-[c;H0;D3;+0:4]1:[nH;D2;+0:5]:[c;H0;D3;+0:6](-[C:7]=[C:8]):[c;H0;D3;+0:9](-[C:10]=[C;D1;H2:11]):[c;H0;D3;+0:12]:1-[C;D1;H3:13],ef5e1bdd088a24d5d982578595bd7fb3
4668,[C;D1;H3:1]-[CH2;D2;+0:2]-[C:4]-[C:5]=[O;D1;H0:6].[C;H3;D1;+0]-[C;H0;D3;+0](-[CH3;D1;+0:3])=[C;H1;D2;+0]-[C;H2;D2;+0]-[c;H0;D3;+0:8](:[c:7]):[c:9]>>[C;D1;H3:1]-[CH;D3;+0:2](-[CH3;D1;+0:3])-[C:4]-[C:5]=[O;D1;H0:6].[c:7]:[cH;D2;+0:8]:[c:9],8fe7e67257cc884c7a732f18f87195b3
4669,[C;D1;H3:1]-[CH;D3;+0:2](-[C;H3;D1;+0])-[C:3]-[C:4]=[O;D1;H0:5].[C;H3;D1;+0]-[C;H0;D3;+0](-[C;H3;D1;+0])=[C;H1;D2;+0]-[C;H2;D2;+0]-[c;H0;D3;+0:7](:[c:6]):[c:8]>>[C;D1;H3:1]-[CH2;D2;+0:2]-[C:3]-[C:4]=[O;D1;H0:5].[c:6]:[cH;D2;+0:7]:[c:8],76817ba601050b841fd2dd68aa7c8eda
4670,[c:2]:[cH;D2;+0:1]:[c:3]>>N-C(-C-C-C(=O)-N-C(-C-S-[c;H0;D3;+0:1](:[c:2]):[c:3])-C(=O)-N-C-C(-O)=O)-C(-O)=O,3db295d446ff64e89f6990c22c3a27d1
4671,[C:1]-[CH;D3;+0:2](-[C:3])-[CH3;D1;+0:4]>>[C:1]-[C;H0;D3;+0:2](-[C:3])=[CH2;D1;+0:4],b6f13e61ec48f1a3436f550b98b5e4a9
4672,[C:1]-[C;H0;D4;+0:2](-[CH3;D1;+0:5])(-[O;D1;H1:3])-[CH2;D2;+0:4]-[OH;D1;+0:6]>>[C:1]-[CH;D3;+0:2](-[O;D1;H1:3])-[C;H0;D3;+0:4](-[CH3;D1;+0:5])=[O;H0;D1;+0:6],a0a2b970666da483944a518e443522ee
4673,[OH;D1;+0:1]-[c:2]>>C-[O;H0;D2;+0:1]-[c:2],c11dbf440d2e73a73293e1875c2ee134
4674,[C:1]-[CH2;D2;+0:2]-[N;H0;D2;+0:10]=[C:9]-[NH;D2;+0:8]-[O;H1;D1;+0].[NH2;D1;+0:3]-[C:4]-[C:5](=[O;D1;H0:6])-[O;D1;H1:7]>>[C:1]-[CH;D2;+0:2]=[N;H0;D2;+0:3]-[C:4]-[C:5](=[O;D1;H0:6])-[O;D1;H1:7].[NH2;D1;+0:8]-[C:9]=[NH;D1;+0:10],36c3762796c1e878708b2e63d9e4ceac
4675,[O;D1;H0:12]=[C:11](-[O;D1;H1:13])-[C;H0;D3;+0:4](=[CH;D2;+0:5][C;H0;D3;+0:6](=[O;H0;D1;+0:7])-[C:8](=[O;D1;H0:9])-[O;D1;H1:10])[CH;D2;+0:3]=[CH;D2;+0:1][O;D1;H1:2]>>O=[C;H0;D3;+0:1](-[O;D1;H1:2])[CH;D2;+0:3]=[C;H0;D3;+0:4]([CH;D2;+0:5]=[C;H0;D3;+0:6]([OH;D1;+0:7])-[C:8](=[O;D1;H0:9])-[O;D1;H1:10])-[C:11](=[O;D1;H0:12])-[O;D1;H1:13],a1eb6d24a4216f8e9a54069614a751cb
4676,[C;D1;H3:1]-[Se;H0;D3;+0:2](=[O;H0;D1;+0])-[O;H1;D1;+0]>>[C;D1;H3:1]-[SeH;D1;+0:2],bfe69fe80172d6fab75b593ea91ba0c5
4677,[C:1]-[CH2;D2;+0:2]-[CH2;D2;+0:3]-[C:4]>>[C:1][CH;D2;+0:2]=[CH;D2;+0:3][C:4],9ddf4c3521804c0c8b37800139d9e362
4678,[O;H0;D1;+0]=[C;H0;D3;+0](-[OH;D1;+0:1])-[c;H0;D3;+0:2](:[c:3]):[c:4]>>[OH;D1;+0:1]-[c;H0;D3;+0:2](:[c:3]):[c:4],64909f422d08c7150f74e2deda6957fd
4679,[#8:4]-[C;H0;D3;+0:5](=[CH;D2;+0:9]-[CH;D3;+0:11](-[C:12])-[O;D1;H1:13])-[C:6](=[O;D1;H0:7])-[O;D1;H1:8].[#8:2]-[CH;D3;+0:1](-[C:3])-[C;H2;D2;+0]-[OH;D1;+0:10]>>O-S(=O)(=O)-O-[CH;D3;+0:1](-[#8:2])-[C:3].[#8:4]-[CH;D3;+0:5](-[C:6](=[O;D1;H0:7])-[O;D1;H1:8])-[CH;D3;+0:9](-[OH;D1;+0:10])-[CH;D3;+0:11](-[C:12])-[O;D1;H1:13],4258acbfcfc5f7851a7ff66c888460b5
4680,[C:2]-[CH;D2;+0:1]=[N;H0;D2;+0:3]-[C:4]-[C:5](=[O;D1;H0:6])-[O;D1;H1:7]>>O-[C;H0;D3;+0:1](=O)-[C:2].[NH2;D1;+0:3]-[C:4]-[C:5](=[O;D1;H0:6])-[O;D1;H1:7],5f69b578438baa91585f7c1ed96da482
4681,[NH2;D1;+0:1]-[CH;D3;+0:4](-[CH2;D2;+0:2]-[c:3])-[C:5](=[O;D1;H0:6])-[O;D1;H1:7]>>[NH2;D1;+0:1]-[CH;D3;+0:2](-[c:3])-[CH2;D2;+0:4]-[C:5](=[O;D1;H0:6])-[O;D1;H1:7],e12dd7c8d4305612b01bf14408187711
4682,[O;D1;H0:8]=[C:7][CH;D2;+0:6]=[C:5][c:4]:[c:3]:[cH;D2;+0:1]:[c:2].[OH;D1;+0:9]-[c:10]>>O-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4][C:5]=[C;H0;D3;+0:6]([C:7]=[O;D1;H0:8])-[O;H0;D2;+0:9]-[c:10],6950e84ebd41a6adbb2bdf56cb05778a
4683,[C;D1;H3:1]-[CH;D2;+0:2]=[CH2;D1;+0:3]>>[C;D1;H3:1]-[CH;D3;+0:2]1-O-[CH2;D2;+0:3]-1,e66ef8263d736ac6c2d2b9a8ef3c7b51
4684,[CH3;D1;+0:1]-[c:2]>>O-[CH2;D2;+0:1]-[c:2],c489f3d5a4ee4ac18e308f12b80483a2
4685,[O;D1;H0:8]=[C:7](-[O;D1;H1:9])-[C:5](=[O;D1;H0:6])-[CH2;D2;+0:4]-[S;H0;D3;+0:1](=[O;D1;H0:2])-[O;D1;H1:3]>>O-[S;H0;D3;+0:1](=[O;D1;H0:2])-[O;D1;H1:3].[CH3;D1;+0:4]-[C:5](=[O;D1;H0:6])-[C:7](=[O;D1;H0:8])-[O;D1;H1:9],eca8db1c128f7d964547a17502ad50c2
