id,smarts,entry_id,mechanism_id
92,[C&D2&v4&H2&+0&!R&z1:1]-[O&D1&v2&H1&+0&!R:2].[O&D0&v2&H2&+0&!R:3].[c&D3&v4&H0&+0&R&z0:4]1:[c&D2&v4&H1&+0&R&z0:5]:[c&D2&v4&H1&+0&R&z0:6]:[c&D2&v4&H1&+0&R&z1:7]:[n&D3&v4&H0&+&R:8]:[c&D2&v4&H1&+0&R&z1:9]:1.[c&D3&v4&H0&+0&R&z0:10]1:[c&D2&v4&H1&+0&R&z0:11]:[c&D2&v4&H1&+0&R&z0:12]:[c&D2&v4&H1&+0&R&z1:13]:[n&D3&v4&H0&+&R:14]:[c&D2&v4&H1&+0&R&z1:15]:1>>[C&D3&v4&H0&+0&R&z0:4]1=[C&D2&v4&H1&+0&R&z1:9]-[N&D3&v3&H0&+0&R:8]-[C&D2&v4&H1&+0&R&z1:7]=[C&D2&v4&H1&+0&R&z0:6]-[C&D2&v4&H2&+0&R&z0:5]-1.[C&D3&v4&H0&+0&R&z0:10]1=[C&D2&v4&H1&+0&R&z1:15]-[N&D3&v3&H0&+0&R:14]-[C&D2&v4&H1&+0&R&z1:13]=[C&D2&v4&H1&+0&R&z0:12]-[C&D2&v4&H2&+0&R&z0:11]-1.[O&D1&v2&H0&+0&!R:2]=[C&D3&v4&H0&+0&!R&z2:1]-[O&D1&v2&H1&+0&!R:3],"[92, 92]","[2, 1]"
93,[C&D3&v4&H0&+0&R&z0:1]1=[C&D2&v4&H1&+0&R&z1:2]-[N&D3&v3&H0&+0&R:3]-[C&D2&v4&H1&+0&R&z1:4]=[C&D2&v4&H1&+0&R&z0:5]-[C&D2&v4&H2&+0&R&z0:6]-1.[C&D3&v4&H0&+0&R&z0:7]1=[C&D2&v4&H1&+0&R&z1:8]-[N&D3&v3&H0&+0&R:9]-[C&D2&v4&H1&+0&R&z1:10]=[C&D2&v4&H1&+0&R&z0:11]-[C&D2&v4&H2&+0&R&z0:12]-1.[O&D1&v2&H0&+0&!R:13]=[C&D3&v4&H0&+0&!R&z2:14]-[O&D1&v2&H1&+0&!R:15]>>[C&D2&v4&H2&+0&!R&z1:14]-[O&D1&v2&H1&+0&!R:13].[O&D0&v2&H2&+0&!R:15].[c&D3&v4&H0&+0&R&z0:1]1:[c&D2&v4&H1&+0&R&z0:6]:[c&D2&v4&H1&+0&R&z0:5]:[c&D2&v4&H1&+0&R&z1:4]:[n&D3&v4&H0&+&R:3]:[c&D2&v4&H1&+0&R&z1:2]:1.[c&D3&v4&H0&+0&R&z0:7]1:[c&D2&v4&H1&+0&R&z0:12]:[c&D2&v4&H1&+0&R&z0:11]:[c&D2&v4&H1&+0&R&z1:10]:[n&D3&v4&H0&+&R:9]:[c&D2&v4&H1&+0&R&z1:8]:1,"[92, 92]","[2, 1]"
94,[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[S&D2&v2&H0&+0&!R:3].[C&D3&v4&H0&+0&R&z0:4]1=[C&D2&v4&H1&+0&R&z1:5]-[N&D3&v3&H0&+0&R:6]-[C&D2&v4&H1&+0&R&z1:7]=[C&D2&v4&H1&+0&R&z0:8]-[C&D2&v4&H2&+0&R&z0:9]-1.[C&D3&v4&H0&+0&R&z0:10]1=[C&D2&v4&H1&+0&R&z1:11]-[N&D3&v3&H0&+0&R:12]-[C&D2&v4&H1&+0&R&z1:13]=[C&D2&v4&H1&+0&R&z0:14]-[C&D2&v4&H2&+0&R&z0:15]-1>>[C&D2&v4&H2&+0&!R&z1:1]-[O&D1&v2&H1&+0&!R:2].[S&D1&v2&H1&+0&!R:3].[c&D3&v4&H0&+0&R&z0:4]1:[c&D2&v4&H1&+0&R&z0:9]:[c&D2&v4&H1&+0&R&z0:8]:[c&D2&v4&H1&+0&R&z1:7]:[n&D3&v4&H0&+&R:6]:[c&D2&v4&H1&+0&R&z1:5]:1.[c&D3&v4&H0&+0&R&z0:10]1:[c&D2&v4&H1&+0&R&z0:15]:[c&D2&v4&H1&+0&R&z0:14]:[c&D2&v4&H1&+0&R&z1:13]:[n&D3&v4&H0&+&R:12]:[c&D2&v4&H1&+0&R&z1:11]:1,"[93, 93, 93]","[3, 2, 1]"
95,[C&D2&v4&H2&+0&!R&z1:1]-[O&D1&v2&H1&+0&!R:2].[S&D1&v2&H1&+0&!R:3].[c&D3&v4&H0&+0&R&z0:4]1:[c&D2&v4&H1&+0&R&z0:5]:[c&D2&v4&H1&+0&R&z0:6]:[c&D2&v4&H1&+0&R&z1:7]:[n&D3&v4&H0&+&R:8]:[c&D2&v4&H1&+0&R&z1:9]:1.[c&D3&v4&H0&+0&R&z0:10]1:[c&D2&v4&H1&+0&R&z0:11]:[c&D2&v4&H1&+0&R&z0:12]:[c&D2&v4&H1&+0&R&z1:13]:[n&D3&v4&H0&+&R:14]:[c&D2&v4&H1&+0&R&z1:15]:1>>[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[S&D2&v2&H0&+0&!R:3].[C&D3&v4&H0&+0&R&z0:4]1=[C&D2&v4&H1&+0&R&z1:9]-[N&D3&v3&H0&+0&R:8]-[C&D2&v4&H1&+0&R&z1:7]=[C&D2&v4&H1&+0&R&z0:6]-[C&D2&v4&H2&+0&R&z0:5]-1.[C&D3&v4&H0&+0&R&z0:10]1=[C&D2&v4&H1&+0&R&z1:15]-[N&D3&v3&H0&+0&R:14]-[C&D2&v4&H1&+0&R&z1:13]=[C&D2&v4&H1&+0&R&z0:12]-[C&D2&v4&H2&+0&R&z0:11]-1,"[93, 93, 93]","[3, 2, 1]"
96,[O&D0&v2&H2&+0&!R:1].[O&D2&v2&H0&+0&!R:2]-[C&D3&v4&H0&+0&!R&z2:3]=[O&D1&v2&H0&+0&!R:4]>>[C&D3&v4&H0&+0&!R&z2:3](=[O&D1&v2&H0&+0&!R:4])-[O&D1&v2&H1&+0&!R:1].[O&D1&v2&H1&+0&!R:2],[94],[1]
97,[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[O&D1&v2&H1&+0&!R:3].[O&D1&v2&H1&+0&!R:4]>>[O&D0&v2&H2&+0&!R:3].[O&D2&v2&H0&+0&!R:4]-[C&D3&v4&H0&+0&!R&z2:1]=[O&D1&v2&H0&+0&!R:2],[94],[1]
98,[O&D2&v2&H0&+0&R:1]-[C&D3&v4&H1&+0&R&z2:2](-[O&D1&v2&H1&+0&!R:3])-[C&D3&v4&H1&+0&R&z1:4]-[O&D1&v2&H1&+0&!R:5]>>([C&D3&v4&H0&+0&!R&z1:4](=[O&D1&v2&H0&+0&!R:5])-[C&D2&v4&H2&+0&!R&z1:2]-[O&D1&v2&H1&+0&!R:3].[O&D1&v2&H1&+0&!R:1]),[95],[1]
99,([C&D3&v4&H0&+0&!R&z1:1](=[O&D1&v2&H0&+0&!R:2])-[C&D2&v4&H2&+0&!R&z1:3]-[O&D1&v2&H1&+0&!R:4].[O&D1&v2&H1&+0&!R:5])>>[O&D2&v2&H0&+0&R:5]-[C&D3&v4&H1&+0&R&z2:3](-[O&D1&v2&H1&+0&!R:4])-[C&D3&v4&H1&+0&R&z1:1]-[O&D1&v2&H1&+0&!R:2],[95],[1]
100,[N&D1&v3&H2&+0&!R:1]-[c&D3&v4&H0&+0&R&z2:2]:[n&D2&v3&H0&+0&R:3].[O&D0&v2&H2&+0&!R:4]>>[N&D0&v3&H3&+0&!R:1].[O&D1&v2&H0&+0&!R:4]=[c&D3&v4&H0&+0&R&z2:2]:[n&D2&v3&H1&+0&R:3],"[97, 636, 710, 732]","[1, 1, 1, 2]"
101,[N&D0&v3&H3&+0&!R:1].[O&D1&v2&H0&+0&!R:2]=[c&D3&v4&H0&+0&R&z2:3]:[n&D2&v3&H1&+0&R:4]>>[N&D1&v3&H2&+0&!R:1]-[c&D3&v4&H0&+0&R&z2:3]:[n&D2&v3&H0&+0&R:4].[O&D0&v2&H2&+0&!R:2],"[97, 636, 710, 732]","[1, 1, 1, 2]"
102,[N&D2&v3&H1&+0&!R:1]-[C&D2&v4&H1&+0&!R&z2:2]=[O&D1&v2&H0&+0&!R:3].[O&D0&v2&H2&+0&!R:4]>>[N&D1&v3&H2&+0&!R:1].[O&D1&v2&H0&+0&!R:3]=[C&D2&v4&H1&+0&!R&z2:2]-[O&D1&v2&H1&+0&!R:4],[98],[1]
103,[N&D1&v3&H2&+0&!R:1].[O&D1&v2&H0&+0&!R:2]=[C&D2&v4&H1&+0&!R&z2:3]-[O&D1&v2&H1&+0&!R:4]>>[N&D2&v3&H1&+0&!R:1]-[C&D2&v4&H1&+0&!R&z2:3]=[O&D1&v2&H0&+0&!R:2].[O&D0&v2&H2&+0&!R:4],[98],[1]
104,[C&D2&v4&H1&+0&!R&z1:1]=[O&D1&v2&H0&+0&!R:2].[O&D0&v2&H2&+0&!R:3].[c&D3&v4&H0&+0&R&z0:4]1:[c&D2&v4&H1&+0&R&z0:5]:[c&D2&v4&H1&+0&R&z0:6]:[c&D2&v4&H1&+0&R&z1:7]:[n&D3&v4&H0&+&R:8]:[c&D2&v4&H1&+0&R&z1:9]:1>>[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[O&D1&v2&H1&+0&!R:3].[C&D3&v4&H0&+0&R&z0:4]1=[C&D2&v4&H1&+0&R&z1:9]-[N&D3&v3&H0&+0&R:8]-[C&D2&v4&H1&+0&R&z1:7]=[C&D2&v4&H1&+0&R&z0:6]-[C&D2&v4&H2&+0&R&z0:5]-1,[100],[1]
105,[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[O&D1&v2&H1&+0&!R:3].[C&D3&v4&H0&+0&R&z0:4]1=[C&D2&v4&H1&+0&R&z1:5]-[N&D3&v3&H0&+0&R:6]-[C&D2&v4&H1&+0&R&z1:7]=[C&D2&v4&H1&+0&R&z0:8]-[C&D2&v4&H2&+0&R&z0:9]-1>>[C&D2&v4&H1&+0&!R&z1:1]=[O&D1&v2&H0&+0&!R:2].[O&D0&v2&H2&+0&!R:3].[c&D3&v4&H0&+0&R&z0:4]1:[c&D2&v4&H1&+0&R&z0:9]:[c&D2&v4&H1&+0&R&z0:8]:[c&D2&v4&H1&+0&R&z1:7]:[n&D3&v4&H0&+&R:6]:[c&D2&v4&H1&+0&R&z1:5]:1,[100],[1]
106,[O&D0&v2&H2&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])-[O&D2&v2&H0&+0&!R:4]~[*:5](~[O&D1&v2&H0&+0&!R:6])~[*:7]~[*:8]~[O&D1&v2&H0&+0&!R:9]>>[*:8](~[O&D1&v2&H0&+0&!R:9])~[*:7]~[*:5](~[O&D1&v2&H0&+0&!R:6])~[O&D1&v2&H1&+0&!R:4].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])-[O&D1&v2&H1&+0&!R:1],[101],[1]
107,[*:1](~[O&D1&v2&H0&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H0&+0&!R:5])~[O&D1&v2&H1&+0&!R:6].[P&D4&v5&H0&+0&!R:7](=[O&D1&v2&H0&+0&!R:8])-[O&D1&v2&H1&+0&!R:9]>>[O&D0&v2&H2&+0&!R:9].[P&D4&v5&H0&+0&!R:7](=[O&D1&v2&H0&+0&!R:8])-[O&D2&v2&H0&+0&!R:6]~[*:4](~[O&D1&v2&H0&+0&!R:5])~[*:3]~[*:1]~[O&D1&v2&H0&+0&!R:2],[101],[1]
108,[C&D3&v4&H0&+0&!R&z1:1](=[O&D1&v2&H0&+0&!R:2])-[C&D3&v4&H0&+0&!R&z2:3]-[O&D1&v2&H1&+0&!R:4].[S&D2&v2&H0&+0&R:5]-[S&D2&v2&H0&+0&R:6]>>[O&D1&v2&H0&+0&!R:4]=[C&D2&v4&H0&+0&!R&z2:3].([S&D1&v2&H1&+0&!R:6].[S&D2&v2&H0&+0&!R:5]-[C&D3&v4&H0&+0&!R&z2:1]=[O&D1&v2&H0&+0&!R:2]),"[106, 280]","[1, 1]"
109,[O&D1&v2&H0&+0&!R:1]=[C&D2&v4&H0&+0&!R&z2:2].([S&D1&v2&H1&+0&!R:3].[S&D2&v2&H0&+0&!R:4]-[C&D3&v4&H0&+0&!R&z2:5]=[O&D1&v2&H0&+0&!R:6])>>[C&D3&v4&H0&+0&!R&z1:5](=[O&D1&v2&H0&+0&!R:6])-[C&D3&v4&H0&+0&!R&z2:2]-[O&D1&v2&H1&+0&!R:1].[S&D2&v2&H0&+0&R:4]-[S&D2&v2&H0&+0&R:3],"[106, 280]","[1, 1]"
110,[C&D3&v4&H0&+0&R&z0:1]1=[C&D2&v4&H1&+0&R&z1:2]-[N&D3&v3&H0&+0&R:3]-[C&D2&v4&H1&+0&R&z1:4]=[C&D2&v4&H1&+0&R&z0:5]-[C&D2&v4&H2&+0&R&z0:6]-1.[N&D2&v3&H0&+0&R:7]=[C&D3&v4&H0&+0&R&z1:8]>>[N&D2&v3&H1&+0&R:7]-[C&D3&v4&H1&+0&R&z1:8].[c&D3&v4&H0&+0&R&z0:1]1:[c&D2&v4&H1&+0&R&z0:6]:[c&D2&v4&H1&+0&R&z0:5]:[c&D2&v4&H1&+0&R&z1:4]:[n&D3&v4&H0&+&R:3]:[c&D2&v4&H1&+0&R&z1:2]:1,"[112, 752]","[1, 1]"
111,[N&D2&v3&H1&+0&R:1]-[C&D3&v4&H1&+0&R&z1:2].[c&D3&v4&H0&+0&R&z0:3]1:[c&D2&v4&H1&+0&R&z0:4]:[c&D2&v4&H1&+0&R&z0:5]:[c&D2&v4&H1&+0&R&z1:6]:[n&D3&v4&H0&+&R:7]:[c&D2&v4&H1&+0&R&z1:8]:1>>[C&D3&v4&H0&+0&R&z0:3]1=[C&D2&v4&H1&+0&R&z1:8]-[N&D3&v3&H0&+0&R:7]-[C&D2&v4&H1&+0&R&z1:6]=[C&D2&v4&H1&+0&R&z0:5]-[C&D2&v4&H2&+0&R&z0:4]-1.[N&D2&v3&H0&+0&R:1]=[C&D3&v4&H0&+0&R&z1:2],"[112, 752]","[1, 1]"
112,[C&D3&v4&H0&+0&R&z0:1]1=[C&D2&v4&H1&+0&R&z1:2]-[N&D3&v3&H0&+0&R:3]-[C&D2&v4&H1&+0&R&z1:4]=[C&D2&v4&H1&+0&R&z0:5]-[C&D2&v4&H2&+0&R&z0:6]-1.[c&D3&v4&H0&+0&R&z0:7]1:[c&D2&v4&H1&+0&R&z0:8]:[c&D2&v4&H1&+0&R&z0:9]:[c&D2&v4&H1&+0&R&z1:10]:[n&D3&v4&H0&+&R:11]:[c&D2&v4&H1&+0&R&z1:12]:1>>[C&D3&v4&H0&+0&R&z0:7]1=[C&D2&v4&H1&+0&R&z1:12]-[N&D3&v3&H0&+0&R:11]-[C&D2&v4&H1&+0&R&z1:10]=[C&D2&v4&H1&+0&R&z0:9]-[C&D2&v4&H2&+0&R&z0:8]-1.[c&D3&v4&H0&+0&R&z0:1]1:[c&D2&v4&H1&+0&R&z0:6]:[c&D2&v4&H1&+0&R&z0:5]:[c&D2&v4&H1&+0&R&z1:4]:[n&D3&v4&H0&+&R:3]:[c&D2&v4&H1&+0&R&z1:2]:1,"[116, 116]","[1, 1]"
113,[S&D1&v2&H1&+0&!R:1].[S&D1&v2&H1&+0&!R:2].[S&D3&v3&H0&+&!R:3]-[#8&-:4]>>[O&D0&v2&H2&+0&!R:4].[S&D2&v2&H0&+0&!R:3].[S&D2&v2&H0&+0&!R:1]-[S&D2&v2&H0&+0&!R:2],"[122, 122, 715]","[2, 1, 1]"
114,[O&D0&v2&H2&+0&!R:1].[S&D2&v2&H0&+0&!R:2].[S&D2&v2&H0&+0&!R:3]-[S&D2&v2&H0&+0&!R:4]>>[S&D1&v2&H1&+0&!R:3].[S&D1&v2&H1&+0&!R:4].[S&D3&v3&H0&+&!R:2]-[#8&-:1],"[122, 122, 715]","[2, 1, 1]"
115,[O&D1&v2&H0&+0&!R:1]=[C&D3&v4&H0&+0&!R&z2:2](-[O&D1&v2&H1&+0&!R:3])-[C&D3&v4&H1&+0&R&z1:4].[O&D1&v2&H0&+0&!R:5]=[O&D1&v2&H0&+0&!R:6].[P&D4&v5&H0&+0&!R:7]-[O&D2&v2&H0&+0&!R:8]~[*:9](~[O&D1&v2&H1&+0&!R:10])~[*:11]~[*:12]~[O&D1&v2&H1&+0&!R:13]>>[*:9](~[O&D1&v2&H1&+0&!R:8])(~[O&D1&v2&H1&+0&!R:10])~[*:11]~[*:12]~[O&D1&v2&H1&+0&!R:13].[O&D1&v2&H0&+0&!R:1]=[C&D2&v4&H0&+0&!R&z2:2]=[O&D1&v2&H0&+0&!R:6].[O&D1&v2&H0&+0&!R:5]=[C&D3&v4&H0&+0&R&z2:4].[P&D4&v5&H0&+0&!R:7]-[O&D1&v2&H1&+0&!R:3],[128],[1]
116,[*:1](~[O&D1&v2&H1&+0&!R:2])(~[O&D1&v2&H1&+0&!R:3])~[*:4]~[*:5]~[O&D1&v2&H1&+0&!R:6].[O&D1&v2&H0&+0&!R:7]=[C&D2&v4&H0&+0&!R&z2:8]=[O&D1&v2&H0&+0&!R:9].[O&D1&v2&H0&+0&!R:10]=[C&D3&v4&H0&+0&R&z2:11].[P&D4&v5&H0&+0&!R:12]-[O&D1&v2&H1&+0&!R:13]>>[O&D1&v2&H0&+0&!R:7]=[C&D3&v4&H0&+0&!R&z2:8](-[O&D1&v2&H1&+0&!R:13])-[C&D3&v4&H1&+0&R&z1:11].[O&D1&v2&H0&+0&!R:10]=[O&D1&v2&H0&+0&!R:9].[P&D4&v5&H0&+0&!R:12]-[O&D2&v2&H0&+0&!R:2]~[*:1](~[O&D1&v2&H1&+0&!R:3])~[*:4]~[*:5]~[O&D1&v2&H1&+0&!R:6],[128],[1]
117,[*:1](~[O&D1&v2&H1&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&+0&!R:5])~[O&D2&v2&H0&+0&!R:6]-[P&D4&v5&H0&+0&!R:7]-[O&D1&v2&H1&+0&!R:8].[O&D1&v2&H1&+0&!R:9]>>[*:1](~[O&D1&v2&H1&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&+0&!R:5])~[O&D1&v2&H1&+0&!R:6].[O&D2&v2&H0&+0&!R:9]-[P&D4&v5&H0&+0&!R:7]-[O&D1&v2&H1&+0&!R:8],"[150, 760]","[1, 1]"
118,[*:1](~[O&D1&v2&H1&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&+0&!R:5])~[O&D1&v2&H1&+0&!R:6].[O&D2&v2&H0&+0&!R:7]-[P&D4&v5&H0&+0&!R:8]-[O&D1&v2&H1&+0&!R:9]>>[*:1](~[O&D1&v2&H1&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&+0&!R:5])~[O&D2&v2&H0&+0&!R:6]-[P&D4&v5&H0&+0&!R:8]-[O&D1&v2&H1&+0&!R:9].[O&D1&v2&H1&+0&!R:7],"[150, 760]","[1, 1]"
119,[*:1](~[O&D1&v2&H1&+0&!R:2])~[O&D2&v2&H0&+0&!R:3]-[P&D4&v5&H0&+0&!R:4](=[O&D1&v2&H0&+0&!R:5])(-[O&D1&v2&H1&+0&!R:6])~[*:7]~[*:8]~[O&D1&v2&H1&+0&!R:9].[O&D1&v2&H1&+0&!R:10]>>[*:1](~[O&D1&v2&H1&+0&!R:2])~[O&D1&v2&H1&+0&!R:3].[O&D2&v2&H0&+0&!R:10]-[P&D4&v5&H0&+0&!R:4](=[O&D1&v2&H0&+0&!R:5])(-[O&D1&v2&H1&+0&!R:6])~[*:7]~[*:8]~[O&D1&v2&H1&+0&!R:9],[151],[1]
120,[*:1](~[O&D1&v2&H1&+0&!R:2])~[O&D1&v2&H1&+0&!R:3].[O&D2&v2&H0&+0&!R:4]-[P&D4&v5&H0&+0&!R:5](=[O&D1&v2&H0&+0&!R:6])(-[O&D1&v2&H1&+0&!R:7])~[*:8]~[*:9]~[O&D1&v2&H1&+0&!R:10]>>[*:1](~[O&D1&v2&H1&+0&!R:2])~[O&D2&v2&H0&+0&!R:3]-[P&D4&v5&H0&+0&!R:5](=[O&D1&v2&H0&+0&!R:6])(-[O&D1&v2&H1&+0&!R:7])~[*:8]~[*:9]~[O&D1&v2&H1&+0&!R:10].[O&D1&v2&H1&+0&!R:4],[151],[1]
121,[O&D1&v2&H1&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])-[O&D2&v2&H0&+0&!R:4]-[P&D4&v5&H0&+0&!R:5]=[O&D1&v2&H0&+0&!R:6]>>[O&D2&v2&H0&+0&!R:1]-[P&D4&v5&H0&+0&!R:2]=[O&D1&v2&H0&+0&!R:3].[P&D4&v5&H0&+0&!R:5](=[O&D1&v2&H0&+0&!R:4])-[O&D1&v2&H1&+0&!R:6],[152],[3]
122,[O&D2&v2&H0&+0&!R:1]-[P&D4&v5&H0&+0&!R:2]=[O&D1&v2&H0&+0&!R:3].[P&D4&v5&H0&+0&!R:4](=[O&D1&v2&H0&+0&!R:5])-[O&D1&v2&H1&+0&!R:6]>>[O&D1&v2&H1&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])-[O&D2&v2&H0&+0&!R:5]-[P&D4&v5&H0&+0&!R:4]=[O&D1&v2&H0&+0&!R:6],[152],[3]
123,[C&D1&v4&H1&+0&!R&z1:1].[O&D1&v2&H0&+0&!R:2]=[S&D4&v6&H0&+0&!R:3]-[S&D1&v2&H1&+0&!R:4]>>[C&D2&v4&H0&+0&!R&z2:1]-[S&D1&v2&H1&+0&!R:4].[S&D3&v4&H0&+0&!R:3]-[O&D1&v2&H1&+0&!R:2],[153],[1]
124,[C&D2&v4&H0&+0&!R&z2:1]-[S&D1&v2&H1&+0&!R:2].[S&D3&v4&H0&+0&!R:3]-[O&D1&v2&H1&+0&!R:4]>>[C&D1&v4&H1&+0&!R&z1:1].[O&D1&v2&H0&+0&!R:4]=[S&D4&v6&H0&+0&!R:3]-[S&D1&v2&H1&+0&!R:2],[153],[1]
125,[O&D1&v2&H1&+0&!R:1].[O&D2&v2&H0&+0&!R:2]-[S&D4&v6&H0&+0&!R:3]-[O&D1&v2&H1&+0&!R:4]>>[O&D1&v2&H1&+0&!R:2].[O&D2&v2&H0&+0&!R:1]-[S&D4&v6&H0&+0&!R:3]-[O&D1&v2&H1&+0&!R:4],"[154, 154]","[1, 1]"
126,[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[S&D2&v2&H0&+0&!R:3].[O&D0&v2&H2&+0&!R:4]>>[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[O&D1&v2&H1&+0&!R:4].[S&D1&v2&H1&+0&!R:3],[157],[1]
127,[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[O&D1&v2&H1&+0&!R:3].[S&D1&v2&H1&+0&!R:4]>>[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[S&D2&v2&H0&+0&!R:4].[O&D0&v2&H2&+0&!R:3],[157],[1]
128,[C&D2&v4&H1&+0&!R&z0:1]=[C&D2&v4&H1&+0&!R&z0:2]-[C&D2&v4&H1&+0&!R&z0:3]=[C&D2&v4&H1&+0&!R&z0:4]-[C&D2&v4&H1&+0&!R&z0:5]=[C&D2&v4&H1&+0&!R&z0:6]-[C&D3&v4&H1&+0&R&z1:7]-[O&D2&v2&H0&+0&R:8].[O&D0&v2&H2&+0&!R:9]>>([C&D3&v4&H1&+0&!R&z1:1](-[O&D1&v2&H1&+0&!R:9])-[C&D2&v4&H1&+0&!R&z0:2]=[C&D2&v4&H1&+0&!R&z0:3]-[C&D2&v4&H1&+0&!R&z0:4]=[C&D2&v4&H1&+0&!R&z0:5]-[C&D2&v4&H1&+0&!R&z0:6]=[C&D2&v4&H1&+0&!R&z0:7].[O&D1&v2&H1&+0&!R:8]),"[166, 166]","[1, 2]"
129,([C&D3&v4&H1&+0&!R&z1:1](-[O&D1&v2&H1&+0&!R:2])-[C&D2&v4&H1&+0&!R&z0:3]=[C&D2&v4&H1&+0&!R&z0:4]-[C&D2&v4&H1&+0&!R&z0:5]=[C&D2&v4&H1&+0&!R&z0:6]-[C&D2&v4&H1&+0&!R&z0:7]=[C&D2&v4&H1&+0&!R&z0:8].[O&D1&v2&H1&+0&!R:9])>>[C&D2&v4&H1&+0&!R&z0:1]=[C&D2&v4&H1&+0&!R&z0:3]-[C&D2&v4&H1&+0&!R&z0:4]=[C&D2&v4&H1&+0&!R&z0:5]-[C&D2&v4&H1&+0&!R&z0:6]=[C&D2&v4&H1&+0&!R&z0:7]-[C&D3&v4&H1&+0&R&z1:8]-[O&D2&v2&H0&+0&R:9].[O&D0&v2&H2&+0&!R:2],"[166, 166]","[1, 2]"
130,[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[N&D2&v3&H1&+0&!R:3].[O&D0&v2&H2&+0&!R:4]>>[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[O&D1&v2&H1&+0&!R:4].[N&D1&v3&H2&+0&!R:3],"[168, 171, 173, 174, 176, 177, 396, 591, 608, 624, 626, 635, 641, 676, 678, 679, 706, 723, 731, 805, 806, 814, 815, 816, 818, 820, 821, 821, 821, 964]","[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1]"
131,[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[O&D1&v2&H1&+0&!R:3].[N&D1&v3&H2&+0&!R:4]>>[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[N&D2&v3&H1&+0&!R:4].[O&D0&v2&H2&+0&!R:3],"[168, 171, 173, 174, 176, 177, 396, 591, 608, 624, 626, 635, 641, 676, 678, 679, 706, 723, 731, 805, 806, 814, 815, 816, 818, 820, 821, 821, 821, 964]","[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1]"
132,[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[N&D2&v3&H1&+0&!R:3].[O&D0&v2&H2&+0&!R:4]>>[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:4])-[O&D1&v2&H1&+0&!R:2].[N&D1&v3&H2&+0&!R:3],[175],[1]
133,[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[O&D1&v2&H1&+0&!R:3].[N&D1&v3&H2&+0&!R:4]>>[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:3])-[N&D2&v3&H1&+0&!R:4].[O&D0&v2&H2&+0&!R:2],[175],[1]
134,[*:1](~[O&D1&v2&H0&+0&!R:2])~[*:3]~[*:4]~[O&D2&v2&H0&+0&!R:5]-[P&D4&v5&H0&+0&!R:6](=[O&D1&v2&H0&+0&!R:7])(-[O&D1&v2&H1&+0&!R:8])-[O&D1&v2&H1&+0&!R:9].[O&D0&v2&H2&+0&!R:10]>>[*:1](~[O&D1&v2&H0&+0&!R:2])~[*:3]~[*:4]~[O&D1&v2&H1&+0&!R:5].[O&D1&v2&H0&+0&!R:9]=[P&D4&v5&H0&+0&!R:6](-[O&D1&v2&H1&+0&!R:7])(-[O&D1&v2&H1&+0&!R:8])-[O&D1&v2&H1&+0&!R:10],[178],[2]
