id,smarts,entry_id,mechanism_id
50,[O&D2&v2&H0&+0&R:1]-[C&D3&v4&H1&+0&R&z2:2]-[n&D3&v3&H0&+0&R:3]:[c&D2&v4&H1&+0&R&z1:4]:[c&D2&v4&H1&+0&R&z0:5]:[c&D3&v4&H0&+0&R&z2:6]=[O&D1&v2&H0&+0&!R:7]>>[O&D2&v2&H0&+0&R:1]-[C&D3&v4&H1&+0&R&z1:2]-[c&D3&v4&H0&+0&R&z0:5](:[c&D2&v4&H1&+0&R&z1:4]:[n&D2&v3&H1&+0&R:3]):[c&D3&v4&H0&+0&R&z2:6]=[O&D1&v2&H0&+0&!R:7],"[56, 493]","[2, 1]"
51,[O&D2&v2&H0&+0&R:1]-[C&D3&v4&H1&+0&R&z1:2]-[c&D3&v4&H0&+0&R&z0:3](:[c&D2&v4&H1&+0&R&z1:4]:[n&D2&v3&H1&+0&R:5]):[c&D3&v4&H0&+0&R&z2:6]=[O&D1&v2&H0&+0&!R:7]>>[O&D2&v2&H0&+0&R:1]-[C&D3&v4&H1&+0&R&z2:2]-[n&D3&v3&H0&+0&R:5]:[c&D2&v4&H1&+0&R&z1:4]:[c&D2&v4&H1&+0&R&z0:3]:[c&D3&v4&H0&+0&R&z2:6]=[O&D1&v2&H0&+0&!R:7],"[56, 493]","[2, 1]"
52,[C&D3&v4&H1&+0&R&z2:1]-[n&D3&v3&H0&+0&R:2]:[c&D2&v4&H1&+0&R&z1:3]:[c&D2&v4&H1&+0&R&z0:4]>>[C&D3&v4&H1&+0&R&z1:1]-[c&D3&v4&H0&+0&R&z0:4]:[c&D2&v4&H1&+0&R&z1:3]:[n&D2&v3&H1&+0&R:2],"[56, 493]","[1, 2]"
53,[C&D3&v4&H1&+0&R&z1:1]-[c&D3&v4&H0&+0&R&z0:2]:[c&D2&v4&H1&+0&R&z1:3]:[n&D2&v3&H1&+0&R:4]>>[C&D3&v4&H1&+0&R&z2:1]-[n&D3&v3&H0&+0&R:4]:[c&D2&v4&H1&+0&R&z1:3]:[c&D2&v4&H1&+0&R&z0:2],"[56, 493]","[1, 2]"
54,[C&D2&v4&H0&+0&!R&z2:1]#[N&D1&v3&H0&+0&!R:2].[O&D0&v2&H2&+0&!R:3]>>[C&D3&v4&H0&+0&!R&z3:1](-[N&D1&v3&H2&+0&!R:2])=[O&D1&v2&H0&+0&!R:3],[57],[2]
55,[C&D3&v4&H0&+0&!R&z3:1](-[N&D1&v3&H2&+0&!R:2])=[O&D1&v2&H0&+0&!R:3]>>[C&D2&v4&H0&+0&!R&z2:1]#[N&D1&v3&H0&+0&!R:2].[O&D0&v2&H2&+0&!R:3],[57],[2]
56,([O&D1&v2&H1&+0&!R:1].[P&D4&v5&H0&+0&!R:2]-[O&D2&v2&H0&+0&!R:3]~[*:4](~[O&D1&v2&H0&+0&!R:5])~[*:6]~[*:7]~[O&D1&v2&H1&+0&!R:8])>>[*:7](~[O&D1&v2&H1&+0&!R:8])~[*:6]~[*:4](~[O&D1&v2&H0&+0&!R:5])~[O&D1&v2&H1&+0&!R:3].[P&D4&v5&H0&+0&R:2]-[O&D2&v2&H0&+0&R:1],[58],[1]
57,[*:1](~[O&D1&v2&H1&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H0&+0&!R:5])~[O&D1&v2&H1&+0&!R:6].[P&D4&v5&H0&+0&R:7]-[O&D2&v2&H0&+0&R:8]>>([O&D1&v2&H1&+0&!R:8].[P&D4&v5&H0&+0&!R:7]-[O&D2&v2&H0&+0&!R:6]~[*:4](~[O&D1&v2&H0&+0&!R:5])~[*:3]~[*:1]~[O&D1&v2&H1&+0&!R:2]),[58],[1]
58,[N&D1&v3&H2&+0&!R:1]-[C&D3&v4&H1&+0&R&z1:2]-[C&D3&v4&H1&+0&R&z2:3](-[O&D1&v2&H1&+0&!R:4])-[O&D2&v2&H0&+0&R:5].[O&D0&v2&H2&+0&!R:6]>>[N&D0&v3&H3&+0&!R:1].[O&D2&v2&H0&+0&R:5]-[C&D4&v4&H0&+0&R&z2:2](-[O&D1&v2&H1&+0&!R:6])-[C&D2&v4&H2&+0&!R&z1:3]-[O&D1&v2&H1&+0&!R:4],"[60, 60]","[1, 2]"
59,[N&D0&v3&H3&+0&!R:1].[O&D2&v2&H0&+0&R:2]-[C&D4&v4&H0&+0&R&z2:3](-[O&D1&v2&H1&+0&!R:4])-[C&D2&v4&H2&+0&!R&z1:5]-[O&D1&v2&H1&+0&!R:6]>>[N&D1&v3&H2&+0&!R:1]-[C&D3&v4&H1&+0&R&z1:3]-[C&D3&v4&H1&+0&R&z2:5](-[O&D1&v2&H1&+0&!R:6])-[O&D2&v2&H0&+0&R:2].[O&D0&v2&H2&+0&!R:4],"[60, 60]","[1, 2]"
60,[O&D1&v2&H0&+0&!R:1]=[C&D3&v4&H0&+0&!R&z2:2]-[C&D2&v4&H1&+0&!R&z0:3]=[C&D2&v4&H1&+0&!R&z0:4]-[C&D2&v4&H1&+0&!R&z0:5]=[C&D3&v4&H0&+0&!R&z1:6]-[O&D1&v2&H1&+0&!R:7]>>[O&D1&v2&H0&+0&!R:1]=[C&D3&v4&H0&+0&!R&z2:2]-[C&D2&v4&H2&+0&!R&z0:3]-[C&D2&v4&H1&+0&!R&z0:4]=[C&D2&v4&H1&+0&!R&z0:5]-[C&D3&v4&H0&+0&!R&z1:6]=[O&D1&v2&H0&+0&!R:7],[61],[1]
61,[O&D1&v2&H0&+0&!R:1]=[C&D3&v4&H0&+0&!R&z2:2]-[C&D2&v4&H2&+0&!R&z0:3]-[C&D2&v4&H1&+0&!R&z0:4]=[C&D2&v4&H1&+0&!R&z0:5]-[C&D3&v4&H0&+0&!R&z1:6]=[O&D1&v2&H0&+0&!R:7]>>[O&D1&v2&H0&+0&!R:1]=[C&D3&v4&H0&+0&!R&z2:2]-[C&D2&v4&H1&+0&!R&z0:3]=[C&D2&v4&H1&+0&!R&z0:4]-[C&D2&v4&H1&+0&!R&z0:5]=[C&D3&v4&H0&+0&!R&z1:6]-[O&D1&v2&H1&+0&!R:7],[61],[1]
62,[N&D1&v3&H2&+0&!R:1]~[*:2]~[*:3]~[O&D1&v2&H1&+0&!R:4].[O&D1&v2&H0&+0&!R:5]=[c&D3&v4&H0&+0&R&z2:6]:[n&D2&v3&H1&+0&R:7].[O&D2&v2&H0&+0&!R:8]-[P&D4&v5&H0&+0&!R:9]-[O&D1&v2&H1&+0&!R:10]>>[*:2](~[N&D2&v3&H1&+0&!R:1]-[c&D3&v4&H0&+0&R&z2:6]:[n&D2&v3&H0&+0&R:7])~[*:3]~[O&D1&v2&H1&+0&!R:4].[O&D1&v2&H1&+0&!R:8].[P&D4&v5&H0&+0&!R:9](-[O&D1&v2&H1&+0&!R:10])-[O&D1&v2&H1&+0&!R:5],[65],[1]
63,[*:1](~[N&D2&v3&H1&+0&!R:2]-[c&D3&v4&H0&+0&R&z2:3]:[n&D2&v3&H0&+0&R:4])~[*:5]~[O&D1&v2&H1&+0&!R:6].[O&D1&v2&H1&+0&!R:7].[P&D4&v5&H0&+0&!R:8](-[O&D1&v2&H1&+0&!R:9])-[O&D1&v2&H1&+0&!R:10]>>[N&D1&v3&H2&+0&!R:2]~[*:1]~[*:5]~[O&D1&v2&H1&+0&!R:6].[O&D1&v2&H0&+0&!R:10]=[c&D3&v4&H0&+0&R&z2:3]:[n&D2&v3&H1&+0&R:4].[O&D2&v2&H0&+0&!R:7]-[P&D4&v5&H0&+0&!R:8]-[O&D1&v2&H1&+0&!R:9],[65],[1]
64,[C&D3&v4&H1&+0&!R&z1:1]-[N&D1&v3&H2&+0&!R:2].[O&D0&v2&H2&+0&!R:3].[c&D3&v4&H0&+0&R&z0:4]1:[c&D2&v4&H1&+0&R&z0:5]:[c&D2&v4&H1&+0&R&z0:6]:[c&D2&v4&H1&+0&R&z1:7]:[n&D3&v4&H0&+&R:8]:[c&D2&v4&H1&+0&R&z1:9]:1>>[C&D3&v4&H0&+0&!R&z1:1]=[O&D1&v2&H0&+0&!R:3].[C&D3&v4&H0&+0&R&z0:4]1=[C&D2&v4&H1&+0&R&z1:9]-[N&D3&v3&H0&+0&R:8]-[C&D2&v4&H1&+0&R&z1:7]=[C&D2&v4&H1&+0&R&z0:6]-[C&D2&v4&H2&+0&R&z0:5]-1.[N&D0&v3&H3&+0&!R:2],[67],[1]
65,[C&D3&v4&H0&+0&!R&z1:1]=[O&D1&v2&H0&+0&!R:2].[C&D3&v4&H0&+0&R&z0:3]1=[C&D2&v4&H1&+0&R&z1:4]-[N&D3&v3&H0&+0&R:5]-[C&D2&v4&H1&+0&R&z1:6]=[C&D2&v4&H1&+0&R&z0:7]-[C&D2&v4&H2&+0&R&z0:8]-1.[N&D0&v3&H3&+0&!R:9]>>[C&D3&v4&H1&+0&!R&z1:1]-[N&D1&v3&H2&+0&!R:9].[O&D0&v2&H2&+0&!R:2].[c&D3&v4&H0&+0&R&z0:3]1:[c&D2&v4&H1&+0&R&z0:8]:[c&D2&v4&H1&+0&R&z0:7]:[c&D2&v4&H1&+0&R&z1:6]:[n&D3&v4&H0&+&R:5]:[c&D2&v4&H1&+0&R&z1:4]:1,[67],[1]
66,[C&D3&v4&H1&+0&!R&z0:1](-[C&D3&v4&H0&+0&!R&z2:2]-[O&D1&v2&H1&+0&!R:3])-[C&D3&v4&H0&+0&!R&z2:4]=[O&D1&v2&H0&+0&!R:5]>>[C&D2&v4&H2&+0&!R&z0:1]-[C&D3&v4&H0&+0&!R&z2:4]=[O&D1&v2&H0&+0&!R:5].[O&D1&v2&H0&+0&!R:3]=[C&D2&v4&H0&+0&!R&z2:2],[70],[1]
67,[C&D2&v4&H2&+0&!R&z0:1]-[C&D3&v4&H0&+0&!R&z2:2]=[O&D1&v2&H0&+0&!R:3].[O&D1&v2&H0&+0&!R:4]=[C&D2&v4&H0&+0&!R&z2:5]>>[C&D3&v4&H1&+0&!R&z0:1](-[C&D3&v4&H0&+0&!R&z2:5]-[O&D1&v2&H1&+0&!R:4])-[C&D3&v4&H0&+0&!R&z2:2]=[O&D1&v2&H0&+0&!R:3],[70],[1]
68,[C&D3&v4&H1&+0&!R&z1:1](-[O&D1&v2&H1&+0&!R:2])-[C&D3&v4&H1&+0&!R&z1:3]~[*:4]~[O&D1&v2&H0&+0&!R:5]>>[C&D2&v4&H1&+0&!R&z1:1]=[O&D1&v2&H0&+0&!R:2].[O&D1&v2&H0&+0&!R:5]~[*:4]~[C&D2&v4&H2&+0&!R&z1:3],[72],[1]
69,[C&D2&v4&H1&+0&!R&z1:1]=[O&D1&v2&H0&+0&!R:2].[O&D1&v2&H0&+0&!R:3]~[*:4]~[C&D2&v4&H2&+0&!R&z1:5]>>[C&D3&v4&H1&+0&!R&z1:1](-[O&D1&v2&H1&+0&!R:2])-[C&D3&v4&H1&+0&!R&z1:5]~[*:4]~[O&D1&v2&H0&+0&!R:3],[72],[1]
70,[N&D2&v3&H1&+0&R:1]-[C&D3&v4&H0&+0&R&z2:2]1=[N&D2&v3&H0&+0&R:3]-[C&D3&v4&H0&+0&R&z3:4]=[N&D2&v3&H0&+0&R:5]-[C&D3&v4&H0&+0&R&z2:6](=[O&D1&v2&H0&+0&!R:7])-[C&D4&v4&H0&+0&R&z2:8]-1(-[O&D1&v2&H1&+0&!R:9])-[N&D2&v3&H1&+0&R:10]>>[N&D2&v3&H1&+0&R:1]-[C&D3&v4&H0&+0&R&z2:2]1=[N&D2&v3&H0&+0&R:3]-[C&D3&v4&H0&+0&R&z3:4]=[N&D2&v3&H0&+0&R:5]-[C&D3&v4&H0&+0&R&z2:6](=[O&D1&v2&H0&+0&!R:7])-[C&D3&v4&H0&+0&R&z1:8]-1=[N&D2&v3&H0&+0&R:10].[O&D0&v2&H2&+0&!R:9],[73],[1]
71,[N&D2&v3&H1&+0&R:1]-[C&D3&v4&H0&+0&R&z2:2]1=[N&D2&v3&H0&+0&R:3]-[C&D3&v4&H0&+0&R&z3:4]=[N&D2&v3&H0&+0&R:5]-[C&D3&v4&H0&+0&R&z2:6](=[O&D1&v2&H0&+0&!R:7])-[C&D3&v4&H0&+0&R&z1:8]-1=[N&D2&v3&H0&+0&R:9].[O&D0&v2&H2&+0&!R:10]>>[N&D2&v3&H1&+0&R:1]-[C&D3&v4&H0&+0&R&z2:2]1=[N&D2&v3&H0&+0&R:3]-[C&D3&v4&H0&+0&R&z3:4]=[N&D2&v3&H0&+0&R:5]-[C&D3&v4&H0&+0&R&z2:6](=[O&D1&v2&H0&+0&!R:7])-[C&D4&v4&H0&+0&R&z2:8]-1(-[O&D1&v2&H1&+0&!R:10])-[N&D2&v3&H1&+0&R:9],[73],[1]
72,[*:1](~[O&D1&v2&H0&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&+0&!R:5])~[O&D2&v2&H0&+0&!R:6]-[P&D4&v5&H0&+0&!R:7](-[O&D1&v2&H1&+0&!R:8])-[O&D1&v2&H1&+0&!R:9].([N&D1&v3&H2&+0&!R:10].[N&D1&v3&H2&+0&!R:11]).[O&D1&v2&H0&+0&!R:12]=[C&D2&v4&H0&+0&!R&z2:13]=[O&D1&v2&H0&+0&!R:14]>>[*:1](~[O&D1&v2&H0&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&+0&!R:5])~[O&D1&v2&H1&+0&!R:6].[N&D2&v3&H1&+0&R:10]-[C&D3&v4&H0&+0&R&z3:13](=[O&D1&v2&H0&+0&!R:12])-[N&D2&v3&H1&+0&R:11].[P&D4&v5&H0&+0&!R:7](-[O&D1&v2&H1&+0&!R:8])(-[O&D1&v2&H1&+0&!R:9])-[O&D1&v2&H1&+0&!R:14],[74],[1]
73,[*:1](~[O&D1&v2&H0&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&+0&!R:5])~[O&D1&v2&H1&+0&!R:6].[N&D2&v3&H1&+0&R:7]-[C&D3&v4&H0&+0&R&z3:8](=[O&D1&v2&H0&+0&!R:9])-[N&D2&v3&H1&+0&R:10].[P&D4&v5&H0&+0&!R:11](-[O&D1&v2&H1&+0&!R:12])(-[O&D1&v2&H1&+0&!R:13])-[O&D1&v2&H1&+0&!R:14]>>[*:1](~[O&D1&v2&H0&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&+0&!R:5])~[O&D2&v2&H0&+0&!R:6]-[P&D4&v5&H0&+0&!R:11](-[O&D1&v2&H1&+0&!R:12])-[O&D1&v2&H1&+0&!R:13].([N&D1&v3&H2&+0&!R:7].[N&D1&v3&H2&+0&!R:10]).[O&D1&v2&H0&+0&!R:9]=[C&D2&v4&H0&+0&!R&z2:8]=[O&D1&v2&H0&+0&!R:14],[74],[1]
74,[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[O&D1&v2&H1&+0&!R:3].[N&D0&v3&H3&+0&!R:4].[P&D4&v5&H0&+0&!R:5](-[O&D1&v2&H1&+0&!R:6])-[O&D2&v2&H0&+0&!R:7]~[*:8]~[O&D1&v2&H1&+0&!R:9]>>[*:8](~[O&D1&v2&H1&+0&!R:7])~[O&D1&v2&H1&+0&!R:9].[N&D1&v3&H2&+0&!R:4]-[C&D3&v4&H0&+0&!R&z2:1]=[O&D1&v2&H0&+0&!R:2].[P&D4&v5&H0&+0&!R:5](-[O&D1&v2&H1&+0&!R:6])-[O&D1&v2&H1&+0&!R:3],[75],[1]
75,[*:1](~[O&D1&v2&H1&+0&!R:2])~[O&D1&v2&H1&+0&!R:3].[N&D1&v3&H2&+0&!R:4]-[C&D3&v4&H0&+0&!R&z2:5]=[O&D1&v2&H0&+0&!R:6].[P&D4&v5&H0&+0&!R:7](-[O&D1&v2&H1&+0&!R:8])-[O&D1&v2&H1&+0&!R:9]>>[C&D3&v4&H0&+0&!R&z2:5](=[O&D1&v2&H0&+0&!R:6])-[O&D1&v2&H1&+0&!R:9].[N&D0&v3&H3&+0&!R:4].[P&D4&v5&H0&+0&!R:7](-[O&D1&v2&H1&+0&!R:8])-[O&D2&v2&H0&+0&!R:2]~[*:1]~[O&D1&v2&H1&+0&!R:3],[75],[1]
76,[C&D1&v4&H3&+0&!R&z0:1]-[C&D3&v4&H0&+0&!R&z2:2](=[O&D1&v2&H0&+0&!R:3])-[S&D2&v2&H0&+0&!R:4].[C&D3&v4&H0&+0&!R&z1:5]=[O&D1&v2&H0&+0&!R:6].[O&D0&v2&H2&+0&!R:7]>>[C&D4&v4&H0&+0&!R&z1:5](-[O&D1&v2&H1&+0&!R:6])-[C&D2&v4&H2&+0&!R&z0:1]-[C&D3&v4&H0&+0&!R&z2:2](=[O&D1&v2&H0&+0&!R:3])-[O&D1&v2&H1&+0&!R:7].[S&D1&v2&H1&+0&!R:4],[78],[1]
77,[C&D4&v4&H0&+0&!R&z1:1](-[O&D1&v2&H1&+0&!R:2])-[C&D2&v4&H2&+0&!R&z0:3]-[C&D3&v4&H0&+0&!R&z2:4](=[O&D1&v2&H0&+0&!R:5])-[O&D1&v2&H1&+0&!R:6].[S&D1&v2&H1&+0&!R:7]>>[C&D1&v4&H3&+0&!R&z0:3]-[C&D3&v4&H0&+0&!R&z2:4](=[O&D1&v2&H0&+0&!R:5])-[S&D2&v2&H0&+0&!R:7].[C&D3&v4&H0&+0&!R&z1:1]=[O&D1&v2&H0&+0&!R:2].[O&D0&v2&H2&+0&!R:6],[78],[1]
78,[n&D2&v3&H0&+0&R:1]:[c&D2&v4&H1&+0&R&z2:2]:[n&D2&v3&H1&+0&R:3].[n&D3&v4&H0&+&R:4]-[C&D3&v4&H1&+0&R&z2:5]>>[n&D2&v3&H0&+0&R:4].[n&D2&v3&H0&+0&R:3]:[c&D2&v4&H1&+0&R&z2:2]:[n&D3&v3&H0&+0&R:1]-[C&D3&v4&H1&+0&R&z2:5],"[79, 79]","[1, 2]"
79,[n&D2&v3&H0&+0&R:1].[n&D2&v3&H0&+0&R:2]:[c&D2&v4&H1&+0&R&z2:3]:[n&D3&v3&H0&+0&R:4]-[C&D3&v4&H1&+0&R&z2:5]>>[n&D2&v3&H0&+0&R:4]:[c&D2&v4&H1&+0&R&z2:3]:[n&D2&v3&H1&+0&R:2].[n&D3&v4&H0&+&R:1]-[C&D3&v4&H1&+0&R&z2:5],"[79, 79]","[1, 2]"
80,[*:1](~[O&D1&v2&H1&+0&!R:2])~[C&D2&v4&H2&+0&!R&z0:3]-[C&D3&v4&H1&+0&!R&z1:4]-[N&D2&v3&H1&+0&!R:5]>>[C&D2&v4&H1&+0&!R&z0:4]=[C&D2&v4&H1&+0&!R&z0:3]~[*:1]~[O&D1&v2&H1&+0&!R:2].[N&D1&v3&H2&+0&!R:5],[80],[1]
81,[C&D2&v4&H1&+0&!R&z0:1]=[C&D2&v4&H1&+0&!R&z0:2]~[*:3]~[O&D1&v2&H1&+0&!R:4].[N&D1&v3&H2&+0&!R:5]>>[*:3](~[O&D1&v2&H1&+0&!R:4])~[C&D2&v4&H2&+0&!R&z0:2]-[C&D3&v4&H1&+0&!R&z1:1]-[N&D2&v3&H1&+0&!R:5],[80],[1]
82,[C&D1&v4&H2&+0&!R&z0:1]=[C&D3&v4&H0&+0&!R&z1:2]-[O&D2&v2&H0&+0&!R:3]-[C&D3&v4&H1&+0&R&z1:4]-[C&D2&v4&H1&+0&R&z0:5]=[C&D3&v4&H0&+0&R&z0:6]>>[C&D3&v4&H0&+0&!R&z1:2](=[O&D1&v2&H0&+0&!R:3])-[C&D2&v4&H2&+0&!R&z0:1]-[C&D4&v4&H0&+0&R&z0:6]-[C&D2&v4&H1&+0&R&z0:5]=[C&D2&v4&H1&+0&R&z0:4],"[81, 474]","[1, 1]"
83,[C&D3&v4&H0&+0&!R&z1:1](=[O&D1&v2&H0&+0&!R:2])-[C&D2&v4&H2&+0&!R&z0:3]-[C&D4&v4&H0&+0&R&z0:4]-[C&D2&v4&H1&+0&R&z0:5]=[C&D2&v4&H1&+0&R&z0:6]>>[C&D1&v4&H2&+0&!R&z0:3]=[C&D3&v4&H0&+0&!R&z1:1]-[O&D2&v2&H0&+0&!R:2]-[C&D3&v4&H1&+0&R&z1:6]-[C&D2&v4&H1&+0&R&z0:5]=[C&D3&v4&H0&+0&R&z0:4],"[81, 474]","[1, 1]"
84,[N&D2&v3&H0&+0&R:1]=[C&D3&v4&H0&+0&R&z1:2]-[C&D3&v4&H1&+0&!R&z1:3](-[O&D1&v2&H1&+0&!R:4])-[C&D3&v4&H1&+0&!R&z1:5](-[O&D1&v2&H1&+0&!R:6])-[C&D2&v4&H2&+0&!R&z1:7]-[O&D2&v2&H0&+0&!R:8]~[*:9]~[O&D1&v2&H1&+0&!R:10]>>[*:9](~[O&D1&v2&H1&+0&!R:8])~[O&D1&v2&H1&+0&!R:10].[C&D1&v4&H3&+0&!R&z0:7]-[C&D3&v4&H0&+0&!R&z1:5](=[O&D1&v2&H0&+0&!R:6])-[C&D3&v4&H0&+0&!R&z1:3](=[O&D1&v2&H0&+0&!R:4])-[C&D3&v4&H1&+0&R&z1:2]-[N&D2&v3&H1&+0&R:1],[84],[1]
85,[*:1](~[O&D1&v2&H1&+0&!R:2])~[O&D1&v2&H1&+0&!R:3].[C&D1&v4&H3&+0&!R&z0:4]-[C&D3&v4&H0&+0&!R&z1:5](=[O&D1&v2&H0&+0&!R:6])-[C&D3&v4&H0&+0&!R&z1:7](=[O&D1&v2&H0&+0&!R:8])-[C&D3&v4&H1&+0&R&z1:9]-[N&D2&v3&H1&+0&R:10]>>[N&D2&v3&H0&+0&R:10]=[C&D3&v4&H0&+0&R&z1:9]-[C&D3&v4&H1&+0&!R&z1:7](-[O&D1&v2&H1&+0&!R:8])-[C&D3&v4&H1&+0&!R&z1:5](-[O&D1&v2&H1&+0&!R:6])-[C&D2&v4&H2&+0&!R&z1:4]-[O&D2&v2&H0&+0&!R:2]~[*:1]~[O&D1&v2&H1&+0&!R:3],[84],[1]
86,[*:1](~[O&D1&v2&H0&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H0&+0&!R:5])~[O&D2&v2&H0&+0&!R:6]-[P&D4&v5&H0&+0&!R:7].[N&D1&v3&H2&+0&!R:8]>>[*:1](~[O&D1&v2&H0&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H0&+0&!R:5])~[O&D1&v2&H1&+0&!R:6].[N&D2&v3&H1&+0&!R:8]-[P&D4&v5&H0&+0&!R:7],[86],[1]
87,[*:1](~[O&D1&v2&H0&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H0&+0&!R:5])~[O&D1&v2&H1&+0&!R:6].[N&D2&v3&H1&+0&!R:7]-[P&D4&v5&H0&+0&!R:8]>>[*:1](~[O&D1&v2&H0&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H0&+0&!R:5])~[O&D2&v2&H0&+0&!R:6]-[P&D4&v5&H0&+0&!R:8].[N&D1&v3&H2&+0&!R:7],[86],[1]
88,([C&D3&v4&H0&+0&!R&z0:1]=[C&D2&v4&H1&+0&!R&z0:2]-[C&D2&v4&H2&+0&!R&z0:3]-[C&D2&v4&H2&+0&!R&z0:4]-[C&D3&v4&H0&+0&!R&z0:5]=[C&D2&v4&H1&+0&!R&z0:6].[C&D3&v4&H0&+0&!R&z0:7]=[C&D2&v4&H1&+0&!R&z0:8]-[C&D2&v4&H2&+0&!R&z1:9]-[O&D2&v2&H0&+0&!R:10]~[*:11](~[O&D1&v2&H1&+0&!R:12])~[*:13]~[*:14](~[O&D1&v2&H0&+0&!R:15])(~[O&D1&v2&H1&+0&!R:16])~[O&D1&v2&H1&+0&!R:17])>>[C&D3&v4&H0&+0&R&z0:5]1=[C&D2&v4&H1&+0&R&z0:4]-[C&D3&v4&H1&+0&R&z0:3]2-[C&D2&v4&H2&+0&R&z0:2]-[C&D4&v4&H0&+0&R&z0:1]-[C&D2&v4&H2&+0&R&z0:9]-[C&D4&v4&H0&+0&R&z0:8]-2(-[C&D3&v4&H1&+0&R&z0:7])-[C&D3&v4&H1&+0&R&z0:6]-1.[O&D1&v2&H0&+0&!R:15]~[*:14](~[O&D1&v2&H1&+0&!R:16])(~[O&D1&v2&H1&+0&!R:17])~[*:13]~[*:11](~[O&D1&v2&H1&+0&!R:12])~[O&D1&v2&H1&+0&!R:10],[89],[1]
89,[C&D3&v4&H0&+0&R&z0:1]1=[C&D2&v4&H1&+0&R&z0:2]-[C&D3&v4&H1&+0&R&z0:3]2-[C&D2&v4&H2&+0&R&z0:4]-[C&D4&v4&H0&+0&R&z0:5]-[C&D2&v4&H2&+0&R&z0:6]-[C&D4&v4&H0&+0&R&z0:7]-2(-[C&D3&v4&H1&+0&R&z0:8])-[C&D3&v4&H1&+0&R&z0:9]-1.[O&D1&v2&H0&+0&!R:10]~[*:11](~[O&D1&v2&H1&+0&!R:12])(~[O&D1&v2&H1&+0&!R:13])~[*:14]~[*:15](~[O&D1&v2&H1&+0&!R:16])~[O&D1&v2&H1&+0&!R:17]>>([C&D3&v4&H0&+0&!R&z0:5]=[C&D2&v4&H1&+0&!R&z0:4]-[C&D2&v4&H2&+0&!R&z0:3]-[C&D2&v4&H2&+0&!R&z0:2]-[C&D3&v4&H0&+0&!R&z0:1]=[C&D2&v4&H1&+0&!R&z0:9].[C&D3&v4&H0&+0&!R&z0:8]=[C&D2&v4&H1&+0&!R&z0:7]-[C&D2&v4&H2&+0&!R&z1:6]-[O&D2&v2&H0&+0&!R:17]~[*:15](~[O&D1&v2&H1&+0&!R:16])~[*:14]~[*:11](~[O&D1&v2&H0&+0&!R:10])(~[O&D1&v2&H1&+0&!R:12])~[O&D1&v2&H1&+0&!R:13]),[89],[1]
90,[*:1](~[O&D1&v2&H1&+0&!R:2])~[O&D1&v2&H1&+0&!R:3].[n&D3&v3&H0&+0&R:4]-[C&D3&v4&H1&+0&R&z2:5]-[O&D2&v2&H0&+0&R:6]>>[*:1](~[O&D1&v2&H1&+0&!R:3])~[O&D2&v2&H0&+0&!R:2]-[C&D3&v4&H1&+0&R&z2:5]-[O&D2&v2&H0&+0&R:6].[n&D2&v3&H1&+0&R:4],[91],[1]
91,[*:1](~[O&D1&v2&H1&+0&!R:2])~[O&D2&v2&H0&+0&!R:3]-[C&D3&v4&H1&+0&R&z2:4]-[O&D2&v2&H0&+0&R:5].[n&D2&v3&H1&+0&R:6]>>[*:1](~[O&D1&v2&H1&+0&!R:3])~[O&D1&v2&H1&+0&!R:2].[n&D3&v3&H0&+0&R:6]-[C&D3&v4&H1&+0&R&z2:4]-[O&D2&v2&H0&+0&R:5],[91],[1]
