id,smarts,sources,hash
EVODEX.2-Em39,[#7:18]-[#6:17](=[#8:19])-[#6:11]1=[#6:16](-[#7:15](-[#6:20])-[#6:14](=[#6:13](-[#6:12]-1(-[#1:83])-[#1])-[#1:82])-[#1:81])-[#1:58].[#6:3]-[#6:1](=[#8:55])-[#1:92]>>[#7](-[#6:1](-[#6:3])(-[#1:92])-[#1])(-[#1])-[#1].[#7:18]-[#6:17](=[#8:19])-[#6:11]1:[#6:12](:[#6:13](:[#6:14](:[#7&+:15](-[#6:20]):[#6:16]:1-[#1:58])-[#1:81])-[#1:82])-[#1:83].[#8:55](-[#1])-[#1],"EVODEX.2-P2594,EVODEX.2-P279,EVODEX.2-P2913,EVODEX.2-P39,EVODEX.2-P571",42197279606709261859797568185375892252710172848580673935374383895353854367983
EVODEX.2-Em40,[#7:18]-[#6:17](=[#8:19])-[#6:11]1=[#6:16](-[#7:15](-[#6:20])-[#6:14](=[#6:13](-[#6:12]-1(-[#1:83])-[#1])-[#1:82])-[#1:81])-[#1:58].[#6:3]-[#6:1](=[#8])-[#1:92]>>[#7](-[#6:1](-[#6:3])(-[#1:92])-[#1])(-[#1])-[#1].[#7:18]-[#6:17](=[#8:19])-[#6:11]1:[#6:12](:[#6:13](:[#6:14](:[#7&+:15](-[#6:20]):[#6:16]:1-[#1:58])-[#1:81])-[#1:82])-[#1:83],"EVODEX.2-P1323,EVODEX.2-P2270,EVODEX.2-P2595,EVODEX.2-P274,EVODEX.2-P40",56185570507914367601792860873778472951917033740109284548381070957235836947263
EVODEX.2-Em41,[#8:3]=[#6:1](-[#6:4])-[#1]>>[#8:3]=[#6:1](-[#8]-[#1])-[#6:4],"EVODEX.2-P187,EVODEX.2-P2447,EVODEX.2-P2898,EVODEX.2-P41,EVODEX.2-P433",14536949284179725652720954401544448665627205362811343844197368444153637501029
EVODEX.2-Em42,[#6:20]-[#6:19](=[#6:18](-[#6:1](-[#6:2](=[#6:3](-[#6:6])-[#1:41])-[#1:40])(-[#1:38])-[#1])-[#1:37])-[#1:36].[#8:4]=[#8:5]>>[#6:20]-[#6:19](=[#6:18](-[#6:1](=[#6:2](-[#6:3](-[#6:6])(-[#8:4]-[#8:5]-[#1])-[#1:41])-[#1:40])-[#1:38])-[#1:37])-[#1:36],"EVODEX.2-P2125,EVODEX.2-P3663,EVODEX.2-P3718,EVODEX.2-P42,EVODEX.2-P844",83348925503792839235928043323803463761060247645372312722534168823826483334852
EVODEX.2-Em43,[#6:20]-[#6:19](=[#6:18](-[#6:1](-[#6:2](=[#6:3](-[#6:6])-[#1:41])-[#1:40])(-[#1:38])-[#1])-[#1:37])-[#1:36]>>[#6:20]-[#6:19](=[#6:18](-[#6:1](=[#6:2](-[#6:3](-[#6:6])(-[#8]-[#8])-[#1:41])-[#1:40])-[#1:38])-[#1:37])-[#1:36],"EVODEX.2-P3437,EVODEX.2-P3692,EVODEX.2-P3908,EVODEX.2-P4167,EVODEX.2-P43",109297877580467134311302642039966375964402314048223632396103040486641354524779
EVODEX.2-Em44,[#6:2]-[#6:1](-[#8:21]-[#1])(-[#6:3])-[#1:29].[#8:14]=[#6:11](-[#8:22]-[#1])-[#6:15].[#8:13]=[#6:12]=[#8:20]>>[#6:2]-[#6:1](-[#6:3])(-[#1:29])-[#1].[#6:15]-[#6:11](=[#8:14])-[#6:12](=[#8:20])-[#8:13]-[#1].[#8:21]=[#8:22],"EVODEX.2-P2122,EVODEX.2-P2483,EVODEX.2-P3450,EVODEX.2-P44,EVODEX.2-P458",78716282279318328108136726517996143626899350130542879014773443340409631458593
EVODEX.2-Em45,[#6:3]-[#16:2]-[#6:4].[#6:1](-[#8:28]-[#6:29])(-[#1:60])(-[#1:61])-[#1:62]>>[#6:1](-[#16&+:2](-[#6:4])-[#6:3])(-[#1:60])(-[#1:61])-[#1:62].[#8:28](-[#6:29])-[#1],"EVODEX.2-P1249,EVODEX.2-P2812,EVODEX.2-P311,EVODEX.2-P3983,EVODEX.2-P45",89027171174318379186433214922290357641105195346015306631066797944181676259781
EVODEX.2-Em46,[#6](-[#8:28]-[#6:29])(-[#1])(-[#1])-[#1]>>[#8:28](-[#6:29])-[#1],"EVODEX.2-P1490,EVODEX.2-P216,EVODEX.2-P2910,EVODEX.2-P3527,EVODEX.2-P46",58872748326553121837156019610399182393941563060968897020682651092018709026373
EVODEX.2-Em47,[#7]-[#6](=[#8])-[#7:5](-[#6:6])-[#1]>>[#7:5](-[#6:6])(-[#1])-[#1],"EVODEX.2-P1123,EVODEX.2-P1353,EVODEX.2-P2325,EVODEX.2-P47,EVODEX.2-P490",78351838536406200502538460798440271884212724607906660838467153696662014202741
EVODEX.2-Em48,[#7](-[#6:1](=[#8:3])-[#7:5](-[#6:6])-[#1])(-[#1])-[#1].[#8:2](-[#1])-[#1]>>[#8:2]=[#6:1]=[#8:3].[#7:5](-[#6:6])(-[#1])-[#1],"EVODEX.2-P1815,EVODEX.2-P2980,EVODEX.2-P3582,EVODEX.2-P48,EVODEX.2-P704",20641103023409652007002599167425497992643287058265661351041152905181065302462
EVODEX.2-Em49,[#7](-[#6:1](=[#8:3])-[#7:5](-[#6:6])-[#1])(-[#1])-[#1]>>[#8]=[#6:1]=[#8:3].[#7:5](-[#6:6])(-[#1])-[#1],"EVODEX.2-P1860,EVODEX.2-P2973,EVODEX.2-P3360,EVODEX.2-P3583,EVODEX.2-P49",9227736354085317998100902932731396867514265702130042165648272327159656688478
EVODEX.2-Em50,[#7:4](-[#6](=[#8])-[#7:5](-[#6:6])-[#1])(-[#1])-[#1]>>[#7:4](-[#1])(-[#1])-[#1].[#7:5](-[#6:6])(-[#1])-[#1],"EVODEX.2-P1124,EVODEX.2-P2974,EVODEX.2-P3361,EVODEX.2-P4199,EVODEX.2-P50",67515938417151012551931698295249852929366444463480287603113806551814017756347
EVODEX.2-Em51,[#6:27](-[#16&+](-[#6])-[#6])(-[#1:50])(-[#1:51])-[#1:52].[#6:29]-[#8:28]-[#1]>>[#6:29]-[#8:28]-[#6:27](-[#1:50])(-[#1:51])-[#1:52],"EVODEX.2-P1314,EVODEX.2-P1808,EVODEX.2-P2033,EVODEX.2-P2906,EVODEX.2-P51",14504510765769325066654184577566599252859276197628775448394087763660051700414
EVODEX.2-Em52,[#8:3]-[#6:1](-[#8:2]-[#1])(-[#6:4])-[#1].[#8:35]=[#8:36]>>[#8:2]=[#6:1](-[#8:3])-[#6:4].[#8:35](-[#8:36]-[#1])-[#1],"EVODEX.2-P1458,EVODEX.2-P2853,EVODEX.2-P2918,EVODEX.2-P3270,EVODEX.2-P52",69466069102909762415028492956343610916764742885639556916781279251225010577704
EVODEX.2-Em53,[#6:2]-[#6:1](-[#8]-[#1])(-[#1:63])-[#1:64]>>[#6:1](-[#6:2])(-[#1:63])(-[#1:64])-[#1],"EVODEX.2-P2568,EVODEX.2-P3625,EVODEX.2-P3873,EVODEX.2-P54,EVODEX.2-P780",91535658025142208378320488900364007705844841179481418659861927590799211477967
EVODEX.2-Em54,[#6:2]-[#6:1](-[#8:54]-[#1])(-[#1:63])-[#1:64].[#8:55](-[#1])-[#1]>>[#6:1](-[#6:2])(-[#1:63])(-[#1:64])-[#1].[#8:54]=[#8:55],"EVODEX.2-P1061,EVODEX.2-P1670,EVODEX.2-P3200,EVODEX.2-P4211,EVODEX.2-P55",10743769375722014685350535473997719624190360947287952774737916529937850283687
EVODEX.2-Em55,[#6:4]-[#6:1](=[#8:5])-[#6:3](-[#6:9])(-[#1:73])-[#1:74].[#7:27]-[#6:26](=[#8:28])-[#6:20]1=[#6:25](-[#7:24](-[#6:29])-[#6:23](=[#6:22](-[#6:21]-1(-[#1:117])-[#1])-[#1:116])-[#1:115])-[#1:91].[#8:68]=[#8:2]>>[#6:4]-[#6:1](=[#8:5])-[#8:2]-[#6:3](-[#6:9])(-[#1:73])-[#1:74].[#7:27]-[#6:26](=[#8:28])-[#6:20]1:[#6:21](:[#6:22](:[#6:23](:[#7&+:24](-[#6:29]):[#6:25]:1-[#1:91])-[#1:115])-[#1:116])-[#1:117].[#8:68](-[#1])-[#1],"EVODEX.2-P1540,EVODEX.2-P2397,EVODEX.2-P2644,EVODEX.2-P56,EVODEX.2-P863",39390819259734439745039440284142177275408826848172059933585961192000534427181
EVODEX.2-Em56,[#6:4]-[#6:1](=[#8:5])-[#6:3](-[#6:9])(-[#1:73])-[#1:74].[#7:27]-[#6:26](=[#8:28])-[#6:20]1=[#6:25](-[#7:24](-[#6:29])-[#6:23](=[#6:22](-[#6:21]-1(-[#1:117])-[#1])-[#1:116])-[#1:115])-[#1:91].[#8]=[#8:2]>>[#6:4]-[#6:1](=[#8:5])-[#8:2]-[#6:3](-[#6:9])(-[#1:73])-[#1:74].[#7:27]-[#6:26](=[#8:28])-[#6:20]1:[#6:21](:[#6:22](:[#6:23](:[#7&+:24](-[#6:29]):[#6:25]:1-[#1:91])-[#1:115])-[#1:116])-[#1:117],"EVODEX.2-P1445,EVODEX.2-P2148,EVODEX.2-P57,EVODEX.2-P824,EVODEX.2-P864",75696958183138472607243324910932272001966433650966999730862439596522008311888
EVODEX.2-Em57,[#6:4]-[#6:1](=[#8:5])-[#6:3](-[#6:9])(-[#1:73])-[#1:74].[#8]=[#8:2]>>[#6:4]-[#6:1](=[#8:5])-[#8:2]-[#6:3](-[#6:9])(-[#1:73])-[#1:74],"EVODEX.2-P1541,EVODEX.2-P2488,EVODEX.2-P58,EVODEX.2-P825,EVODEX.2-P865",89515741820235831798340281115791332615520691333630533208548604762345256584545
EVODEX.2-Em60,[#6:3]-[#6:1](=[#8])-[#6:4](=[#8:6])-[#8:7].[#7:2](-[#1])(-[#1])-[#1].[#8:14](-[#8:15]-[#1])-[#1]>>[#6:3]-[#6:1](-[#7:2](-[#1])-[#1])(-[#6:4](=[#8:6])-[#8:7])-[#1].[#8:14]=[#8:15],"EVODEX.2-P2665,EVODEX.2-P3359,EVODEX.2-P4243,EVODEX.2-P509,EVODEX.2-P63",106363893006579800433077269293759754896389293704432812489292854779973605509336
EVODEX.2-Em61,[#6:3]-[#6:1](=[#8])-[#6:4](=[#8:6])-[#8:7].[#7:2](-[#1])(-[#1])-[#1]>>[#6:3]-[#6:1](-[#7:2](-[#1])-[#1])(-[#6:4](=[#8:6])-[#8:7])-[#1],"EVODEX.2-P160,EVODEX.2-P2226,EVODEX.2-P3230,EVODEX.2-P568,EVODEX.2-P64",69582055923307556113499778792741010616734055280980702192271687077307152293349
EVODEX.2-Em62,[#6:3]-[#6:1](-[#8:81]-[#6:82])(-[#6:4])-[#1:116].[#8:2](-[#1])-[#1]>>[#6:3]-[#6:1](-[#8:2]-[#1])(-[#6:4])-[#1:116].[#6:82]-[#8:81]-[#1],"EVODEX.2-P1109,EVODEX.2-P3710,EVODEX.2-P3774,EVODEX.2-P3776,EVODEX.2-P65",51264985423335907428273338086969067426363363795823885824312177572512540079688
EVODEX.2-Em64,[#8:3]-[#6:1](-[#8]-[#1])(-[#6:4])-[#1:39].[#7:30]-[#6:28]1:[#7:29]:[#6:27](:[#7:24]:[#6:22]2:[#7:2](:[#6:23](:[#7:26]:[#6:25]:1:2)-[#1:49])-[#1])-[#1:47]>>[#7:30]-[#6:28]1:[#7:29]:[#6:27](:[#7:24]:[#6:22]2:[#6:25]:1:[#7:26]:[#6:23](:[#7:2]:2-[#6:1](-[#6:4])(-[#8:3])-[#1:39])-[#1:49])-[#1:47],"EVODEX.2-P2651,EVODEX.2-P3329,EVODEX.2-P3542,EVODEX.2-P4306,EVODEX.2-P68",30601047221988820528499545515916504320668362382702652698101661366715348310473
EVODEX.2-Em66,[#6:3]-[#6:1](-[#8:41]-[#1])(-[#1:74])-[#1:75].[#8:43]-[#15:42](=[#8:44])(-[#8:45])-[#8:36]-[#15:37](=[#8:38])(-[#8:39])-[#8:40]>>[#6:3]-[#6:1](-[#8]-[#1])(-[#1:74])-[#1:75].[#8:38]=[#15:37](-[#8:36]-[#1])(-[#8:39])-[#8:40].[#8:43]-[#15:42](=[#8:44])(-[#8:41]-[#1])-[#8:45],"EVODEX.2-P1622,EVODEX.2-P2282,EVODEX.2-P2929,EVODEX.2-P2930,EVODEX.2-P70",4577104137190649125850926562826464096072884843649387273192269698739869280451
EVODEX.2-Em67,[#6:4]-[#6:1](-[#6:3])(-[#8:24]-[#6:25](=[#8:26])-[#6:27])-[#1:74].[#8]=[#15](-[#8:2]-[#1])(-[#8])-[#8]>>[#6:4]-[#6:1](-[#6:3])(-[#8:2]-[#1])-[#1:74].[#8:26]=[#6:25](-[#8:24]-[#1])-[#6:27],"EVODEX.2-P2199,EVODEX.2-P3410,EVODEX.2-P4222,EVODEX.2-P71,EVODEX.2-P951",77122423533280591902897150270049969373815377449035157621962483953617226534307
EVODEX.2-Em68,[#6:2]-[#6:1](-[#8]-[#1])(-[#6:3])-[#1:52].[#8:26]=[#6:25]=[#8:33]>>[#6:2]-[#6:1](-[#6:3])(-[#1:52])-[#1].[#6]-[#6](=[#8])-[#6:25](=[#8:33])-[#8:26]-[#1],"EVODEX.2-P2353,EVODEX.2-P2365,EVODEX.2-P3145,EVODEX.2-P4169,EVODEX.2-P72",96061058406206263226950405345312408891316970065525758383770502057316356442511
EVODEX.2-Em69,[#6:6]-[#6:5](=[#6:4](-[#6:3](=[#6:2](-[#6:1](-[#6:17])(-[#8]-[#8])-[#1:52])-[#1:51])-[#1:50])-[#1:49])-[#1:48]>>[#6:6]-[#6:5](=[#6:4](-[#6:3](-[#6:2](=[#6:1](-[#6:17])-[#1:52])-[#1:51])(-[#1:50])-[#1])-[#1:49])-[#1:48],"EVODEX.2-P1224,EVODEX.2-P1820,EVODEX.2-P3077,EVODEX.2-P419,EVODEX.2-P73",95681370578047545724429983500854183777754451187738168260006709116714148747171
EVODEX.2-Em70,[#6:4]-[#6:2]1(-[#6:5]-[#8:9]-[#15:13](=[#8:18])(-[#8:19])-[#8:1]-1)-[#1:31].[#8:3](-[#1])-[#1]>>[#6:4]-[#6:2](-[#6:5]-[#8:9]-[#15:13](=[#8:18])(-[#8:1]-[#1])-[#8:19])(-[#8:3]-[#1])-[#1:31],"EVODEX.2-P1394,EVODEX.2-P1407,EVODEX.2-P2842,EVODEX.2-P74,EVODEX.2-P75",86586160953672439983116195041764129368449321957388973640869539044122846146735
EVODEX.2-Em71,[#6:5]1-[#8:9]-[#15:11](=[#8:13])(-[#8:14])-[#8:1]-[#6:2]-1(-[#6:4])-[#1:26]>>[#6:5](-[#8:9]-[#15:11](=[#8:13])(-[#8:1]-[#1])-[#8:14])-[#6:2](-[#8]-[#1])(-[#6:4])-[#1:26],"EVODEX.2-P1525,EVODEX.2-P1936,EVODEX.2-P3149,EVODEX.2-P3602,EVODEX.2-P76",107996724716639767883636168754470423728930865972233735155019747352520639865069
EVODEX.2-Em73,[#6:49](-[#6:51](=[#8:52])-[#16:53])(-[#1:123])(-[#1:124])-[#1].[#6:101]-[#6:50](=[#8:102])-[#16:1]-[#6:2]>>[#6:2]-[#16:1]-[#1].[#6:101]-[#6:50](=[#8:102])-[#6:49](-[#6:51](=[#8:52])-[#16:53])(-[#1:123])-[#1:124],"EVODEX.2-P2030,EVODEX.2-P2217,EVODEX.2-P295,EVODEX.2-P3286,EVODEX.2-P78",52906613802202907039010144123439384673298701317011504919971000598562397718409
EVODEX.2-Em75,[#6:3]-[#6:1](-[#8:37]-[#16:39](=[#8:40])(=[#8:41])-[#8:42])(-[#6:4])-[#1:83].[#8:43]-[#15:38](=[#8:44])(-[#8:2]-[#1])-[#8:45]>>[#6:3]-[#6:1](-[#8:2]-[#1])(-[#6:4])-[#1:83].[#8:43]-[#15:38](=[#8:44])(-[#8:45])-[#8:37]-[#16:39](=[#8:40])(=[#8:41])-[#8:42],"EVODEX.2-P2517,EVODEX.2-P3627,EVODEX.2-P4049,EVODEX.2-P701,EVODEX.2-P81",63611367267178528780546885835920101794326895922787795929914978158268630023114
EVODEX.2-Em76,[#6:3]-[#6:1](-[#8]-[#16](=[#8])(=[#8])-[#8])(-[#6:4])-[#1:83].[#8]-[#15](=[#8])(-[#8:2]-[#1])-[#8]>>[#6:3]-[#6:1](-[#8:2]-[#1])(-[#6:4])-[#1:83],"EVODEX.2-P1012,EVODEX.2-P1772,EVODEX.2-P2096,EVODEX.2-P3285,EVODEX.2-P82",73656665328500181017257545476039431751701785443676313629781686208115676926926
EVODEX.2-Em79,[#6:24]-[#8:2]-[#6:3](-[#8:14])(-[#6:15])-[#1:183]>>([#6:24]-[#8:2]-[#6](-[#8])(-[#6])-[#1].[#6]-[#8]-[#6:3](-[#8:14])(-[#6:15])-[#1:183]),"EVODEX.2-P1095,EVODEX.2-P2806,EVODEX.2-P3638,EVODEX.2-P85,EVODEX.2-P856",87102497873351734648125370256759797078605740176373146946745977556165407358053
EVODEX.2-Em80,[#6:3]-[#6:1](-[#8:53]-[#1])(-[#1:100])-[#1:101]>>[#6:3]-[#6:1](-[#8]-[#15](=[#8])(-[#8])-[#8])(-[#1:100])-[#1:101].[#8]-[#15](=[#8])(-[#8:53]-[#1])-[#8],"EVODEX.2-P2174,EVODEX.2-P2239,EVODEX.2-P3004,EVODEX.2-P3806,EVODEX.2-P86",69170559163730102919843314031951806039984875934852433142328701750714826123351
EVODEX.2-Em82,[#7:18]-[#6:17](=[#8:19])-[#6:11]1=[#6:16](-[#7:15](-[#6:20])-[#6:14](=[#6:13](-[#6:12]-1(-[#1:87])-[#1])-[#1:86])-[#1:85])-[#1:61].[#8:2]=[#6:1](-[#8:3])-[#6:4]>>[#8:3]-[#6:1](-[#8:2]-[#1])(-[#6:4])-[#1].[#7:18]-[#6:17](=[#8:19])-[#6:11]1:[#6:12](:[#6:13](:[#6:14](:[#7&+:15](-[#6:20]):[#6:16]:1-[#1:61])-[#1:85])-[#1:86])-[#1:87],"EVODEX.2-P1768,EVODEX.2-P1933,EVODEX.2-P405,EVODEX.2-P808,EVODEX.2-P90",68126180753181922894424904386835698531486563509065039542396934661672977785457
EVODEX.2-Em83,[#8:2]=[#6:1](-[#8:3])-[#6:4]>>[#8:3]-[#6:1](-[#8:2]-[#1])(-[#6:4])-[#1],"EVODEX.2-P1459,EVODEX.2-P2502,EVODEX.2-P3022,EVODEX.2-P3321,EVODEX.2-P91",30868145203254645516405443994785381955697075598229015491357226390419293850850
EVODEX.2-Em84,[#6:16]-[#6:14](-[#7](-[#1])-[#1])(-[#6:17](=[#8:19])-[#8:20])-[#1]>>[#6:16]-[#6:14](=[#8])-[#6:17](=[#8:19])-[#8:20],"EVODEX.2-P1206,EVODEX.2-P3436,EVODEX.2-P354,EVODEX.2-P673,EVODEX.2-P92",67068005391413893994264150433123366297281630117138466236262942956220199870015
EVODEX.2-Em87,[#6:3]-[#6:1](-[#8]-[#1])(-[#1:27])-[#1:28].[#8:9]-[#15:8](=[#8:10])(-[#8:2]-[#1])-[#8:11]>>[#6:3]-[#6:1](-[#8:2]-[#15:8](=[#8:10])(-[#8:11])-[#8:9])(-[#1:27])-[#1:28],"EVODEX.2-P1048,EVODEX.2-P1360,EVODEX.2-P3229,EVODEX.2-P4099,EVODEX.2-P95",29899726152820805057040425011057316279549728542481841534188161731213792896458
EVODEX.2-Em88,[#6:7]-[#7:6](-[#6:1](-[#6:3])(-[#1:41])-[#1])-[#1].[#8:19]=[#8:20]>>[#6:3]-[#6:1](=[#8])-[#1:41].[#6:7]-[#7:6](-[#1])-[#1].[#8:19](-[#8:20]-[#1])-[#1],"EVODEX.2-P1637,EVODEX.2-P1729,EVODEX.2-P3572,EVODEX.2-P3973,EVODEX.2-P96",21965342753788436277900806622838003726340166656995256694516869411508589683431
EVODEX.2-Em89,[#8:49]=[#6:47](-[#8:50])-[#6:45](-[#8:46]-[#1])(-[#6:48])-[#1]>>[#8:49]=[#6:47](-[#8:50])-[#6:45](=[#8:46])-[#6:48],"EVODEX.2-P1217,EVODEX.2-P1501,EVODEX.2-P2302,EVODEX.2-P861,EVODEX.2-P97",62517756791803702887149142322053122671044031020451323982600080156782637940608
EVODEX.2-Em92,[#6:5]-[#7:1](-[#1])-[#1].[#7:3](-[#1])(-[#1])-[#1]>>[#6:5]-[#7:1](-[#6](-[#7:3](-[#1])-[#1])=[#8])-[#1],"EVODEX.2-P102,EVODEX.2-P1349,EVODEX.2-P2681,EVODEX.2-P3580,EVODEX.2-P838",6624008246806228963300154505123610266986764391012363914311483648938855107469
EVODEX.2-Em93,[#6:50]-[#6:1](=[#8:51])-[#1].[#7:62]-[#6:61](=[#8:63])-[#6:55]1:[#6:60](:[#6:59](:[#6:58](:[#7&+:57](-[#6:64]):[#6:56]:1-[#1:172])-[#1:149])-[#1:148])-[#1:147]>>[#6:50]-[#6:1](=[#8:51])-[#16]-[#6].[#7:62]-[#6:61](=[#8:63])-[#6:55]1=[#6:56](-[#7:57](-[#6:64])-[#6:58](=[#6:59](-[#6:60]-1(-[#1:147])-[#1])-[#1:148])-[#1:149])-[#1:172],"EVODEX.2-P103,EVODEX.2-P2617,EVODEX.2-P385,EVODEX.2-P4043,EVODEX.2-P984",110926865414214355790930512165170678794849895614990956073866805639187464819611
EVODEX.2-Em94,([#6:3]-[#8:2]-[#1].[#6:10]-[#6:1](=[#8:28])-[#8]-[#1])>>[#6:3]-[#8:2]-[#6:1](-[#6:10])=[#8:28],"EVODEX.2-P105,EVODEX.2-P3363,EVODEX.2-P3605,EVODEX.2-P3680,EVODEX.2-P917",57797379268820896182064776372571865746331390453252683007482444045208468323354
EVODEX.2-Em95,[#6:27](-[#16&+:1](-[#6:2])-[#6:3])(-[#1:53])(-[#1:54])-[#1:55].[#6:29]-[#8:28]-[#1]>>[#6:3]-[#16:1]-[#6:2].[#6:29]-[#8:28]-[#6:27](-[#1:53])(-[#1:54])-[#1:55],"EVODEX.2-P106,EVODEX.2-P1639,EVODEX.2-P1647,EVODEX.2-P1819,EVODEX.2-P340",24563271286313887360187550423730611937223701641265160768093960603662640800794
EVODEX.2-Em96,[#6:29]-[#8:28]-[#1]>>[#6:29]-[#8:28]-[#6](-[#1])(-[#1])-[#1],"EVODEX.2-P107,EVODEX.2-P1648,EVODEX.2-P1798,EVODEX.2-P341,EVODEX.2-P809",7487319707321849381415161596346416305135968914730396545450423338596141580632
EVODEX.2-Em97,[#6](-[#7:55](-[#6](-[#1])(-[#1])-[#1])-[#6:56])(-[#1])(-[#1])-[#1]>>[#7:55](-[#6:56])(-[#1])-[#1],"EVODEX.2-P109,EVODEX.2-P2297,EVODEX.2-P3539,EVODEX.2-P4246,EVODEX.2-P4250",20523926321854744944186296812370974618628661997783331870167405844001577998360
EVODEX.2-Em98,[#6:3]-[#6:1](-[#8:20]-[#1])(-[#1:27])-[#1:28]>>[#6:3]-[#6:1](-[#8]-[#15](=[#8])(-[#8])-[#8])(-[#1:27])-[#1:28].[#8:20](-[#1])-[#1],"EVODEX.2-P110,EVODEX.2-P119,EVODEX.2-P1298,EVODEX.2-P2253,EVODEX.2-P697",89238368635868049280623969450111262704473130922795092852131974003466055754709
EVODEX.2-Em100,[#6:3]-[#6:1](-[#8:24]-[#1])(-[#1:60])-[#1:61]>>[#6:3]-[#6:1](-[#8]-[#1])(-[#1:60])-[#1:61].[#8]-[#15](=[#8])(-[#8:24]-[#1])-[#8],"EVODEX.2-P1065,EVODEX.2-P112,EVODEX.2-P2508,EVODEX.2-P2931,EVODEX.2-P615",10033265836829927494639592294537409023592830940907901585212223538623629950084
EVODEX.2-Em101,[#6:3]-[#6:1](-[#8:24]-[#1])(-[#1:60])-[#1:61].[#8:2](-[#1])-[#1]>>[#6:3]-[#6:1](-[#8:2]-[#1])(-[#1:60])-[#1:61].[#8]-[#15](=[#8])(-[#8:24]-[#1])-[#8],"EVODEX.2-P1066,EVODEX.2-P113,EVODEX.2-P1516,EVODEX.2-P1923,EVODEX.2-P2932",54502625235927893732167132082093227576678236316570183633089542710553592644643
EVODEX.2-Em102,[#6:3]-[#16:2]-[#1].[#6:50]-[#6:1](=[#8:51])-[#6:80](-[#6:83](=[#8:84])-[#16:85])(-[#1:221])-[#1:222]>>[#6:50]-[#6:1](=[#8:51])-[#16:2]-[#6:3].[#16:85]-[#6:83](=[#8:84])-[#6:80](-[#6](=[#8])-[#8])(-[#1:221])-[#1:222],"EVODEX.2-P1093,EVODEX.2-P114,EVODEX.2-P2596,EVODEX.2-P2836,EVODEX.2-P3164",57882803770429856665309887381190787394744571851573757655966404163849618836093
EVODEX.2-Em103,[#6:2]-[#6:1](-[#8]-[#1])(-[#6:3](=[#8:6])-[#16:7])-[#1:89].[#8:63]=[#6:60](-[#8]-[#1])-[#6:64]>>[#6:2]-[#6:1](-[#6:3](=[#8:6])-[#16:7])(-[#1:89])-[#1].[#6:64]-[#6:60](=[#8:63])-[#6](=[#8])-[#8],"EVODEX.2-P115,EVODEX.2-P1749,EVODEX.2-P2643,EVODEX.2-P2869,EVODEX.2-P3176",69137047075440366045624662719094281653507482916839623226043963018348930790068
EVODEX.2-Em104,[#6:4]-[#6:1](-[#6:3])=[#8:2]>>[#6:4]-[#6:1](-[#6:3])(-[#8:2]-[#1])-[#1],"EVODEX.2-P117,EVODEX.2-P1939,EVODEX.2-P738,EVODEX.2-P869,EVODEX.2-P945",107097420777248083802390982694167156687044516505244249913996903386201589571974
EVODEX.2-Em105,[#8:2]=[#6:1](-[#6:3])-[#6:4].[#8:32](-[#8:33]-[#1])-[#1]>>[#6:3]-[#6:1](-[#8:2]-[#1])(-[#6:4])-[#1].[#8:32]=[#8:33],"EVODEX.2-P118,EVODEX.2-P198,EVODEX.2-P2186,EVODEX.2-P303,EVODEX.2-P3387",3215224486414555928388951061524629680939311273728985987979484525284026238226
EVODEX.2-Em106,[#8:42]=[#15:41](-[#8:43])(-[#8:44])-[#8:39]-[#6:1](-[#8:3])(-[#6:4])-[#1:50].[#8:14]-[#15:13](=[#8:15])(-[#8:16])-[#8:2]-[#15:40](=[#8:45])(-[#8:46])-[#8:47]>>[#8:14]-[#15:13](=[#8:15])(-[#8:16])-[#8:2]-[#6:1](-[#8:3])(-[#6:4])-[#1:50].[#8:42]=[#15:41](-[#8:43])(-[#8:44])-[#8:39]-[#15:40](=[#8:45])(-[#8:46])-[#8:47],"EVODEX.2-P1049,EVODEX.2-P120,EVODEX.2-P2903,EVODEX.2-P3187,EVODEX.2-P3865",14974657430342000568849142597694670323298446096815705531104633461262948737530
EVODEX.2-Em107,[#6:3](-[#8:2]-[#1])-[#6:1](-[#8]-[#1])(-[#6:12])-[#1:40]>>[#6:3]1-[#8:2]-[#6:1]-1(-[#6:12])-[#1:40],"EVODEX.2-P121,EVODEX.2-P1884,EVODEX.2-P2620,EVODEX.2-P2832,EVODEX.2-P925",96101200969768707389746085893443969115117814555573122610575740328555716404352
EVODEX.2-Em110,[#6:3]-[#6:1](-[#8]-[#1])(-[#1:33])-[#1:34].[#8:15]=[#16:14](=[#8:16])(-[#8:2]-[#1])-[#8:17]>>[#6:3]-[#6:1](-[#8:2]-[#16:14](=[#8:15])(=[#8:16])-[#8:17])(-[#1:33])-[#1:34],"EVODEX.2-P124,EVODEX.2-P2327,EVODEX.2-P2602,EVODEX.2-P2714,EVODEX.2-P914",91908174221094265687387743315320149051636438698345981513461726292198464005742
EVODEX.2-Em111,[#6:3]-[#6:1](-[#6:4](=[#8:6])-[#16:7])(-[#1:95])-[#1].[#6]-[#6](=[#8])-[#6:71](=[#8:73])-[#8:72]-[#1].[#8:2]=[#8]>>[#6:3]-[#6:1](-[#8:2]-[#1])(-[#6:4](=[#8:6])-[#16:7])-[#1:95].[#8:72]=[#6:71]=[#8:73],"EVODEX.2-P126,EVODEX.2-P2391,EVODEX.2-P2613,EVODEX.2-P3910,EVODEX.2-P746",45281884508479179938558571841399376104469556622395596954171407293255042644689
