id,smarts,entry_id,mechanism_id
42,[O&D1&v2&H0&0*&!R:1]=[C&D3&v4&H0&0*&!R&z2:2]-[C&D2&v4&H1&0*&!R&z0:3]=[C&D2&v4&H1&0*&!R&z0:4]-[C&D2&v4&H1&0*&!R&z0:5]=[C&D3&v4&H0&0*&!R&z1:6]-[O&D1&v2&H1&0*&!R:7]>>[O&D1&v2&H0&0*&!R:1]=[C&D3&v4&H0&0*&!R&z2:2]-[C&D2&v4&H2&0*&!R&z0:3]-[C&D2&v4&H1&0*&!R&z0:4]=[C&D2&v4&H1&0*&!R&z0:5]-[C&D3&v4&H0&0*&!R&z1:6]=[O&D1&v2&H0&0*&!R:7],[61],[1]
43,[C&D3&v4&H0&0*&!R&z1:1]=[O&D1&v2&H0&0*&!R:2].[N&D1&v3&H2&0*&!R:3]-[C&D3&v4&H1&0*&!R&z1:4]>>[C&D3&v4&H0&0*&!R&z1:4]=[O&D1&v2&H0&0*&!R:2].[C&D3&v4&H1&0*&!R&z1:1]-[N&D1&v3&H2&0*&!R:3],[66],[1]
44,[C&D3&v4&H1&0*&!R&z1:1]-[N&D1&v3&H2&0*&!R:2].[O&D0&v2&H2&0*&!R:3].[c&D3&v4&H0&0*&R&z0:4]1:[c&D2&v4&H1&0*&R&z0:5]:[c&D2&v4&H1&0*&R&z0:6]:[c&D2&v4&H1&0*&R&z1:7]:[n&D3&v4&H0&+&R:8]:[c&D2&v4&H1&0*&R&z1:9]:1>>[C&D3&v4&H0&0*&!R&z1:1]=[O&D1&v2&H0&0*&!R:3].[C&D3&v4&H0&0*&R&z0:4]1=[C&D2&v4&H1&0*&R&z1:9]-[N&D3&v3&H0&0*&R:8]-[C&D2&v4&H1&0*&R&z1:7]=[C&D2&v4&H1&0*&R&z0:6]-[C&D2&v4&H2&0*&R&z0:5]-1.[N&D0&v3&H3&0*&!R:2],[67],[1]
45,[O&D1&v2&H1&0*&!R:1].[S&D2&v2&H0&0*&!R:2]-[C&D3&v4&H0&0*&!R&z2:3]=[O&D1&v2&H0&0*&!R:4]>>[C&D3&v4&H0&0*&!R&z2:3](=[O&D1&v2&H0&0*&!R:4])-[O&D2&v2&H0&0*&!R:1].[S&D1&v2&H1&0*&!R:2],[69],[1]
46,[C&D3&v4&H1&0*&!R&z0:1](-[C&D3&v4&H0&0*&!R&z2:2]-[O&D1&v2&H1&0*&!R:3])-[C&D3&v4&H0&0*&!R&z2:4]=[O&D1&v2&H0&0*&!R:5]>>[C&D2&v4&H2&0*&!R&z0:1]-[C&D3&v4&H0&0*&!R&z2:4]=[O&D1&v2&H0&0*&!R:5].[O&D1&v2&H0&0*&!R:3]=[C&D2&v4&H0&0*&!R&z2:2],[70],[1]
47,[C&D3&v4&H1&0*&!R&z1:1](-[O&D1&v2&H1&0*&!R:2])-[C&D3&v4&H1&0*&!R&z1:3]~[*:4]~[O&D1&v2&H0&0*&!R:5]>>[C&D2&v4&H1&0*&!R&z1:1]=[O&D1&v2&H0&0*&!R:2].[O&D1&v2&H0&0*&!R:5]~[*:4]~[C&D2&v4&H2&0*&!R&z1:3],[72],[1]
48,[*:1](~[O&D1&v2&H0&0*&!R:2])~[*:3]~[P&D4&v5&H0&0*&!R:4](-[O&D1&v2&H1&0*&!R:5])-[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:7](-[O&D1&v2&H1&0*&!R:8])-[O&D1&v2&H1&0*&!R:9].([N&D1&v3&H2&0*&!R:10].[N&D1&v3&H2&0*&!R:11]).[O&D1&v2&H0&0*&!R:12]=[C&D2&v4&H0&0*&!R&z2:13]=[O&D1&v2&H0&0*&!R:14]>>[*:1](~[O&D1&v2&H0&0*&!R:2])~[*:3]~[P&D4&v5&H0&0*&!R:4](-[O&D1&v2&H1&0*&!R:12])-[O&D1&v2&H1&0*&!R:5].[N&D2&v3&H1&0*&R:10]-[C&D3&v4&H0&0*&R&z3:13](=[O&D1&v2&H0&0*&!R:14])-[N&D2&v3&H1&0*&R:11].[P&D4&v5&H0&0*&!R:7](-[O&D1&v2&H1&0*&!R:6])(-[O&D1&v2&H1&0*&!R:8])-[O&D1&v2&H1&0*&!R:9],[74],[1]
49,[C&D3&v4&H0&0*&!R&z2:1](=[O&D1&v2&H0&0*&!R:2])-[O&D1&v2&H1&0*&!R:3].[N&D0&v3&H3&0*&!R:4].[P&D4&v5&H0&0*&!R:5](-[O&D1&v2&H1&0*&!R:6])-[O&D2&v2&H0&0*&!R:7]~[*:8]~[O&D1&v2&H1&0*&!R:9]>>[*:8](~[O&D1&v2&H1&0*&!R:7])~[O&D1&v2&H1&0*&!R:9].[N&D1&v3&H2&0*&!R:4]-[C&D3&v4&H0&0*&!R&z2:1]=[O&D1&v2&H0&0*&!R:2].[P&D4&v5&H0&0*&!R:5](-[O&D1&v2&H1&0*&!R:3])-[O&D1&v2&H1&0*&!R:6],[75],[1]
50,[C&D1&v4&H3&0*&!R&z0:1]-[C&D3&v4&H0&0*&!R&z2:2](=[O&D1&v2&H0&0*&!R:3])-[S&D2&v2&H0&0*&!R:4].[C&D3&v4&H0&0*&!R&z1:5]=[O&D1&v2&H0&0*&!R:6].[O&D0&v2&H2&0*&!R:7]>>[O&D1&v2&H0&0*&!R:3]=[C&D3&v4&H0&0*&!R&z2:2](-[O&D1&v2&H1&0*&!R:7])-[C&D2&v4&H2&0*&!R&z0:1]-[C&D4&v4&H0&0*&!R&z1:5]-[O&D1&v2&H1&0*&!R:6].[S&D1&v2&H1&0*&!R:4],[78],[1]
51,[n&D2&v3&H0&0*&R:1]:[c&D2&v4&H1&0*&R&z2:2]:[n&D2&v3&H1&0*&R:3].[n&D3&v4&H0&+&R:4]-[C&D3&v4&H1&0*&R&z2:5]>>[n&D2&v3&H0&0*&R:4].[n&D2&v3&H0&0*&R:1]:[c&D2&v4&H1&0*&R&z2:2]:[n&D3&v3&H0&0*&R:3]-[C&D3&v4&H1&0*&R&z2:5],"[79, 79]","[1, 2]"
52,[C&D2&v4&H2&0*&!R&z0:1]-[C&D3&v4&H1&0*&!R&z1:2]-[N&D2&v3&H1&0*&!R:3]>>[C&D2&v4&H1&0*&!R&z0:1]=[C&D2&v4&H1&0*&!R&z0:2].[N&D1&v3&H2&0*&!R:3],[80],[1]
53,[O&D1&v2&H0&0*&!R:1]=[C&D3&v4&H0&0*&!R&z1:2](-[C&D2&v4&H2&0*&!R&z1:3]-[O&D1&v2&H1&0*&!R:4])-[C&D2&v4&H2&0*&!R&z1:5]-[O&D2&v2&H0&0*&!R:6]>>[C&D1&v4&H3&0*&!R&z0:5]-[C&D3&v4&H0&0*&!R&z1:2](=[O&D1&v2&H0&0*&!R:1])-[C&D2&v4&H1&0*&!R&z1:3]=[O&D1&v2&H0&0*&!R:4].[O&D1&v2&H1&0*&!R:6],[85],[1]
54,([C&D1&v4&H3&0*&!R&z0:1].[C&D2&v4&H1&0*&!R&z1:2]=[O&D1&v2&H0&0*&!R:3]).[O&D1&v2&H1&0*&!R:4]>>([C&D2&v4&H2&0*&!R&z1:2]-[O&D1&v2&H1&0*&!R:3].[C&D2&v4&H2&0*&!R&z1:1]-[O&D2&v2&H0&0*&!R:4]),[85],[1]
55,[*:1](~[O&D1&v2&H0&0*&!R:2])~[*:3]~[*:4](~[O&D1&v2&H0&0*&!R:5])~[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:7].[N&D1&v3&H1&0*&!R:8]~[*:9]~[N&D1&v3&H2&0*&!R:10]>>[*:1](~[O&D1&v2&H0&0*&!R:2])~[*:3]~[*:4](~[O&D1&v2&H0&0*&!R:5])~[O&D1&v2&H1&0*&!R:6].[N&D1&v3&H1&0*&!R:8]~[*:9]~[N&D2&v3&H1&0*&!R:10]-[P&D4&v5&H0&0*&!R:7],[86],[1]
56,[*:1](~[O&D1&v2&H0&0*&!R:2])~[*:3]~[*:4](~[O&D1&v2&H0&0*&!R:5])~[O&D1&v2&H1&0*&!R:6].[N&D2&v3&H1&0*&!R:7]-[P&D4&v5&H0&0*&!R:8]>>[*:1](~[O&D1&v2&H0&0*&!R:2])~[*:3]~[*:4](~[O&D1&v2&H0&0*&!R:5])~[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:8].[N&D1&v3&H2&0*&!R:7],[86],[1]
57,[N&D1&v3&H2&0*&!R:1]-[C&D3&v4&H0&0*&!R&z3:2](-[N&D1&v3&H2&0*&!R:3])=[O&D1&v2&H0&0*&!R:4].[O&D0&v2&H2&0*&!R:5]>>[N&D0&v3&H3&0*&!R:1].[N&D0&v3&H3&0*&!R:3].[O&D1&v2&H0&0*&!R:5]=[C&D2&v4&H0&0*&!R&z2:2]=[O&D1&v2&H0&0*&!R:4],"[87, 87]","[2, 4]"
58,[C&D2&v4&H2&0*&!R&z1:1]-[O&D1&v2&H1&0*&!R:2].[P&D4&v5&H0&0*&!R:3]-[O&D1&v2&H1&0*&!R:4]>>[C&D2&v4&H2&0*&!R&z1:1]-[O&D1&v2&H1&0*&!R:4].[P&D4&v5&H0&0*&!R:3]-[O&D1&v2&H1&0*&!R:2],"[88, 88]","[1, 1]"
59,[C&D3&v4&H1&0*&R&z1:1](-[C&D2&v4&H2&0*&!R&z1:2]-[S&D2&v2&H0&0*&!R:3])-[C&D3&v4&H1&0*&R&z1:4]-[O&D1&v2&H1&0*&!R:5].[O&D0&v2&H2&0*&!R:6]>>[C&D3&v4&H1&0*&R&z1:1](-[C&D2&v4&H2&0*&!R&z1:2]-[O&D1&v2&H1&0*&!R:6])-[C&D3&v4&H1&0*&R&z1:4]-[O&D1&v2&H1&0*&!R:5].[S&D1&v2&H1&0*&!R:3],[90],[1]
60,[C&D2&v4&H2&0*&!R&z1:1]-[O&D1&v2&H1&0*&!R:2].[O&D0&v2&H2&0*&!R:3].[c&D3&v4&H0&0*&R&z0:4]1:[c&D2&v4&H1&0*&R&z0:5]:[c&D2&v4&H1&0*&R&z0:6]:[c&D2&v4&H1&0*&R&z1:7]:[n&D3&v4&H0&+&R:8]:[c&D2&v4&H1&0*&R&z1:9]:1.[c&D3&v4&H0&0*&R&z0:10]1:[c&D2&v4&H1&0*&R&z0:11]:[c&D2&v4&H1&0*&R&z0:12]:[c&D2&v4&H1&0*&R&z1:13]:[n&D3&v4&H0&+&R:14]:[c&D2&v4&H1&0*&R&z1:15]:1>>[C&D3&v4&H0&0*&R&z0:10]1=[C&D2&v4&H1&0*&R&z1:15]-[N&D3&v3&H0&0*&R:14]-[C&D2&v4&H1&0*&R&z1:13]=[C&D2&v4&H1&0*&R&z0:12]-[C&D2&v4&H2&0*&R&z0:11]-1.[C&D3&v4&H0&0*&R&z0:4]1=[C&D2&v4&H1&0*&R&z1:9]-[N&D3&v3&H0&0*&R:8]-[C&D2&v4&H1&0*&R&z1:7]=[C&D2&v4&H1&0*&R&z0:6]-[C&D2&v4&H2&0*&R&z0:5]-1.[O&D1&v2&H0&0*&!R:3]=[C&D3&v4&H0&0*&!R&z2:1]-[O&D1&v2&H1&0*&!R:2],"[92, 92]","[2, 1]"
61,[C&D3&v4&H0&0*&!R&z2:1](=[O&D1&v2&H0&0*&!R:2])-[S&D2&v2&H0&0*&!R:3].[C&D3&v4&H0&0*&R&z0:4]1=[C&D2&v4&H1&0*&R&z1:5]-[N&D3&v3&H0&0*&R:6]-[C&D2&v4&H1&0*&R&z1:7]=[C&D2&v4&H1&0*&R&z0:8]-[C&D2&v4&H2&0*&R&z0:9]-1.[C&D3&v4&H0&0*&R&z0:10]1=[C&D2&v4&H1&0*&R&z1:11]-[N&D3&v3&H0&0*&R:12]-[C&D2&v4&H1&0*&R&z1:13]=[C&D2&v4&H1&0*&R&z0:14]-[C&D2&v4&H2&0*&R&z0:15]-1>>[C&D2&v4&H2&0*&!R&z1:1]-[O&D1&v2&H1&0*&!R:2].[S&D1&v2&H1&0*&!R:3].[c&D3&v4&H0&0*&R&z0:10]1:[c&D2&v4&H1&0*&R&z0:15]:[c&D2&v4&H1&0*&R&z0:14]:[c&D2&v4&H1&0*&R&z1:13]:[n&D3&v4&H0&+&R:12]:[c&D2&v4&H1&0*&R&z1:11]:1.[c&D3&v4&H0&0*&R&z0:4]1:[c&D2&v4&H1&0*&R&z0:9]:[c&D2&v4&H1&0*&R&z0:8]:[c&D2&v4&H1&0*&R&z1:7]:[n&D3&v4&H0&+&R:6]:[c&D2&v4&H1&0*&R&z1:5]:1,"[93, 93, 93]","[3, 2, 1]"
62,[C&D3&v4&H1&0*&!R&z1:1]-[O&D2&v2&H0&0*&!R:2]-[C&D3&v4&H0&0*&!R&z2:3]=[O&D1&v2&H0&0*&!R:4].[O&D0&v2&H2&0*&!R:5]>>[C&D3&v4&H0&0*&!R&z2:3](=[O&D1&v2&H0&0*&!R:4])-[O&D1&v2&H1&0*&!R:2].[C&D3&v4&H1&0*&!R&z1:1]-[O&D1&v2&H1&0*&!R:5],[94],[1]
63,[O&D2&v2&H0&0*&R:1]-[C&D3&v4&H1&0*&R&z2:2](-[O&D1&v2&H1&0*&!R:3])-[C&D3&v4&H1&0*&R&z1:4]-[O&D1&v2&H1&0*&!R:5]>>([C&D3&v4&H0&0*&!R&z1:4](=[O&D1&v2&H0&0*&!R:5])-[C&D2&v4&H2&0*&!R&z1:2]-[O&D1&v2&H1&0*&!R:3].[O&D1&v2&H1&0*&!R:1]),[95],[1]
64,([C&D3&v4&H0&0*&!R&z1:1](=[O&D1&v2&H0&0*&!R:2])-[C&D2&v4&H2&0*&!R&z1:3].[O&D1&v2&H1&0*&!R:4])>>[O&D2&v2&H0&0*&R:4]-[C&D3&v4&H1&0*&R&z2:3]-[C&D3&v4&H1&0*&R&z1:1]-[O&D1&v2&H1&0*&!R:2],[95],[1]
65,[N&D3&v3&H0&0*&!R:1]-[C&D3&v4&H0&0*&!R&z3:2](=[N&D1&v3&H1&0*&!R:3])-[N&D1&v3&H2&0*&!R:4].[O&D0&v2&H2&0*&!R:5]>>[N&D1&v3&H2&0*&!R:3]-[C&D3&v4&H0&0*&!R&z3:2](-[N&D1&v3&H2&0*&!R:4])=[O&D1&v2&H0&0*&!R:5].[N&D2&v3&H1&0*&!R:1],[96],[1]
66,[N&D2&v3&H1&0*&!R:1]-[C&D2&v4&H1&0*&!R&z2:2]=[O&D1&v2&H0&0*&!R:3].[O&D0&v2&H2&0*&!R:4]>>[N&D1&v3&H2&0*&!R:1].[O&D1&v2&H0&0*&!R:3]=[C&D2&v4&H1&0*&!R&z2:2]-[O&D1&v2&H1&0*&!R:4],[98],[1]
67,[N&D1&v3&H2&0*&!R:1].[O&D1&v2&H0&0*&!R:2]=[C&D2&v4&H1&0*&!R&z2:3]-[O&D1&v2&H1&0*&!R:4]>>[N&D2&v3&H1&0*&!R:1]-[C&D2&v4&H1&0*&!R&z2:3]=[O&D1&v2&H0&0*&!R:2].[O&D0&v2&H2&0*&!R:4],[98],[1]
68,[C&D2&v4&H1&0*&!R&z1:1]=[O&D1&v2&H0&0*&!R:2].[O&D0&v2&H2&0*&!R:3].[c&D3&v4&H0&0*&R&z0:4]1:[c&D2&v4&H1&0*&R&z0:5]:[c&D2&v4&H1&0*&R&z0:6]:[c&D2&v4&H1&0*&R&z1:7]:[n&D3&v4&H0&+&R:8]:[c&D2&v4&H1&0*&R&z1:9]:1>>[C&D3&v4&H0&0*&!R&z2:1](=[O&D1&v2&H0&0*&!R:2])-[O&D1&v2&H1&0*&!R:3].[C&D3&v4&H0&0*&R&z0:4]1=[C&D2&v4&H1&0*&R&z1:9]-[N&D3&v3&H0&0*&R:8]-[C&D2&v4&H1&0*&R&z1:7]=[C&D2&v4&H1&0*&R&z0:6]-[C&D2&v4&H2&0*&R&z0:5]-1,[100],[1]
69,[O&D0&v2&H2&0*&!R:1].[P&D4&v5&H0&0*&!R:2](=[O&D1&v2&H0&0*&!R:3])-[O&D2&v2&H0&0*&!R:4]~[*:5](~[O&D1&v2&H0&0*&!R:6])~[*:7]~[*:8]~[O&D1&v2&H0&0*&!R:9]>>[*:8](~[O&D1&v2&H0&0*&!R:9])~[*:7]~[*:5](~[O&D1&v2&H0&0*&!R:6])~[O&D1&v2&H1&0*&!R:4].[P&D4&v5&H0&0*&!R:2](=[O&D1&v2&H0&0*&!R:3])-[O&D1&v2&H1&0*&!R:1],[101],[1]
70,[C&D3&v4&H0&0*&!R&z1:1](=[O&D1&v2&H0&0*&!R:2])-[C&D3&v4&H0&0*&!R&z2:3]-[O&D1&v2&H1&0*&!R:4].[S&D2&v2&H0&0*&R:5]-[S&D2&v2&H0&0*&R:6]>>[O&D1&v2&H0&0*&!R:4]=[C&D2&v4&H0&0*&!R&z2:3].([S&D1&v2&H1&0*&!R:6].[S&D2&v2&H0&0*&!R:5]-[C&D3&v4&H0&0*&!R&z2:1]=[O&D1&v2&H0&0*&!R:2]),"[106, 280]","[1, 1]"
71,[C&D3&v4&H0&0*&R&z0:1]1=[C&D2&v4&H1&0*&R&z1:2]-[N&D3&v3&H0&0*&R:3]-[C&D2&v4&H1&0*&R&z1:4]=[C&D2&v4&H1&0*&R&z0:5]-[C&D2&v4&H2&0*&R&z0:6]-1.[N&D2&v3&H0&0*&R:7]=[C&D3&v4&H0&0*&R&z1:8]>>[N&D2&v3&H1&0*&R:7]-[C&D3&v4&H1&0*&R&z1:8].[c&D3&v4&H0&0*&R&z0:1]1:[c&D2&v4&H1&0*&R&z0:6]:[c&D2&v4&H1&0*&R&z0:5]:[c&D2&v4&H1&0*&R&z1:4]:[n&D3&v4&H0&+&R:3]:[c&D2&v4&H1&0*&R&z1:2]:1,"[112, 752]","[1, 1]"
72,[N&D3&v3&H0&0*&R:1](~[*:2]~[*:3]~[*:4]~[*:5]~[*:6]~[*:7]~[*:8]~[*:9]~[*:10]~[*:11]~[*:12]~[*:13]~[*:14]~[O&D1&v2&H1&0*&!R:15])-[C&D2&v4&H1&0*&R&z1:16]=[C&D2&v4&H1&0*&R&z0:17]-[C&D2&v4&H2&0*&R&z0:18].[c&D3&v4&H0&0*&R&z0:19](:[c&D2&v4&H1&0*&R&z0:20]):[c&D2&v4&H1&0*&R&z1:21]:[n&D3&v4&H0&+&R:22]~[*:23]~[*:24]~[*:25]~[*:26]~[*:27]~[*:28]~[*:29]~[*:30]~[*:31]~[*:32]~[*:33]~[*:34]~[*:35]~[O&D2&v2&H0&0*&!R:36]-[P&D4&v5&H0&0*&!R:37]>>[N&D3&v3&H0&0*&R:1](~[*:2]~[*:3]~[*:4]~[*:5]~[*:6]~[*:7]~[*:8]~[*:9]~[*:10]~[*:11]~[*:12]~[*:13]~[*:14]~[O&D2&v2&H0&0*&!R:15]-[P&D4&v5&H0&0*&!R:37])-[C&D2&v4&H1&0*&R&z1:16]=[C&D2&v4&H1&0*&R&z0:17]-[C&D2&v4&H2&0*&R&z0:18].[c&D3&v4&H0&0*&R&z0:19](:[c&D2&v4&H1&0*&R&z0:20]):[c&D2&v4&H1&0*&R&z1:21]:[n&D3&v4&H0&+&R:22]~[*:23]~[*:24]~[*:25]~[*:26]~[*:27]~[*:28]~[*:29]~[*:30]~[*:31]~[*:32]~[*:33]~[*:34]~[*:35]~[O&D1&v2&H1&0*&!R:36],[116],[1]
73,[C&D2&v4&H2&0*&!R&z1:1]-[S&D4&v6&H0&0*&!R:2](=[O&D1&v2&H0&0*&!R:3])-[O&D1&v2&H1&0*&!R:4].[C&D3&v4&H0&0*&!R&z1:5](=[O&D1&v2&H0&0*&!R:6])-[C&D3&v4&H0&0*&!R&z2:7]-[O&D1&v2&H1&0*&!R:8].[O&D1&v2&H0&0*&!R:9]=[O&D1&v2&H0&0*&!R:10]>>[C&D2&v4&H1&0*&!R&z1:1]=[O&D1&v2&H0&0*&!R:10].[O&D1&v2&H0&0*&!R:8]=[C&D2&v4&H0&0*&!R&z2:7].[O&D1&v2&H0&0*&!R:6]=[C&D3&v4&H0&0*&!R&z2:5]-[O&D1&v2&H1&0*&!R:9].[S&D3&v4&H0&0*&!R:2](-[O&D1&v2&H1&0*&!R:3])-[O&D1&v2&H1&0*&!R:4],[129],[1]
74,[N&D1&v3&H2&0*&!R:1]-[C&D3&v4&H1&0*&!R&z1:2]-[C&D2&v4&H2&0*&!R&z1:3]-[O&D1&v2&H1&0*&!R:4].([N&D2&v3&H1&0*&!R:5].[N&D2&v3&H1&0*&R:6]~[*:7]~[*:8]~[N&D2&v3&H1&0*&R:9])>>[N&D1&v3&H2&0*&!R:1]-[C&D2&v4&H2&0*&!R&z1:2].[N&D3&v3&H0&0*&R:6](-[C&D2&v4&H2&0*&R&z2:3]-[N&D3&v3&H0&0*&R:5])~[*:7]~[*:8]~[N&D2&v3&H1&0*&R:9].[O&D0&v2&H2&0*&!R:4],[147],[1]
75,[O&D1&v2&H0&0*&!R:1]=[C&D2&v4&H1&0*&!R&z1:2].[O&D1&v2&H0&0*&!R:3]=[C&D3&v4&H0&0*&!R&z1:4]-[C&D3&v4&H1&0*&!R&z1:5]-[C&D3&v4&H1&0*&!R&z1:6]-[O&D1&v2&H1&0*&!R:7]>>[O&D1&v2&H0&0*&!R:7]=[C&D2&v4&H1&0*&!R&z1:6].[O&D1&v2&H0&0*&!R:3]=[C&D3&v4&H0&0*&!R&z1:4]-[C&D3&v4&H1&0*&!R&z1:5]-[C&D3&v4&H1&0*&!R&z1:2]-[O&D1&v2&H1&0*&!R:1],"[148, 148]","[2, 1]"
76,[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&0*&!R:5])~[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:7]-[O&D1&v2&H1&0*&!R:8].[O&D1&v2&H1&0*&!R:9]>>[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&0*&!R:6])~[O&D1&v2&H1&0*&!R:5].[O&D2&v2&H0&0*&!R:9]-[P&D4&v5&H0&0*&!R:7]-[O&D1&v2&H1&0*&!R:8],[150],[1]
77,[C&D2&v4&H2&0*&!R&z1:1]-[O&D1&v2&H1&0*&!R:2].[P&D4&v5&H0&0*&!R:3](-[O&D1&v2&H1&0*&!R:4])-[O&D2&v2&H0&0*&!R:5]-[P&D4&v5&H0&0*&!R:6](=[O&D1&v2&H0&0*&!R:7])(-[O&D1&v2&H1&0*&!R:8])~[*:9]~[*:10]~[O&D1&v2&H1&0*&!R:11]>>[C&D2&v4&H2&0*&!R&z1:1]-[O&D2&v2&H0&0*&!R:5]-[P&D4&v5&H0&0*&!R:6](=[O&D1&v2&H0&0*&!R:7])(-[O&D1&v2&H1&0*&!R:8])~[*:9]~[*:10]~[O&D1&v2&H1&0*&!R:11].[P&D4&v5&H0&0*&!R:3](-[O&D1&v2&H1&0*&!R:2])-[O&D1&v2&H1&0*&!R:4],[151],[1]
78,[C&D2&v4&H2&0*&!R&z1:1]-[O&D1&v2&H1&0*&!R:2].[P&D4&v5&H0&0*&!R:3](=[O&D1&v2&H0&0*&!R:4])-[O&D2&v2&H0&0*&!R:5]-[P&D4&v5&H0&0*&!R:6]=[O&D1&v2&H0&0*&!R:7]>>[C&D2&v4&H2&0*&!R&z1:1]-[O&D2&v2&H0&0*&!R:5]-[P&D4&v5&H0&0*&!R:3]=[O&D1&v2&H0&0*&!R:4].[P&D4&v5&H0&0*&!R:6](=[O&D1&v2&H0&0*&!R:7])-[O&D1&v2&H1&0*&!R:2],[152],[3]
79,[P&D4&v5&H0&0*&!R:1]-[O&D2&v2&H0&0*&!R:2]-[S&D4&v6&H0&0*&!R:3]-[O&D1&v2&H1&0*&!R:4].[c&D3&v4&H0&0*&R&z1:5]-[O&D1&v2&H1&0*&!R:6]>>[P&D4&v5&H0&0*&!R:1]-[O&D1&v2&H1&0*&!R:6].[c&D3&v4&H0&0*&R&z1:5]-[O&D2&v2&H0&0*&!R:2]-[S&D4&v6&H0&0*&!R:3]-[O&D1&v2&H1&0*&!R:4],[154],[1]
80,[O&D1&v2&H0&0*&!R:1]=[C&D3&v4&H0&0*&!R&z2:2]-[O&D1&v2&H1&0*&!R:3].[S&D2&v2&H0&0*&!R:4]-[C&D2&v4&H1&0*&!R&z2:5]=[O&D1&v2&H0&0*&!R:6]>>[O&D1&v2&H0&0*&!R:6]=[C&D2&v4&H1&0*&!R&z2:5]-[O&D1&v2&H1&0*&!R:3].[S&D2&v2&H0&0*&!R:4]-[C&D3&v4&H0&0*&!R&z2:2]=[O&D1&v2&H0&0*&!R:1],"[155, 155]","[2, 1]"
81,[C&D1&v4&H3&0*&!R&z1:1]-[S&D2&v2&H0&0*&!R:2].[S&D1&v2&H1&0*&!R:3]>>[C&D0&v4&H4&0*&!R&z0:1].[S&D2&v2&H0&0*&!R:3]-[S&D2&v2&H0&0*&!R:2],[156],[2]
82,[C&D3&v4&H0&0*&!R&z2:1](=[O&D1&v2&H0&0*&!R:2])-[S&D2&v2&H0&0*&!R:3].[O&D0&v2&H2&0*&!R:4]>>[C&D3&v4&H0&0*&!R&z2:1](=[O&D1&v2&H0&0*&!R:2])-[O&D1&v2&H1&0*&!R:4].[S&D1&v2&H1&0*&!R:3],"[157, 345]","[1, 1]"
83,[C&D3&v4&H0&0*&!R&z2:1]-[O&D1&v2&H1&0*&!R:2].[S&D1&v2&H1&0*&!R:3]>>[C&D3&v4&H0&0*&!R&z2:1]-[S&D2&v2&H0&0*&!R:3].[O&D0&v2&H2&0*&!R:2],[157],[1]
84,[C&D3&v4&H1&0*&R&z1:1]-[O&D2&v2&H0&0*&!R:2]-[S&D4&v6&H0&0*&!R:3].[O&D0&v2&H2&0*&!R:4]>>[C&D3&v4&H1&0*&R&z1:1]-[O&D1&v2&H1&0*&!R:4].[S&D4&v6&H0&0*&!R:3]-[O&D1&v2&H1&0*&!R:2],[158],[1]
85,[O&D0&v2&H2&0*&!R:1].[P&D4&v5&H0&0*&!R:2]-[O&D2&v2&H0&0*&!R:3]-[c&D3&v4&H0&0*&R&z1:4]>>[O&D1&v2&H1&0*&!R:1]-[c&D3&v4&H0&0*&R&z1:4].[P&D4&v5&H0&0*&!R:2]-[O&D1&v2&H1&0*&!R:3],[159],[1]
86,[O&D1&v2&H1&0*&!R:1].[O&D1&v2&H1&0*&!R:2]-[c&D3&v4&H0&0*&R&z1:3]>>[O&D0&v2&H2&0*&!R:2].[O&D2&v2&H0&0*&!R:1]-[c&D3&v4&H0&0*&R&z1:3],[159],[1]
87,[C&D2&v4&H1&0*&!R&z0:1]=[C&D2&v4&H1&0*&!R&z0:2]-[C&D2&v4&H1&0*&!R&z0:3]=[C&D2&v4&H1&0*&!R&z0:4]-[C&D2&v4&H1&0*&!R&z0:5]=[C&D2&v4&H1&0*&!R&z0:6]-[C&D3&v4&H1&0*&R&z1:7]-[O&D2&v2&H0&0*&R:8].[O&D0&v2&H2&0*&!R:9]>>([C&D3&v4&H1&0*&!R&z1:1](-[O&D1&v2&H1&0*&!R:9])-[C&D2&v4&H1&0*&!R&z0:2]=[C&D2&v4&H1&0*&!R&z0:3]-[C&D2&v4&H1&0*&!R&z0:4]=[C&D2&v4&H1&0*&!R&z0:5]-[C&D2&v4&H1&0*&!R&z0:6]=[C&D2&v4&H1&0*&!R&z0:7].[O&D1&v2&H1&0*&!R:8]),"[166, 166]","[1, 2]"
