id,smarts,ni_ids
268,([#6:1]=[#6:2].[#6:3]=[#6:4]-[#6:5]-[#6:6]-[#6:7](-[#6:8])=[#6:9]-[#6:10]-[#8:11])>>[#6:1]-[#6:2]-[#6:6]1-[#6:5]2-[#6:7](=[#6:8])-[#6:9]-[#6:10]-[#6:4]-1-2-[#6:3].[#8:11],['rule1191']
269,[#6:1]-[#6:2]=[#8:3].[#7:4]>>[#7:4]-[#6:2]-[#6:1]-[#8:3],['rule0340']
270,[#6:1].[#6:2]=[#6:3]>>[#6:1]-[#6:2]-[#6:3],['rule0374']
271,[#6:1]=[#6:2]-[#6:3].[#8:4]=[#8:5]>>[#6:3]=[#6:2]-[#6:1]-[#8:4]-[#8:5],['rule0131']
272,[#6:1]=[#6:2]-[#8:3]>>[#6:1]-[#6:2]=[#8:3],['rule0175']
273,[#6:1]-[#16+:2].[#8:3]-[As:4]>>[#16+0:2].[#6:1]-[As:4]=[#8:3],['rule0710']
274,[#6:1]-[#6:2]-[#6:3]-[#6:4]-[#6:5]-[#6:6]-[#8:7]>>([#6:1]=[#6:2].[#6:3]=[#6:4].[#6:5]=[#6:6]).[#8:7],['rule1128']
275,([#6:1]-[#7:2].[#6:3]-[#8:4].[#7:5]-[#6:6]-[#16:7])>>([#16:7].[#6:3]-[#7:2].[#6:1]-[#8:4]).[#6:6]=[#7:5],['rule0992']
276,[#6:1]#[#7:2].[#8:3]>>[#6:1]=[#7:2]-[#8:3],['rule0305']
277,[#8:1]-[#6:2](-[#8:3])-[#6:4]-[#6:5]-[#8:6]>>([#8:1].[#6:5]=[#8:6]).[#6:4]-[#6:2]=[#8:3],['rule0354']
278,([#6:1].[#8:2]).[#6:3]-[#6:4]-[#8:5].[#8:6]=[#8:7]>>[#6:1]-[#8:2].[#6:3]-[#8:6].[#6:4]=[#8:5].[#8:7],['rule0752']
279,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7+:5]:[#6:6]:1.[#6:7]=[#6:8]-[#6:9]-[#8:10].[#8:11].[#8:12]>>([#8:10].[#6:9]=[#6:8]-[#6:7]).[#6:1]1=[#6:6]-[#7+0:5]-[#6:4]=[#6:3]-[#6:2]-1.[#8:11]=[#8:12],['rule0532']
280,[#6:1]-[#8:2].[#6:3]-[#8:4]>>[#6:1].[#6:3]=[#8:4].[#8:2],['rule0414']
281,([#6:1].[#8:2]-[#8:3])>>([#8:2].[#6:1]-[#8:3]),['rule0590']
282,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7+:5]:[#6:6]:1.[#8:7]-[#6:8]1:[#6:9]:[#6:10]:[#6:11](-[#8:12]):[#6:13]:[#6:14]:1>>[#6:1]1=[#6:6]-[#7+0:5]-[#6:4]=[#6:3]-[#6:2]-1.[#8:12]=[#6:11]1-[#6:10]=[#6:9]-[#6:8](=[#8:7])-[#6:14]:[#6:13]-1,['rule0295']
283,([#8:1].[#6:2]=[#8:3].[#8:4]-[#15:5]).[#8:6]>>([#8:4].[#8:1]-[#6:2]-[#8:3]).[#8:6]-[#15:5],['rule0761']
284,[#6:1]-[#8:2].[#7:3]=[#6:4]1-[#6:5]=[#6:6]-[#6:7](=[#8:8])-[#6:9]=[#6:10]-1>>[#6:1]=[#8:2].[#7:3]-[#6:4]1:[#6:10]:[#6:9]:[#6:7](-[#8:8]):[#6:6]:[#6:5]:1,['rule0379']
285,[#6:1]-[#6:2]=[#6:3].[#6:4]1=[#6:5]-[#7:6]-[#6:7]=[#6:8]-[#6:9]-1.[#8:10]=[#8:11]>>[#6:4]1:[#6:9]:[#6:8]:[#6:7]:[#7+:6]:[#6:5]:1.[#6:1]=[#6:2]-[#6:3]-[#8:10].[#8:11],['rule0529']
286,[#6:1]-[#8:2].[#6:3]=[#8:4].[#6:5]=[#8:6].[#8:7]>>[#6:1]-[#6:3]-[#8:4].[#6:5]-[#8:6].[#8:2]=[#8:7],['rule0663']
287,[#6:1]-[#6:2]=[#6:3].[#6:4]1:[#6:5]:[#6:6]:[#6:7]:[#7+:8]:[#6:9]:1.[#8:10]>>[#6:4]1=[#6:9]-[#7+0:8]-[#6:7]=[#6:6]-[#6:5]-1.[#6:1]=[#6:2]-[#6:3]-[#8:10],['rule0877']
288,[#7:1].[#8:2]-[#15:3]>>[#7:1]-[#15:3].[#8:2],"['rule0058', 'rule0224', 'rule0376', 'rule0486', 'rule1135']"
289,([#7:1].[#6:2]=[#7:3]).[#6:4]-[#6:5]>>[#6:4].[#6:2]-[#7:3]-[#6:5]-[#7:1],['rule0778']
290,([#8:1]-[#15:2].[#6:3]1=[#7:4]-[#6:5]:[#6:6]-[#7:7]-[#6:8]-1).[#8:9]-[#15:10]-[#8:11].[#8:12]=[#6:13]-[#8:14]>>([#8:1]-[#6:8](-[#6:3]-[#8:11])-[#7:7]1:[#6:6]:[#6:5]:[#7:4]:[#6:13]:1.[#8:14]-[#15:10]-[#8:9]-[#15:2]).[#8:12],['rule1101']
291,[#8:1].[#8:2]-[#16:3]>>[#8:2].[#8:1]-[#16:3],"['rule0047', 'rule0048', 'rule0127', 'rule0128']"
292,[#6:1]=[#6:2]-[#6:3]=[#6:4]-[#6:5]-[#8:6].[#8:7]>>([#6:5]=[#6:4]-[#6:3]=[#6:2]-[#6:1].[#8:6]-[#8:7]),['rule0441']
293,([#7:1].[#6:2]-[#8:3])>>([#6:2].[#7:1]-[#8:3]),['rule0391']
294,[#6:1]1-[#6:2]:[#6:3]-[#7:4]-[#6:5]-[#6:6]2(-[#6:7]-[#8:8]-2)-[#7:9]-1>>[#6:1]=[#7:9].[#8:8]-[#6:6]1:[#6:7]:[#6:2]:[#6:3]:[#7:4]:[#6:5]:1,['rule0931']
295,[#53:1].[#6:2].[#8:3]-[#8:4]>>[#6:2]-[#53:1].[#8:3].[#8:4],['rule0824']
296,[#8:1]-[#6:2](-[#8:3])-[#6:4](-[#8:5])-[#8:6]>>([#8:1].[#8:3]=[#6:2]-[#6:4]=[#8:5]).[#8:6],['rule0869']
297,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7+:5]:[#6:6]:1.[#8:7]-[#6:8]1-[#6:9]:[#6:10]-[#7:11]-[#6:12]-1-[#8:13]>>[#6:8]1:[#6:12]:[#7:11]:[#6:10]:[#6:9]:1.[#6:1]1=[#6:6]-[#7+0:5]-[#6:4]=[#6:3]-[#6:2]-1.[#8:13]=[#8:7],['rule1207']
298,[#6:1]-[#6:2]=[#8:3].[#7:4].[#7:5]>>[#7:4]-[#6:1]-[#6:2]-[#7:5].[#8:3],['rule1037']
299,[#6:1]-[#6:2]-[#6:3]1-[#6:4]2-[#6:5](=[#6:6])-[#6:7]-[#6:8]-[#6:9]-1-2-[#6:10].[#8:11]>>([#6:1]=[#6:2].[#6:10]=[#6:9]-[#6:4]-[#6:3]-[#6:5](-[#6:6])=[#6:7]-[#6:8]-[#8:11]),['rule1190']
300,[#6:1]-[#6:2]1-[#6:3]-[#6:4]-1-[#6:5]-[#8:6]>>[#6:3]=[#6:2]-[#6:4]=[#6:5]-[#6:1].[#8:6],['rule0612']
301,[#6:1]-[#7:2].[#6:3]-[#8:4].[#6:5]1:[#6:6]:[#6:7]:[#6:8]:[#7+:9]:[#6:10]:1>>[#6:3]-[#7:2].[#6:5]1=[#6:10]-[#7+0:9]-[#6:8]=[#6:7]-[#6:6]-1.[#6:1]=[#8:4],['rule0789']
302,[#6:1]-[#6:2]=[#8:3].[#7:4]>>[#7:4]-[#6:1]-[#6:2]-[#8:3],['rule0388']
303,([#8:1].[#6:2]-[#8:3].[#6:4]=[#8:5]).[#8:6]>>([#8:3].[#8:1]-[#6:4]-[#8:5]).[#6:2]-[#8:6],['rule0857']
304,([#6:1]-[#6:2].[#6:3]-[#6:4]).[#8:5]>>([#6:1].[#6:2]-[#6:3].[#6:4]-[#8:5]),['rule0822']
305,[#6:1]-[#6:2]=[#6:3]-[#6:4]-[#6:5]-[#6:6].[#8:7]>>([#6:1]=[#6:2].[#6:5]=[#6:6].[#6:4]-[#6:3]-[#8:7]),['rule0889']
306,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7+:5]:[#6:6]:1.[#7:7]-[#6:8]:[#6:9]-[#7:10]>>[#6:1]1=[#6:6]-[#7+0:5]-[#6:4]=[#6:3]-[#6:2]-1.[#7:10]=[#6:9]:[#6:8]=[#7:7],['rule1014']
307,[#6:1]=[#6:2].[#8:3]-[#6:4]1:[#6:5]:[#6:6]:[#6:7](-[#8:8]):[#6:9]:[#6:10]:1>>[#6:1]-[#6:2].[#8:3]=[#6:4]1-[#6:10]=[#6:9]-[#6:7](=[#8:8])-[#6:6]:[#6:5]-1,['rule0412']
308,([#6:1]=[#6:2].[#6:3]=[#6:4]-[#6:5]=[#6:6])>>[#6:1]1-[#6:2]-[#6:3]-[#6:4]=[#6:5]-[#6:6]-1,['rule0865']
309,([#6:1]-[#6:2].[#6:3]=[#6:4]-[#6:5].[#6:6]=[#6:7]-[#6:8].[#6:9]-[#8:10])>>([#6:1]-[#6:5](-[#6:2])-[#6:4]-[#6:3].[#6:9]-[#6:6]-[#6:7]=[#6:8]).[#8:10],['rule0766']
310,([#8:1].[#6:2]-[#6:3]-[#6:4](-[#8:5])-[#8:6])>>([#8:5].[#6:2]-[#8:1]).[#6:3]-[#6:4]=[#8:6],['rule0560']
311,[#6:1]-[#6:2]-[#6:3].[#6:4]=[#8:5]>>[#6:1]-[#6:4]-[#8:5].[#6:2]=[#6:3],['rule0292']
312,[#16:1].[#6:2]1:[#6:3]:[#8:4]:[#6:5]:[#6:6]:[#6:7]:1>>[#8:4]-[#6:3]:[#6:2]-[#6:7]=[#6:6]-[#6:5]-[#16:1],['rule0613']
313,[#6:1]-[#6:2].[#6:3]1:[#6:4]:[#6:5]:[#6:6]:[#7+:7]:[#6:8]:1.[#8:9].[#8:10]>>([#6:1].[#6:2]).[#6:3]1=[#6:8]-[#7+0:7]-[#6:6]=[#6:5]-[#6:4]-1.[#8:10]=[#8:9],['rule0899']
314,([#6:1]=[#6:2].[#6:3]=[#6:4]-[#6:5].[#6:6]-[#8:7])>>[#6:1]-[#6:2]-[#6:6]-[#6:3]-[#6:4]=[#6:5].[#8:7],['rule0220']
315,[#6:1]-[#7+:2].[#7:3]>>[#6:1]-[#7+:3].[#7+0:2],['rule0516']
316,[#6:1]-[#8:2].[#6:3]=[#8:4].[#6:5]=[#8:6].[#8:7]>>[#6:1]-[#8:4]-[#6:3]-[#6:5]-[#8:6].[#8:2]-[#8:7],['rule0934']
317,([#8:1].[#6:2]=[#6:3]-[#6:4]-[#6:5]-[#6:6]-[#6:7]-[#6:8]).[#8:9]-[#15:10]>>([#6:5]=[#6:6].[#6:7]=[#6:8].[#6:4]=[#6:3]-[#6:2].[#8:1]-[#15:10]).[#8:9],['rule0852']
318,[#6:1]-[#7:2].[#8:3].[#8:4]-[#15:5]>>([#7:2].[#6:1]-[#8:4]).[#8:3]-[#15:5],['rule0345']
319,[#6:1]-[#6:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1.[#8:9]=[#8:10]>>[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#6:1]=[#6:2].[#8:10].[#8:9],['rule0266']
320,[#6:1]-[#6:2]-[#6:3](-[#6:4]-[#6:5])-[#6:6]=[#6:7].[#8:8]>>([#6:1].[#6:4]=[#6:5].[#6:7]-[#6:6]=[#6:3]-[#6:2]-[#8:8]),['rule0971']
321,[#16:1].[#8:2]-[#15:3].[#8:4]-[#6:5]-[#6:6]-[#6:7]-[#8:8]>>[#6:6]-[#6:5]-[#16:1].[#6:7]=[#8:8].[#8:2].[#8:4]-[#15:3],['rule1047']
322,[#6:1]-[#8:2].[#8:3]>>([#8:2].[#6:1]-[#8:3]),"['rule0035', 'rule0231']"
323,[#6:1]1:[#6:2]:[#6:3]:[#8:4]:[#6:5]:[#6:6]:1.[#6:7]1=[#6:8]-[#7:9]-[#6:10]=[#6:11]-[#6:12]-1>>[#6:1]1-[#6:2]:[#6:3]-[#8:4]-[#6:5]-[#6:6]-1.[#6:11]1:[#6:12]:[#6:7]:[#6:8]:[#7+:9]:[#6:10]:1,['rule0316']
324,[#6:1]-[#6:2]=[#7:3]>>[#6:1]=[#6:2]-[#7:3],['rule0249']
325,[#6:1]-[#6:2]=[#6:3]-[#6:4]-[#8:5]>>[#6:1]=[#6:2]-[#6:3]=[#6:4].[#8:5],"['rule0230', 'rule0622']"
326,[#6:1]-[#6:2]-[#8:3].[#6:4]-[#8:5].[#8:6]=[#8:7]>>[#6:1]-[#8:6].[#6:2]=[#8:3].[#6:4]=[#8:7].[#8:5],['rule0233']
327,[#6:1]-[#6:2].[#8:3]>>([#6:1].[#6:2]-[#8:3]),"['rule0246', 'rule0415']"
328,[#16:1].[#6:2]=[#7+:3]-[#8:4]>>[#7+0:3]=[#6:2]-[#16:1].[#8:4],['rule0260']
329,[#6:1]-[#6:2]-[#8:3]-[#6:4]-[#6:5]=[#6:6]>>[#6:1]-[#6:6]-[#6:5]=[#6:4].[#6:2]=[#8:3],['rule0645']
330,[#8:1]=[#16:2]-[#6:3]-[#6:4]-[#8:5]>>[#6:3]-[#6:4]=[#8:5].[#8:1]-[#16:2],['rule1122']
331,([#7:1].[#7:2]).[#6:3]=[#8:4].[#8:5]-[#15:6]>>[#7:1]-[#6:3]-[#7:2].[#8:5].[#8:4]-[#15:6],['rule1059']
332,[#6:1]-[#8:2].[#6:3]1:[#7:4]:[#6:5]:[#6:6]:[#7:7]:[#6:8]-1.[#8:9]>>[#6:1].[#6:3]1:[#6:8]-[#7:7]-[#6:6]:[#6:5]-[#7:4]-1.[#8:2]=[#8:9],['rule0217']
333,[#6:1]-[#16:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1.[#8:9]=[#8:10]>>[#16:2].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#6:1]=[#8:10].[#8:9],['rule1206']
334,([#8:1].[#6:2]=[#6:3]-[#6:4]).[#8:5]=[#8:6]>>[#6:4]=[#6:3]-[#6:2]-[#8:1].[#8:5]-[#8:6],['rule0963']
335,[#6:1]-[#6:2]=[#6:3]-[#6:4].[#6:5]1:[#6:6]:[#6:7]:[#6:8]:[#7+:9]:[#6:10]:1>>[#6:5]1=[#6:10]-[#7+0:9]-[#6:8]=[#6:7]-[#6:6]-1.[#6:1]=[#6:2]-[#6:3]=[#6:4],['rule0358']
336,([#8:1].[#6:2]-[#8:3].[#6:4]=[#8:5]).[#8:6]>>([#8:3].[#6:2]-[#8:6].[#8:1]-[#6:4]-[#8:5]),['rule1154']
337,[#6:1]=[#8:2].[#7:3]-[#6:4]1:[#6:5]:[#6:6]:[#6:7](-[#8:8]):[#6:9]:[#6:10]:1>>[#6:1]-[#8:2].[#7:3]=[#6:4]1-[#6:10]=[#6:9]-[#6:7](=[#8:8])-[#6:6]=[#6:5]-1,['rule0378']
338,[#6:1]-[#8:2].[#6:3]=[#6:4].[#6:5]=[#8:6].[#8:7]>>[#6:3]-[#6:4].[#6:1]-[#6:5]-[#8:6].[#8:2]=[#8:7],['rule0317']
339,[#6:1]-[#16+:2].[Se:3]>>[#16+0:2].[#6:1]-[Se:3],['rule0831']
340,[#6:1]-[#6:2]-[#6:3]>>[#6:1].[#6:2]=[#6:3],['rule0306']
341,[#6:1]1:[#6:2]:[#6:3]:[#7:4]:[#6:5]:1.[#8:6]=[#8:7]>>[#8:6]=[#6:1]-[#6:2]:[#6:3]-[#7:4]-[#6:5]=[#8:7],['rule0403']
342,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7+:5]:[#6:6]:1.[#8:7].[#8:8]-[#6:9]-[#6:10]-[#8:11]>>([#8:11].[#6:10]=[#6:9]).[#6:1]1=[#6:6]-[#7+0:5]-[#6:4]=[#6:3]-[#6:2]-1.[#8:7]=[#8:8],['rule0820']
343,[#8:1]=[#6:2]-[#6:3]=[#6:4]-[#6:5]:[#6:6]-[#6:7]=[#8:8]>>[#6:2]1:[#6:3]:[#6:4]:[#6:5]:[#6:6]:[#6:7]:1.[#8:1]=[#8:8],['rule1001']
344,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#8:5]:[#6:6]:1.[#8:7]>>[#8:7]-[#6:4]1-[#6:3]-[#6:2]-[#6:1]:[#6:6]-[#8:5]-1,['rule0375']
345,[#6:1]-[#6:2].[#6:3]1:[#7:4]:[#6:5]:[#6:6]:[#7:7]:[#6:8]-1>>[#6:3]1:[#6:8]-[#7:7]-[#6:6]:[#6:5]-[#7:4]-1.[#6:1]=[#6:2],['rule0288']
346,[#16:1]-[#16:2].[#6:3]1:[#6:4]-[#7:5]-[#6:6]:[#6:7]-[#7:8]-1>>[#16:1].[#16:2].[#6:3]1:[#6:4]:[#7:5]:[#6:6]:[#6:7]:[#7:8]:1,['rule1016']
347,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7+:5]:[#6:6]:1.[#8:7]-[#16:8].[#8:9]-[#6:10]:[#6:11]-[#8:12]>>[#6:1]1=[#6:6]-[#7+0:5]-[#6:4]=[#6:3]-[#6:2]-1.[#6:10]:[#6:11]-[#16:8]=[#8:7].[#8:12]=[#8:9],['rule0557']
348,[#16:1].[#6:2].[#6:3]1:[#6:4]:[#6:5]:[#6:6]:[#7+:7]:[#6:8]:1>>[#6:2]-[#16:1].[#6:3]1=[#6:8]-[#7+0:7]-[#6:6]=[#6:5]-[#6:4]-1,"['rule0142', 'rule1169']"
349,[#6:1]-[#6:2]=[#6:3]>>[#6:1]=[#6:2]-[#6:3],['rule0040']
350,[#8:1]-[#6:2]1:[#6:3]:[#6:4]:[#6:5]:[#7:6]:[#6:7]:1.[#8:8]=[#8:9]>>[#6:2]#[#8+:1].[#8:8]=[#6:7]-[#7:6]-[#6:5]:[#6:4]-[#6:3]-[#8:9],['rule0686']
351,[#6:1]-[#6:2]-[#6:3]-[#8:4]>>[#6:1]=[#6:2]-[#6:3].[#8:4],['rule0428']
352,[#8:1]-[#6:2]1:[#6:3]:[#6:4]:[#6:5]:[#8:6]:[#6:7]:1.[#8:8]=[#8:9]>>[#6:2]#[#8+:1].[#8:8]=[#6:7]-[#8:6]-[#6:5]:[#6:4]-[#6:3]-[#8:9],['rule1094']
353,[#6:1]-[#8:2].[#8:3].[#8:4]-[#15:5]>>([#6:1]-[#8:3].[#8:2]-[#15:5]).[#8:4],['rule1216']
354,[#6:1].[#6:2]1:[#7:3]:[#6:4]:[#6:5]:[#7:6]:[#6:7]-1.[#8:8]>>[#6:1]-[#8:8].[#6:2]1:[#6:7]-[#7:6]-[#6:5]:[#6:4]-[#7:3]-1,['rule0696']
355,[#7:1]-[#6:2]=[#8:3]>>[#6:2]#[#7:1].[#8:3],['rule0241']
356,([#6:1].[#6:2]=[#8:3]).[#17:4].[#7:5]>>([#6:1]-[#17:4].[#6:2]-[#7:5]).[#8:3],['rule0726']
357,[#6:1]-[#6:2].[#8:3]=[#8:4]>>[#6:1]=[#6:2].[#8:3]-[#8:4],['rule0109']
358,([#7:1].[#8:2]=[#6:3]1-[#6:4]=[#6:5]-[#6:6]=[#6:7]-[#6:8]-1=[#8:9])>>[#7:1]-[#6:5]1:[#6:6]:[#6:7]:[#6:8](-[#8:9]):[#6:3](-[#8:2]):[#6:4]:1,['rule1188']
359,[#6:1].[#6:2]-[#6:3]-[#8:4].[#8:5]=[#8:6]>>[#6:1]-[#8:5].[#6:2]-[#8:6].[#6:3]=[#8:4],['rule0045']
360,([#6:1]-[#8:2].[#6:3]-[#8:4]).[#8:5]>>([#8:2].[#6:3]-[#8:5]).[#6:1]-[#8:4],['rule0384']
361,([#7:1].[#8:2]).([Co-2:3].[#8:4]-[#15:5])>>([#7+:1]-[Co-3:3].[#8:2]-[#15:5]).[#8:4],['rule0775']
362,[#6:1]-[#7:2]-[#6:3]-[#8:4].[#8:5].[#8:6]-[#15:7]>>([#6:1]-[#8:6].[#6:3]=[#8:4]).[#7:2].[#8:5]-[#15:7],['rule0501']
363,[#6:1]1:[#6:2]-[#7:3]-[#6:4]:[#6:5]-[#7:6]-1.[#8:7]=[#8:8]>>[#6:1]1:[#6:2]:[#7:3]:[#6:4]:[#6:5]:[#7:6]:1.[#8:7]-[#8:8],['rule0653']
364,[#6:1]-[#16+:2].[#6:3]=[#6:4]>>[#16+0:2].[#6:3]-[#6:4]=[#6:1],['rule0546']
365,[#17:1].[#6:2]-[#16:3]>>[#16:3].[#6:2]-[#17:1],['rule0459']
366,[#17:1]-[#6:2]1-[#6:3]=[#6:4]-[#6:5]-[#6:6]=[#6:7]-1>>[#17:1].[#6:2]1:[#6:3]:[#6:4]:[#6:5]:[#6:6]:[#6:7]:1,['rule0796']
367,[#6:1]1=[#6:2]-[#7:3]-[#6:4]=[#6:5]-[#6:6]-1.[#6:7]=[#6:8]-[#6:9]-[#8:10]>>[#6:7]-[#6:8]=[#6:9].[#6:1]1:[#6:6]:[#6:5]:[#6:4]:[#7+:3]:[#6:2]:1.[#8:10],['rule0878']
368,[#6:1]-[#6:2]-[#6:3]-[#6:4]-[#6:5]-[#6:6]-[#6:7]-[#6:8]-[#6:9]-[#6:10]-[#6:11]-[#6:12]=[#6:13]>>([#6:1]=[#6:2].[#6:5]=[#6:6].[#6:10]=[#6:9].[#6:3]=[#6:4].[#6:7]=[#6:8].[#6:11]=[#6:12]-[#6:13]),['rule1041']
369,[#7:1]-[#6:2]-[#8:3]>>([#7:1].[#6:2]=[#8:3]),['rule0370']
370,([#6:1]-[#6:2].[#6:3]=[#6:4](-[#6:5])-[#6:6].[#6:7]-[#6:8]=[#6:9]-[#6:10]-[#8:11])>>[#6:1]-[#6:3]-[#6:4](-[#6:5]-[#6:10](-[#6:2])-[#6:6])-[#6:9]-[#6:8]=[#6:7].[#8:11],['rule0535']
371,[#6:1]-[#6:2]-[#6:3]=[#6:4].[#8:5]>>[#6:1]-[#8:5].[#6:2]=[#6:3]-[#6:4],['rule0548']
372,([#6:1]=[#6:2].[#6:3]=[#6:4].[#6:5]=[#6:6]-[#6:7])>>[#6:1]-[#6:2]-[#6:3]-[#6:4]-[#6:5]-[#6:6]=[#6:7],['rule0564']
373,[#6:1].[#8:2].[#8:3]=[#8:4]>>[#6:1]=[#8:2].[#8:3]-[#8:4],['rule0418']
374,([#6:1].[#6:2]-[#8:3])>>([#8:3].[#6:1]-[#6:2]),['rule0802']
375,[#8:1]-[#6:2]-[#6:3]1-[#6:4]=[#6:5]-[#6:6]-[#6:7]=[#6:8]-1.[#8:9]=[#8:10]>>[#6:3]1:[#6:4]:[#6:5]:[#6:6]:[#6:7]:[#6:8]:1.[#6:2]=[#8:1].[#8:10]-[#8:9],['rule0941']
376,[#8:1]-[#6:2]1:[#6:3]:[#6:4]:[#6:5]:[#6:6]:[#6:7]:1.[#8:8]=[#8:9]>>[#8:8]=[#6:3]-[#6:2]=[#6:7]-[#6:6]=[#6:5]-[#6:4](=[#8:9])-[#8:1],['rule1209']
377,([#6:1]=[#6:2]-[#6:3].[#6:4]-[#8:5])>>[#6:3]=[#6:2]-[#6:1]-[#6:4].[#8:5],['rule0278']
378,[#8:1]-[#6:2]-[#6:3]=[#6:4]-[#6:5]-[#8:6]>>([#6:2]=[#6:3]-[#6:4]=[#6:5].[#8:1]-[#8:6]),['rule0907']
379,[#6:1]=[#7:2].[#8:3]-[#6:4]1:[#6:5]:[#6:6]:[#6:7](-[#8:8]):[#6:9]:[#6:10]:1>>[#6:1]-[#7:2].[#8:3]=[#6:4]1-[#6:10]=[#6:9]-[#6:7](=[#8:8])-[#6:6]=[#6:5]-1,['rule0832']
380,([#6:1].[#8:2]).[#6:3]1:[#6:4]:[#6:5]:[#6:6]:[#7+:7]:[#6:8]:1>>[#6:1]-[#8:2].[#6:3]1=[#6:8]-[#7+0:7]-[#6:6]=[#6:5]-[#6:4]-1,['rule0107']
381,[#6:1]-[#8:2].[#7:3].[#8:4]-[#15:5]>>[#6:1]-[#7:3].[#8:4].[#8:2]-[#15:5],"['rule0050', 'rule0067', 'rule0386', 'rule0566']"
382,[#6:1]-[#6:2](-[#8:3])-[#6:4]-[#8:5].[#7:6]>>[#7:6]-[#6:4]-[#6:2]-[#6:1]-[#8:3].[#8:5],['rule1025']
383,([#8:1].[#8:2]-[#6:3]-[#8:4]).[#8:5]-[#15:6]>>([#8:2].[#6:3]=[#8:4].[#8:1]-[#15:6]).[#8:5],['rule0762']
384,[#6:1]1:[#6:2]-[#6:3]-[#7:4]-[#6:5]:[#6:6]-1.[#8:7]=[#8:8]>>[#6:1]1:[#6:2]:[#6:3]:[#7+:4]:[#6:5]:[#6:6]:1.[#8:7]-[#8:8],['rule0448']
385,[#6:1]-[#6:2]=[#6:3]-[#8:4].[#6:5]1:[#6:6]:[#6:7]:[#6:8]:[#7+:9]:[#6:10]:1>>[#6:5]1=[#6:10]-[#7+0:9]-[#6:8]=[#6:7]-[#6:6]-1.[#6:1]=[#6:2]-[#6:3]=[#8:4],['rule1045']
386,([#6:1].[#8:2].[#6:3]=[#6:4]).[#8:5]=[#8:6]>>[#6:1]-[#6:3]-[#6:4]-[#8:2].[#8:5]-[#8:6],['rule1187']
387,[#6:1]-[#6:2]=[#6:3].[#6:4]-[#8:5]>>[#6:1]=[#6:2]-[#6:3]-[#6:4].[#8:5],"['rule0238', 'rule0450']"
388,[#6:1]-[#6:2]=[#8:3].[#7:4]>>[#6:1]=[#6:2]-[#7:4].[#8:3],['rule0487']
389,[#16:1]-[#16:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#16:1].[#16:2].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1,"['rule0293', 'rule1054']"
390,[#6:1]-[#8:2].[#8:3].[#8:4]=[#8:5]>>([#8:2].[#6:1]=[#8:3]).[#8:4]-[#8:5],['rule0587']
391,([#8:1].[#8:2].[#6:3]=[#8:4]).[#8:5]-[#15:6]>>([#8:1]-[#15:6].[#8:2]-[#6:3]-[#8:4]).[#8:5],['rule1157']
392,[#6:1]1:[#6:2]:[#7:3]:[#6:4]:[#6:5]:[#7:6]:1.[#8:7]-[#8:8]>>[#6:1]1:[#6:2]-[#7:3]-[#6:4]:[#6:5]-[#7:6]-1.[#8:7]=[#8:8],['rule0652']
393,[#6:1]=[#6:2]-[#6:3]=[#6:4].[#8:5]>>[#6:1]-[#6:2]=[#6:3]-[#6:4]-[#8:5],"['rule0229', 'rule0621']"
394,[#6:1]1=[#6:2]-[#7:3]-[#6:4]=[#6:5]-[#6:6]-1.[#8:7]-[#6:8]1:[#6:9]:[#6:10]:[#6:11]:[#6:12]:[#6:13]:1.[#8:14]=[#8:15]>>[#6:1]1:[#6:6]:[#6:5]:[#6:4]:[#7+:3]:[#6:2]:1.[#8:14].[#8:7]=[#6:8]1-[#6:13]=[#6:12]-[#6:11](-[#8:15])-[#6:10]:[#6:9]-1,['rule0395']
395,[#6:1]=[#8:2].[#7:3]-[#6:4]-[#6:5]-[#8:6]>>[#6:1]-[#7:3].[#6:4]=[#8:2].[#6:5]=[#8:6],['rule0744']
396,([#8:1].[#6:2]-[#6:3])>>([#6:2].[#6:3]-[#8:1]),['rule0801']
397,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#6:5]:[#6:6]:1.[#6:7]1=[#6:8]-[#7:9]-[#6:10]=[#6:11]-[#6:12]-1.[#8:13]=[#8:14]>>[#6:11]1:[#6:12]:[#6:7]:[#6:8]:[#7+:9]:[#6:10]:1.[#6:1]1=[#6:2]-[#6:3]2-[#8:13]-[#6:4]-2-[#6:5]=[#6:6]-1.[#8:14],['rule0951']
