id,smarts,ni_ids
129,[#6:1]=[#7:2].[#8:3]-[#6:4]1:[#6:5]:[#6:6]:[#6:7]:[#7:8]:[#6:9]:1>>[#6:1]1-[#6:6]:[#6:7]-[#7:8]-[#6:9]-[#6:4]2(-[#6:5]-[#8:3]-2)-[#7:2]-1,['rule0930']
130,[#6:1]-[#7:2].[#6:3]-[#8:4]>>[#6:3]-[#7:2].[#6:1]-[#8:4],['rule0361']
131,[#6:1]-[#16+:2].[#8:3]>>[#16+0:2].[#6:1]-[#8:3],"['rule0011', 'rule0406', 'rule0758']"
132,([#6:1].[#7:2]).[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1.[#8:9]=[#8:10]>>[#6:1]-[#7:2].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:10].[#8:9],['rule0903']
133,([#6:1].[#7:2]).[#6:3]1:[#6:4]:[#6:5]:[#6:6]:[#7:7]:[#6:8]-1>>[#6:1]-[#7:2].[#6:3]1:[#6:8]-[#7:7]-[#6:6]:[#6:5]-[#6:4]-1,['rule0800']
134,([#8:1].[#8:2]-[#15:3])>>([#8:2].[#8:1]-[#15:3]),['rule0129']
135,[#6:1].[#8:2]-[#16:3]>>[#6:1]-[#16:3].[#8:2],['rule0336']
136,([#8:1].[#6:2]-[#8:3].[#8:4]-[#6:5]-[#8:6])>>([#8:4].[#6:2]-[#8:1].[#6:5]=[#8:6]).[#8:3],['rule1153']
137,[#6:1]-[#8:2].[#7:3]>>[#6:1]-[#7+:3].[#8:2],"['rule0310', 'rule0518', 'rule0716', 'rule1218']"
138,[#6:1]-[#6:2]-[#6:3]=[#6:4].[#6:5]=[#8:6]>>[#6:1]-[#6:5]-[#8:6]-[#6:4]-[#6:3]=[#6:2],['rule0644']
139,([#7:1].[#6:2]-[#7:3])>>[#6:2]-[#7:1].[#7:3],['rule0803']
140,[#8:1]-[#8:2].[#8:3]=[#6:4]1:[#6:5]:[#6:6]:[#6:7]:[#6:8]:[#8:9]:1>>[#8:3]-[#6:4]1-[#6:5]=[#6:6]-[#6:7]=[#6:8]-[#8:9]-1.[#8:1]=[#8:2],['rule0926']
141,[#6:1]-[#8:2]-[#6:3].[#6:4]-[#8:5]-[#6:6]>>[#6:1]-[#6:4].[#6:3]-[#6:6].[#8:2]=[#8:5],['rule0973']
142,[#6:1]#[#7:2].[#8:3]>>[#7:2]-[#6:1]=[#8:3],['rule0240']
143,[#6:1]1=[#6:2]-[#7:3]-[#6:4]=[#6:5]-[#6:6]-1.[#7:7]=[#8:8]>>[#6:1]1:[#6:6]:[#6:5]:[#6:4]:[#7+:3]:[#6:2]:1.[#7:7]-[#8:8],['rule0520']
144,[#6:1]-[#6:2].[#6:3]1:[#6:4]:[#6:5]:[#6:6]:[#7+:7]:[#6:8]:1>>[#6:3]1=[#6:8]-[#7+0:7]-[#6:6]=[#6:5]-[#6:4]-1.[#6:1]=[#6:2],['rule0018']
145,[#6:1]1=[#6:2]-[#7:3]-[#6:4]=[#6:5]-[#6:6]-1.[#6:7]1=[#6:8]-[#7:9]-[#6:10]=[#6:11]-[#6:12]-1.[#8:13]=[#6:14]-[#16:15]>>[#16:15].[#6:14]-[#8:13].[#6:11]1:[#6:12]:[#6:7]:[#6:8]:[#7+:9]:[#6:10]:1.[#6:1]1:[#6:6]:[#6:5]:[#6:4]:[#7+:3]:[#6:2]:1,['rule0180']
146,[#7:1]-[#6:2]-[#8:3]>>[#6:2]=[#8:3].[#7:1],"['rule0484', 'rule1144']"
147,[#6:1]=[#6:2]-[#6:3]-[#8:4]-[#8:5]>>[#6:3]=[#6:2]-[#6:1].[#8:4]=[#8:5],['rule0132']
148,[#6:1]-[#8:2].[#8:3]=[#6:4]1-[#6:5]=[#6:6]-[#6:7](=[#8:8])-[#6:9]=[#6:10]-1>>[#6:1]=[#8:2].[#8:3]-[#6:4]1:[#6:10]:[#6:9]:[#6:7](-[#8:8]):[#6:6]:[#6:5]:1,['rule0467']
149,([#16:1].[#16:2]).[#6:3]-[#8:4]>>([#6:3].[#8:4]).[#16:1]-[#16:2],['rule0999']
150,([#6:1]-[#8:2].[#6:3]:[#6:4]-[#8:5]).[#6:6]1:[#6:7]:[#6:8]:[#6:9]:[#7+:10]:[#6:11]:1.[#8:12]>>([#6:1].[#6:4]:[#6:3]-[#8:2]).[#6:6]1=[#6:11]-[#7+0:10]-[#6:9]=[#6:8]-[#6:7]-1.[#8:12]=[#8:5],['rule1004']
151,([#6:1]=[#6:2].[#6:3]-[#6:4]=[#6:5]-[#6:6]-[#8:7])>>[#6:1]1-[#6:2]-[#6:6]-[#6:5]2-[#6:3]-[#6:4]-1-2.[#8:7],['rule0597']
152,[#6:1]1=[#6:2]-[#7:3]-[#6:4]=[#6:5]-[#6:6]-1.[#8:7]=[#6:8]-[#6:9]=[#8:10]>>[#6:1]1:[#6:6]:[#6:5]:[#6:4]:[#7+:3]:[#6:2]:1.[#8:10]-[#6:9]=[#6:8]-[#8:7],['rule1110']
153,[#6:1]1:[#6:2]-[#7:3]-[#6:4]:[#6:5]-[#7:6]-1.[#6:7]=[#8:8].[#7:9]>>[#6:7]-[#7:9].[#6:1]1:[#7:6]:[#6:5]:[#6:4]:[#7:3]:[#6:2]-1.[#8:8],['rule0439']
154,([#6:1]-[#6:2](=[#8:3])-[#6:4]=[#6:5]-[#6:6](-[#6:7])-[#6:8]-[#6:9]-[#6:10].[#6:11]=[#6:12]-[#6:13]=[#6:14]-[#6:15])>>[#6:1]=[#6:2](-[#8:3])-[#6:4](-[#6:10]-[#6:9]=[#6:8]-[#6:6])-[#6:5]1-[#6:11]-[#6:12]-[#6:13]-[#6:14]-[#6:15]-1-[#6:7],['rule0929']
155,([#6:1]=[#6:2].[#8:3]-[#7:4]=[#6:5]-[#16:6])>>([#6:5]#[#7:4].[#6:1]1-[#6:2]-[#16:6]-1).[#8:3],['rule0950']
156,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7+:5]:[#6:6]:1.[#6:7]=[#8:8].[#8:9].[#8:10]-[#16:11]>>[#6:7]-[#16:11]=[#8:10].[#6:1]1=[#6:6]-[#7+0:5]-[#6:4]=[#6:3]-[#6:2]-1.[#8:8]=[#8:9],['rule0975']
157,([#6:1]-[#7:2].[#6:3]-[#8:4]).[#6:5]-[#8:6].[#7:7].[#7:8]>>([#6:1]-[#7:7].[#6:3]-[#7:8].[#6:5]-[#7:2]).[#8:4].[#8:6],['rule0993']
158,[#16:1].[#6:2].[#6:3]-[#6:4].[Co-2:5]>>[#6:3].[#6:2]-[#16+:1].[#6:4]-[Co-3:5],['rule0514']
159,([#7:1].[#7:2]-[#6:3]=[#8:4])>>[#7:1]-[#6:3]=[#7+:2].[#8:4],['rule0586']
160,([#6:1].[#7:2]).[#6:3]=[#8:4]>>[#6:1]-[#6:3]-[#7:2].[#8:4],['rule0342']
161,[#6:1]=[#6:2]-[#6:3]=[#6:4]1-[#6:5]-[#8:6]-1>>[#8:6]=[#6:4]1-[#6:5]-[#6:1]-[#6:2]=[#6:3]-1,['rule1042']
162,[#16:1].[#6:2]-[#6:3]-[#8:4].[#6:5]1:[#6:6]:[#6:7]:[#6:8]:[#7+:9]:[#6:10]:1>>[#6:2]-[#16:1].[#6:5]1=[#6:10]-[#7+0:9]-[#6:8]=[#6:7]-[#6:6]-1.[#6:3]=[#8:4],"['rule0269', 'rule0706']"
163,[#6:1]-[#6:2]-[#16:3].[#6:4]=[#8:5].[#8:6].[#8:7]-[#15:8]>>[#16:3].[#8:6]-[#15:8].[#8:5]-[#6:4]-[#6:1]-[#6:2]-[#8:7],['rule1048']
164,[#6:1]-[#16:2].[#6:3]=[#8:4]>>[#16:2].[#6:1]-[#8:4]-[#6:3],['rule0712']
165,[#6:1]=[#8:2].[#7:3]>>[#7:3]-[#6:1]-[#8:2],"['rule0483', 'rule1143']"
166,([#6:1]=[#6:2].[#6:3]-[#6:4]=[#6:5])>>[#6:3]=[#6:4]-[#6:5]-[#6:1]-[#6:2],['rule0504']
167,[#6:1]-[#7:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>([#6:1].[#7:2]).[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1,['rule0700']
168,[#6:1]1:[#6:2]:[#6:3]:[#7+:4]:[#6:5]:[#6:6]:1.[#6:7]1=[#6:8]-[#7:9]-[#6:10]=[#6:11]-[#6:12]-1>>[#6:11]1:[#6:12]:[#6:7]:[#6:8]:[#7+:9]:[#6:10]:1.[#6:3]1=[#6:2]-[#6:1]:[#6:6]-[#6:5]-[#7+0:4]-1,['rule0525']
169,([#6:1]-[#8:2].[#6:3]=[#8:4])>>[#6:1]-[#8:4]-[#6:3]-[#8:2],['rule0771']
170,([#6:1]=[#6:2]-[#6:3].[#6:4]-[#8:5])>>[#6:1]-[#6:2](=[#6:3])-[#6:4].[#8:5],['rule0600']
171,([#6:1].[#8:2]=[#6:3]-[#8:4])>>([#6:3].[#8:4]=[#6:1]-[#8:2]),['rule0449']
172,[#6:1]=[#6:2](-[#8:3])-[#6:4](-[#6:5])=[#8:6]>>[#6:5]=[#6:4](-[#8:6])-[#6:2](-[#6:1])=[#8:3],['rule0750']
173,[#6:1]-[#6:2]-[#16:3].[#8:4]=[#8:5]>>[#6:1]=[#6:2].[#8:4]=[#16:3]-[#8:5],['rule0662']
174,([#6:1]=[#6:2].[#6:3]=[#6:4]-[#6:5]-[#8:6]).[#8:7]>>[#6:1]1-[#6:2]-[#6:5]-[#6:4]-[#6:3]-[#8:7]-1.[#8:6],['rule1140']
175,[#6:1]=[#6:2].[#8:3].[#8:4]-[#15:5]>>[#6:1]-[#6:2]-[#8:4].[#8:3]-[#15:5],['rule0453']
176,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#6:5]:[#6:6]:1.[#8:7]=[#8:8]>>[#8:7]=[#6:1]-[#6:2]=[#6:3]-[#6:4]=[#6:5]-[#6:6]=[#8:8],['rule0052']
177,[#6:1]=[#7:2].[#8:3]-[#8:4]>>[#6:1]-[#7:2].[#8:3]=[#8:4],['rule0407']
178,[#6:1]=[#6:2]-[#6:3]-[#6:4]-[#6:5]>>([#6:4]=[#6:5].[#6:1]-[#6:2]=[#6:3]),['rule0505']
179,[#16:1].[#6:2]=[#8:3].[#8:4]-[#8:5]>>[#6:2]-[#16:1].[#8:3].[#8:4]=[#8:5],['rule0543']
180,[#6:1]-[#6:2]-[#6:3](-[#6:4])-[#6:5]-[#6:6]=[#6:7]-[#6:8](-[#6:9])-[#6:10]-[#6:11](-[#6:12])-[#6:13]-[#8:14]>>([#6:1]=[#6:2].[#6:5]=[#6:6].[#6:10]=[#6:11]-[#6:13].[#6:9]=[#6:8]-[#6:7].[#6:12]-[#6:3]1-[#6:4]-[#8:14]-1),['rule1074']
181,[#6:1]-[#8:2].[#6:3]=[#8:4].[#8:5]-[#6:6]1:[#6:7]:[#6:8]:[#6:9](-[#8:10]):[#6:11]:[#6:12]:1>>[#6:1]-[#6:3]-[#8:4].[#8:2].[#8:10]=[#6:9]1-[#6:11]=[#6:12]-[#6:6](=[#8:5])-[#6:7]=[#6:8]-1,['rule1115']
182,[#6:1]-[#7:2].[#6:3]1:[#6:4]:[#6:5]:[#6:6]:[#7+:7]:[#6:8]:1.[#8:9].[#8:10]>>([#6:1].[#7:2]).[#6:3]1=[#6:8]-[#7+0:7]-[#6:6]=[#6:5]-[#6:4]-1.[#8:10]=[#8:9],['rule0902']
183,[#6:1]=[#8:2].[#7:3]>>[#6:1]-[#7+:3]-[#8:2],['rule0577']
184,[#6:1]-[#6:2]-[#6:3]-[#6:4]-[#6:5]-[#6:6]-[#6:7]-[#6:8]-[#6:9]-[#6:10]-[#6:11]-[#6:12]-[#8:13]>>([#6:12]=[#6:11].[#6:1]=[#6:2].[#6:8]=[#6:7].[#6:10]=[#6:9].[#6:3]=[#6:4].[#6:5]=[#6:6]).[#8:13],['rule0861']
185,([#8:1].[#8:2]-[#6:3]-[#8:4]).[#6:5]1:[#6:6]:[#6:7]:[#6:8]:[#7+:9]:[#6:10]:1>>([#8:2].[#8:1]-[#6:3]=[#8:4]).[#6:5]1=[#6:10]-[#7+0:9]-[#6:8]=[#6:7]-[#6:6]-1,['rule0471']
186,([#6:1].[#6:2]).[#8:3]=[#8:4]>>[#6:1]-[#8:3]-[#6:2].[#8:4],['rule0876']
187,[#6:1]-[#6:2].[#6:3]-[#6:4].[#8:5]=[#8:6]>>[#6:1]-[#8:5]-[#6:3].[#6:2]-[#8:6]-[#6:4],['rule0972']
188,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7:5]:[#6:6]:1.[#8:7]>>[#7:5]-[#6:4]:[#6:3]-[#6:2]-[#6:1]-[#6:6]=[#8:7],['rule0942']
189,[#7:1]=[#6:2]-[#6:3]-[#6:4]-[#6:5]=[#7:6]>>[#6:3]1:[#6:4]:[#6:5]:[#7:1]:[#6:2]:1.[#7:6],['rule0948']
190,[#6:1]-[#7:2].[#6:3]=[#8:4].[#8:5]-[#8:6]>>[#6:3]-[#7:2].[#6:1]-[#8:4].[#8:5]=[#8:6],['rule0885']
191,[#6:1]-[#16:2].[#8:3]>>[#16:2].[#6:1]-[#8:3],"['rule0022', 'rule0060', 'rule0062', 'rule0090', 'rule0196', 'rule0253', 'rule0722', 'rule0807', 'rule1022']"
192,([#8:1].[#6:2]-[#8:3]).[#6:4]=[#6:5]-[#8:6].[#8:7]>>([#8:3].[#6:2]-[#6:4]-[#6:5](-[#8:1])-[#8:7]).[#8:6],['rule0286']
193,([#8:1].[#6:2]=[#6:3]-[#6:4]-[#8:5])>>[#6:4]=[#6:3]-[#6:2]-[#8:1].[#8:5],['rule0851']
194,[#6:1]=[#7+:2].[#8:3]>>[#6:1]=[#8:3].[#7+0:2],['rule0667']
195,[#6:1]-[#8:2].[#6:3]1:[#6:4]:[#6:5]:[#6:6]:[#8:7]:[#6:8]:1.[#6:9]=[#8:10].[#8:11]>>[#6:1]-[#6:9]-[#8:10].[#6:4]1-[#6:3]:[#6:8]-[#8:7]-[#6:6]-[#6:5]-1.[#8:11]=[#8:2],['rule0323']
196,[#6:1]-[#7:2].[#6:3]1:[#6:4]:[#6:5]:[#6:6]:[#7:7]:[#6:8]-1>>[#6:3]1:[#6:8]-[#7:7]-[#6:6]:[#6:5]-[#6:4]-1.[#6:1]=[#7+:2],['rule0703']
197,[#6:1]-[#6:2]=[#8:3].[#8:4]-[#15:5]-[#8:6]>>[#6:1]=[#6:2]-[#8:4]-[#15:5]-[#8:3].[#8:6],['rule1027']
198,([#7:1].[#6:2]-[#8:3]).[#6:4]-[#8:5]>>([#6:2]=[#8:3].[#6:4]-[#7:1]).[#8:5],['rule1185']
199,[#6:1]-[#6:2]-[#6:3]-[#8:4].[#8:5]>>([#6:2]=[#6:3].[#6:1]-[#8:5]).[#8:4],['rule0368']
200,[#16:1].[#6:2]-[#8:3]>>([#8:3].[#6:2]-[#16:1]),['rule0279']
201,[#6:1]#[#8+:2].[#6:3]-[#8:4].[#6:5]=[#8:6]>>[#6:3]-[#6:1](=[#6:5])-[#8+0:2].[#8:4]=[#8:6],['rule1095']
202,([#6:1].[#6:2]=[#6:3]).[#6:4]=[#8:5].[#8:6].[#8:7]>>([#6:2]-[#6:3].[#6:1]-[#6:4]-[#8:5]).[#8:6]-[#8:7],['rule0618']
203,[#6:1].[#6:2]-[#8:3]>>[#6:1]-[#6:2].[#8:3],"['rule0084', 'rule0110', 'rule0181', 'rule0262']"
204,[#7:1]-[#6:2]=[#7+:3].[#8:4]>>([#7:1].[#7+0:3]-[#6:2]=[#8:4]),['rule0585']
205,[#6:1]-[#6:2]-[#16:3]>>[#16:3].[#6:1]=[#6:2],['rule0373']
206,[#6:1]-[#7:2].[#7:3]>>([#7:2].[#6:1]-[#7:3]),['rule0804']
207,[#16:1].[#6:2].[#6:3]-[#8:4]>>[#6:3].[#6:2]-[#16+:1].[#8:4],['rule0251']
208,[#6:1]-[#8:2].[#8:3]=[#6:4]1-[#6:5]:[#6:6]-[#6:7]:[#6:8]-[#6:9]-1=[#8:10]>>[#6:1]=[#8:2].[#8:10]-[#6:9]1:[#6:8]:[#6:7]:[#6:6]:[#6:5]:[#6:4]:1-[#8:3],['rule1152']
209,[#6:1]-[#6:2](-[#8:3])-[#8:4].[#7:5]>>[#7:5]-[#6:2]-[#6:1]-[#8:3].[#8:4],['rule0786']
210,([#16:1].[#16:2]).[#8:3]=[#8:4]>>[#16:1]-[#16:2].[#8:3]-[#8:4],['rule0435']
211,[#6:1]1:[#6:2]:[#7:3]:[#6:4]:[#6:5]:1.[#8:6]-[#8:7]>>[#8:6].[#8:7]=[#6:2]1-[#6:1]-[#6:5]:[#6:4]-[#7:3]-1,['rule1168']
212,[#6:1]=[#8:2].[#6:3]=[#8:4].[#7:5].[#7:6]>>[#6:1]-[#7:5].[#6:3]-[#7:6].[#8:2]=[#8:4],['rule1175']
213,[#6:1]-[#8:2].[#6:3]1:[#6:4]:[#6:5]:[#6:6]:[#7:7]:[#6:8]-1>>[#6:3]1:[#6:8]-[#7:7]-[#6:6]:[#6:5]-[#6:4]-1.[#6:1]=[#8:2],['rule0594']
214,[#6:1]=[#8:2].[#8:3]-[#8:4]>>[#6:1].[#8:2].[#8:3]=[#8:4],['rule0419']
215,[#6:1]=[#6:2].[#8:3]>>[#6:1].[#6:2]=[#8:3],['rule0210']
216,[#6:1]-[#16:2]=[#8:3].[#6:4]1:[#6:5]-[#7:6]-[#6:7]:[#6:8]-[#7:9]-1.[#8:10]=[#8:11]>>[#6:4]1:[#7:9]:[#6:8]:[#6:7]:[#7:6]:[#6:5]-1.[#6:1]=[#8:10].[#8:11].[#8:3]-[#16:2],['rule0426']
217,[#6:1]-[#8:2].[#6:3]1:[#6:4]-[#7:5]-[#6:6]:[#6:7]-[#7:8]-1>>[#6:1].[#6:3]1:[#7:8]:[#6:7]:[#6:6]:[#7:5]:[#6:4]-1.[#8:2],['rule0697']
218,[#6:1]=[#6:2].[#8:3]=[#8:4].[#8:5]=[#8:6]>>[#6:1]=[#8:3].[#8:4].[#8:5]=[#6:2]=[#8:6],['rule0839']
219,([#8:1].[#8:2]=[#6:3]-[#6:4]=[#8:5]).[#8:6]>>[#8:1]-[#6:3](-[#8:2])-[#6:4](-[#8:5])-[#8:6],['rule0868']
220,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7+:5]:[#6:6]:1.[#7:7].[#8:8]>>[#6:1]1=[#6:6]-[#7+0:5]-[#6:4]=[#6:3]-[#6:2]-1.[#7+:7]-[#8:8],"['rule0296', 'rule0313']"
221,[#6:1]-[#6:2]-[#8:3]-[#6:4]-[#8:5].[#6:6]-[#8:7]-[#15:8]>>([#6:4]=[#8:5].[#6:2]-[#8:3]-[#15:8]).[#6:1]-[#6:6]-[#8:7],['rule1029']
222,([#8:1].[#6:2]1=[#7:3]-[#6:4]:[#6:5]-[#7:6]-[#6:7]-1).[#8:8]=[#6:9]-[#8:10]>>[#8:8].[#8:1]-[#6:7](-[#6:2]-[#8:10])-[#7:6]1:[#6:5]:[#6:4]:[#7:3]:[#6:9]:1,['rule1068']
223,([#8:1].[#8:2]).[#6:3]=[#6:4]-[#8:5]-[#15:6].[#8:7]-[#15:8]>>([#8:1]-[#15:6].[#8:2]-[#15:8]).[#6:3]-[#6:4]=[#8:5].[#8:7],['rule1086']
224,[#6:1]1=[#6:2]-[#7:3]-[#6:4]=[#6:5]-[#6:6]-1.[#6:7]:[#6:8]-[#7:9].[#8:10]=[#8:11]>>[#6:1]1:[#6:6]:[#6:5]:[#6:4]:[#7+:3]:[#6:2]:1.[#7:9].[#8:10]-[#6:7]:[#6:8]-[#8:11],['rule0541']
225,[#6:1]-[#6:2].[#6:3]=[#8:4].[#8:5]>>[#6:1]-[#6:3]-[#8:4].[#6:2]-[#8:5],"['rule0248', 'rule0989']"
226,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7+:5]:[#6:6]:1.[#8:7].[#8:8]=[#16:9]>>[#16:9].[#6:1]1=[#6:6]-[#7+0:5]-[#6:4]=[#6:3]-[#6:2]-1.[#8:7]=[#8:8],['rule0213']
227,([#8:1].[#6:2]-[#8:3])>>([#8:3].[#6:2]-[#8:1]),['rule0130']
228,[#6:1]1-[#6:2]-[#6:3]-1.[#8:4]>>([#6:1]=[#6:2].[#6:3]-[#8:4]),['rule0396']
229,[#6:1]-[#8:2].[#8:3].[#8:4]-[#15:5]>>[#6:1]-[#8:3].[#8:4].[#8:2]-[#15:5],['rule0847']
230,([#8:1].[#6:2]1:[#6:3]:[#6:4]:[#6:5]:[#6:6]:[#6:7]:1)>>[#8:1]-[#6:2]1-[#6:3]=[#6:4]-[#6:5]=[#6:6]-[#6:7]-1,['rule1098']
231,[#8:1].[#8:2]=[#6:3]1-[#6:4]-[#6:5]:[#6:6]-[#7:7]-1>>[#6:4]1:[#6:3]:[#7:7]:[#6:6]:[#6:5]:1.[#8:1]-[#8:2],['rule1167']
232,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#6:5]:[#7:6]:1.[#8:7]>>[#7:6]-[#6:1]=[#6:2]-[#6:3]=[#6:4]-[#6:5]=[#8:7],['rule0496']
233,([#6:1].[#6:2]-[#8:3])>>[#6:1]-[#6:2].[#8:3],"['rule0245', 'rule0416']"
234,[#6:1]-[#6:2]-[#8:3].[#6:4]=[#6:5]>>[#6:1]-[#6:4]-[#6:5].[#6:2]=[#8:3],['rule0291']
235,[#6:1]-[#6:2]-[#6:3].[#6:4]1=[#6:5]-[#7:6]-[#6:7]=[#6:8]-[#6:9]-1.[#8:10]=[#8:11]>>[#6:1]-[#6:3]-[#6:2]-[#8:10].[#6:4]1:[#6:9]:[#6:8]:[#6:7]:[#7+:6]:[#6:5]:1.[#8:11],['rule0327']
236,[#6:1]-[#6:2](-[#6:3])-[#8:4]-[#8:5]>>[#6:1]-[#8:4]-[#6:2]=[#6:3].[#8:5],['rule0670']
237,([#8:1].[#6:2]-[#8:3]).[#6:4]-[#6:5]=[#8:6]>>([#8:3].[#6:2]-[#6:4]-[#6:5](-[#8:1])-[#8:6]),['rule0559']
238,[#6:1]1:[#6:2]-[#7:3]-[#6:4]:[#6:5]-[#7:6]-1.[#8:7]=[#6:8]1-[#6:9]=[#6:10]-[#6:11](=[#8:12])-[#6:13]=[#6:14]-1>>[#6:1]1:[#7:6]:[#6:5]:[#6:4]:[#7:3]:[#6:2]-1.[#8:12]-[#6:11]1:[#6:10]:[#6:9]:[#6:8](-[#8:7]):[#6:14]:[#6:13]:1,['rule0858']
239,[#8:1].[#8:2]-[#6:3]1:[#6:4]:[#6:5]:[#6:6]:[#6:7]:[#6:8]:1>>[#8:2]=[#6:3]1-[#6:4]-[#6:5](-[#8:1])-[#6:6]-[#6:7]=[#6:8]-1,['rule1060']
240,[#7:1]-[#6:2]-[#6:3]-[#6:4]-[#8:5].[#8:6]>>[#6:4]-[#6:3](-[#8:5])-[#6:2]-[#8:6].[#7:1],['rule1026']
241,([#7:1].[#6:2]-[#8:3]).[#8:4].[#8:5]-[#15:6]>>[#6:2]-[#7:1].[#8:3].[#8:5].[#8:4]-[#15:6],['rule0736']
242,[#8:1].[#8:2]-[#16:3]>>[#16:3].[#8:1]-[#8:2],['rule1173']
243,([#8:1].[#6:2]-[#8:3])>>[#6:2]-[#8:1].[#8:3],"['rule0032', 'rule0201']"
244,([#8:1].[#8:2]-[#15:3])>>[#8:2].[#8:1]-[#15:3],"['rule0549', 'rule0569']"
245,([#6:1].[#8:2]).[#8:3]=[#8:4]>>[#6:1]-[#8:2].[#8:3]-[#8:4],['rule0682']
246,[#6:1]-[#6:2]=[#8:3].[#8:4]-[#15:5]>>[#6:1]=[#6:2]-[#8:3]-[#15:5].[#8:4],['rule0409']
247,[#6:1]-[#6:2]-[#6:3]>>([#6:1].[#6:2]=[#6:3]),['rule0185']
248,[#6:1]-[#6:2]-[#8:3].[#8:4].[#8:5]=[#6:6]1-[#6:7]:[#6:8]-[#6:9](=[#8:10])-[#6:11]2-[#8:12]-[#6:13]-1-2>>[#6:1].[#6:2]=[#8:3].[#8:10]-[#6:9]1:[#6:11]:[#6:13]:[#6:6](-[#8:5]):[#6:7]:[#6:8]:1.[#8:12]=[#8:4],['rule1106']
249,([#16:1].[#16:2]).[#6:3]1-[#6:4]-[#8:5]-1>>[#16:1]-[#16:2].[#6:3]=[#6:4].[#8:5],['rule0997']
250,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7+:5]:[#6:6]:1.[#6:7]1:[#6:8]:[#6:9]:[#6:10]:[#7+:11]:[#6:12]:1.[#7:13].[#8:14]>>[#6:1]1=[#6:6]-[#7+0:5]-[#6:4]=[#6:3]-[#6:2]-1.[#6:7]1=[#6:12]-[#7+0:11]-[#6:10]=[#6:9]-[#6:8]-1.[#7+:13]=[#8:14],['rule0335']
251,[#16:1]-[#16:2].[#8:3]-[#8:4]>>([#16:1].[#16:2]).[#8:3]=[#8:4],['rule0639']
252,[#8:1]-[#16:2].[#8:3]-[#16:4]>>[#8:1].[#8:3]=[#16:4]-[#16:2],['rule0366']
253,[#6:1]-[#17:2].[#8:3]>>[#17:2].[#6:1]-[#8:3],['rule0184']
254,[#6:1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1.[#8:9]=[#8:10]>>[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#6:1]=[#8:10].[#8:2].[#8:9],['rule0491']
255,([#16:1].[#6:2]-[#16:3]).[#6:4]=[#8:5]>>[#16:1]-[#16:3].[#6:2]-[#6:4]-[#8:5],['rule0329']
256,([#7:1].[#6:2]-[#8:3]).[#6:4]-[#16:5].[#8:6]-[#15:7]>>([#6:4]-[#7:1].[#6:2]-[#16:5]).[#8:6].[#8:3]-[#15:7],['rule0646']
257,[#6:1]-[#8:2]-[#6:3]-[#8:4]>>([#6:1]-[#8:4].[#6:3]=[#8:2]),['rule0772']
258,[#16:1].[#6:2]-[#6:3]-[#8:4].[#8:5]=[#8:6]>>[#6:2]-[#8:5].[#6:3]=[#8:4].[#8:6]=[#16:1],['rule1146']
259,[#16:1].[#6:2]-[#7:3]:[#6:4]=[#7:5]>>[#6:2]-[#16+:1].[#7:3]:[#6:4]-[#7:5],['rule0421']
260,[#6:1]-[#6:2]=[#8:3].[#7:4].[#8:5]-[#16:6]>>[#7:4]-[#6:2]-[#6:1]-[#16:6]=[#8:5].[#8:3],['rule1177']
261,([#8:1].[#6:2]=[#8:3]).[#6:4]-[#6:5]=[#8:6]>>[#8:1]-[#6:5](-[#8:6])-[#6:4]-[#6:2]-[#8:3],['rule0353']
262,[#6:1]-[#6:2]-[#6:3]=[#6:4].[#8:5]>>([#6:1].[#6:2]=[#6:3]-[#6:4]-[#8:5]),['rule0509']
263,[#6:1]-[#6:2]-[#8:3]>>([#6:1].[#6:2]=[#8:3]),['rule0633']
264,[#6:1]-[#7:2].[#6:3]=[#8:4]>>[#6:3]-[#7:2].[#6:1]=[#8:4],"['rule0030', 'rule0031', 'rule0065']"
265,[#6:1]-[#6:2]-[#6:3]-[#6:4]>>[#6:1]-[#6:3]-[#6:2]-[#6:4],['rule0936']
266,[#6:1]#[#7:2].[#8:3].[#8:4]>>[#7:2].[#8:3]=[#6:1]-[#8:4],['rule0243']
267,[#16:1].[#6:2]-[#7:3]>>[#6:2]-[#16+:1].[#7:3],"['rule0033', 'rule0205']"
